"row"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"19882"	"TONSL"	753.63276651801	-2.22839877637883	0.108939237605976	-20.4554284144961	5.37480549675109e-93	1.9930040967587e-90
"8744"	"CCL5"	446.800934658008	2.9060361504863	0.144598252596177	20.0973116777702	7.79008610811109e-90	2.81982569289555e-87
"8627"	"SPAG5"	2905.91482603124	-1.65038914016719	0.0825412290965561	-19.9947245543991	6.12159440739115e-89	2.16433952966437e-86
"17373"	"CFB"	1074.54798804214	2.15166701477897	0.107950115348972	19.9320492416635	2.14592987191863e-88	7.4146754188134e-86
"13160"	"ZFAS1"	4955.01001457428	2.16330628658109	0.108888811932778	19.8671125911136	7.83837890101741e-88	2.64815276515928e-85
"11004"	"POLD1"	1685.14276697936	-1.74989849950082	0.0884738155810614	-19.7787163129359	4.54103835812977e-87	1.50081317736189e-84
"17365"	"C6orf48"	3104.45753096448	2.30548731569157	0.117594986598609	19.6053197706546	1.39274133674455e-85	4.50507373245263e-83
"16235"	"ITGA2"	4919.72966130647	2.41909815377279	0.123454796911996	19.5950114072703	1.70547360836445e-85	5.40173234749267e-83
"1379"	"FDPS"	4250.74151780706	-1.69896796963953	0.0868460371741995	-19.562987845164	3.19778806963769e-85	9.92162694340852e-83
"15204"	"CLDN1"	2889.64091798076	1.80219279310933	0.0922851458750307	19.5285251599406	6.28278067304596e-85	1.91034229144635e-82
"9472"	"SLC25A10"	674.871740681077	-2.43997745500494	0.124955987363533	-19.5266950106707	6.51198510924466e-85	1.94120999246758e-82
"9904"	"LMNB2"	3843.8095306386	-1.60095609358909	0.0821096385100712	-19.4977851886746	1.14640227206286e-84	3.3516834119561e-82
"4628"	"BCAT1"	748.178743443003	2.41128405488149	0.123825441467278	19.4732522356376	1.85135607467731e-84	5.31059743458853e-82
"2453"	"ZWINT"	1746.26315546664	-1.78375275891814	0.0920310397012189	-19.3820776632443	1.09342046761015e-83	3.07838358686614e-81
"18031"	"ULBP1"	412.261269289908	3.3184272162434	0.172290355690754	19.2606672784382	1.1488845704607e-82	3.1757258408571e-80
"17363"	"HSPA1A"	1292.37586212431	-2.10874833102412	0.109530216499684	-19.2526628579266	1.34090322537782e-82	3.64031280989625e-80
"10458"	"CEBPG"	3673.89995222407	1.62822577893304	0.084637567597243	19.2376249123927	1.79235085814522e-82	4.78054563094418e-80
"3827"	"RBM14"	904.593522765591	-1.98526651803472	0.103334973011072	-19.2119517737911	2.94002190093628e-82	7.70640568274729e-80
"14137"	"IRAK2"	2377.29248507211	1.85667749826156	0.0974911204498119	19.0445805699543	7.28673580137595e-81	1.87763126081896e-78
"3028"	"POLR2L"	3031.95861013102	-1.88702530545786	0.0995221910945591	-18.9608496829108	3.59292622670631e-80	9.103876237436e-78
"6981"	"RSL24D1"	4559.27677310163	1.59692343028303	0.0843400380414303	18.934345624774	5.94497501573265e-80	1.47067232760681e-77
"13525"	"CBS"	1304.05475867079	2.47141431135259	0.13052866790264	18.9338813539107	5.99761128143277e-80	1.47067232760681e-77
"12726"	"TRIB3"	4433.32115409657	1.73113709825831	0.0915877515682385	18.9014040482095	1.11057461582518e-79	2.68001045783971e-77
"14984"	"TM4SF4"	454.549796321307	-2.36849623570047	0.12569402090345	-18.8433484638048	3.33203614469388e-79	7.9151477355908e-77
"14771"	"FSTL1"	4590.94732728097	1.58244578523483	0.0840672919413715	18.8235608485929	4.84185323175063e-79	1.13247222588161e-76
"4974"	"DDIT3"	595.716143957459	2.51518604587819	0.134710789388303	18.6710066602623	8.52310656625116e-78	1.96328468373813e-75
"16171"	"RAI14"	8259.15581330211	1.52067117306903	0.08157686218134	18.6409618169509	1.49527968274661e-77	3.39294582340249e-75
"4086"	"BIRC3"	2007.7649533556	1.90736730422646	0.102332772112094	18.6388706653735	1.55488829715866e-77	3.4763186443681e-75
"17302"	"IER3"	3721.47997929216	1.5099001885312	0.0814683124181478	18.5335886274582	1.10654987303579e-76	2.43809822025551e-74
"1878"	"CD55"	1862.40033110474	1.61491457102561	0.0871400162596227	18.532410714891	1.13104320630013e-76	2.45646426648299e-74
"20570"	"WDR34"	2163.84141557551	-1.56990250055935	0.0847781881145642	-18.5177642442403	1.48476073101577e-76	3.17927005544123e-74
"10918"	"PPP1R15A"	2463.22830433833	2.02273361994347	0.10927117467518	18.5111364086299	1.6792047050616e-76	3.5456873793127e-74
"7935"	"DOK4"	2528.58029294079	-1.64549082687203	0.0890350617860373	-18.4813801873509	2.9162500046935e-76	6.07339024950073e-74
"19917"	"VLDLR"	2027.0445603664	1.80659528463438	0.0979779965775455	18.4387857247574	6.41660970178577e-76	1.31826644994931e-73
"20585"	"IER5L"	3430.42717359281	-1.63305347241325	0.0894339252446324	-18.2598881570533	1.72644433916765e-74	3.4996177717821e-72
"4463"	"C1R"	3049.55563059372	1.5547966543879	0.0852612039283761	18.2356873085443	2.68852934125109e-74	5.37811994408425e-72
"10887"	"LIG1"	1769.36574375339	-1.51590074012102	0.0831317969167293	-18.2349088597165	2.72708156447617e-74	5.38439234087418e-72
"3646"	"INCENP"	1345.14706195398	-1.76796085687568	0.0971726677062519	-18.19401379635	5.75659081313883e-74	1.12201859143782e-71
"9852"	"POLR2E"	2146.24069600843	-1.47664692449041	0.0818796725425943	-18.0343530773435	1.04713729089339e-72	2.01514281436104e-70
"4334"	"ETS1"	1448.78624652911	1.80852853161801	0.100438840979622	18.0062664401408	1.73974597159581e-72	3.30616975077138e-70
"10667"	"AXL"	5810.26156828959	1.66120809724628	0.0922613958090573	18.0054516049626	1.76553876926599e-72	3.31376369248776e-70
"8837"	"CDC6"	1525.20699811436	-1.81306935574497	0.101667724280011	-17.8332835576359	3.89838513093771e-71	7.22770111532268e-69
"4745"	"TUBA1B"	21107.9987286099	-1.4584246153219	0.0820802427104126	-17.7682785425887	1.24451570501244e-70	2.27956292328965e-68
"5150"	"NTN4"	2644.43734884198	1.60035185244863	0.090380150935232	17.7068951079255	3.70980551083056e-70	6.71430633109011e-68
"2247"	"OPTN"	3014.01215542957	1.4785477059174	0.0836073956063751	17.6844129062269	5.52939949837044e-70	9.88981889102657e-68
"9279"	"KPNA2"	9182.32781519108	-1.28235808991964	0.0725378968975228	-17.6784569827174	6.14551912585557e-70	1.08639915430677e-67
"17458"	"SPDEF"	203.783854284221	-3.46305033576781	0.196092647223114	-17.6602763275849	8.48233977559349e-70	1.48226450124538e-67
"9404"	"MGAT5B"	1137.25096945064	-1.66167087438589	0.094113095017472	-17.6561069857219	9.13254118497364e-70	1.5777502685813e-67
"18716"	"MCM7"	6533.7733668192	-1.52784792059616	0.0866120974437512	-17.6401214805864	1.21200132757839e-69	2.07034339136789e-67
"15866"	"FGF2"	2255.21674253209	1.66698464749317	0.0945442744306707	17.631788466636	1.40453059749613e-69	2.37256429708153e-67
"3575"	"FAM111B"	337.445813482544	-2.5332603284759	0.143787887841305	-17.6180370023364	1.79113016071081e-69	2.99236833332819e-67
"16613"	"KIF20A"	1594.59412121571	-1.77851153892766	0.100999948081268	-17.6090341897662	2.0999762646618e-69	3.47021077735362e-67
"6139"	"FRMD6"	1196.78694542675	1.91029739280169	0.108495680992865	17.6071284618908	2.17187271280507e-69	3.55042804868554e-67
"18081"	"ACAT2"	1373.36450659424	-1.69294272639854	0.0964394824533619	-17.5544567777751	5.49905716658954e-69	8.89384745783625e-67
"20995"	"EBP"	1494.63470997713	-1.61120689985549	0.0920357859046424	-17.5063089212369	1.28244814907694e-68	2.05232202214912e-66
"17974"	"TNFAIP3"	1536.25824622562	1.67097573510879	0.0957588399187136	17.4498326893603	3.45242504353206e-68	5.4674185350852e-66
"17364"	"HSPA1B"	776.415168401242	-1.90791970533955	0.109755700074113	-17.3833313809782	1.1035263281238e-67	1.7295784295326e-65
"9008"	"KIF18B"	1382.07104884587	-1.61827753596043	0.0934610056235454	-17.3150023923211	3.62507345471919e-67	5.62367262572406e-65
"18249"	"AGR2"	1570.75139844829	-1.53549594420049	0.0886905732711802	-17.312955453626	3.75629332598053e-67	5.76837650857394e-65
"19333"	"SLC25A37"	2129.01326620569	1.63830730206505	0.0946661133707537	17.3061641988905	4.22650769804657e-67	6.4255596533402e-65
"12976"	"E2F1"	739.661549127174	-1.95381607112433	0.11295807924464	-17.2968244873643	4.97041475372068e-67	7.48170450503124e-65
"7755"	"KIF22"	1989.61589719653	-1.44993483654195	0.0840885971442576	-17.2429423938959	1.26434612932883e-66	1.88449551021434e-64
"19588"	"ZFAND1"	884.846089634631	1.6924342111767	0.098298596818739	17.2172774174745	1.97041687466794e-66	2.90837356753172e-64
"16773"	"ABLIM3"	1001.94652902974	1.74310018280161	0.101637852437187	17.1501083602575	6.27353776777906e-66	9.17082641187933e-64
"1917"	"ATF3"	361.630223665649	2.83595585361701	0.16605623347956	17.078286037158	2.15352324403543e-65	3.11809655991148e-63
"17438"	"KIFC1"	1203.33045276503	-1.60075741192912	0.0938087109266747	-17.0640593620388	2.74779562034511e-65	3.94101290717987e-63
"8161"	"GINS2"	895.939330322492	-1.84274719966492	0.108208247956182	-17.0296371530858	4.95102575272728e-65	7.03462098305727e-63
"16"	"SAMD11"	1567.58660746276	-1.60885693588181	0.0951242929830072	-16.9132078192604	3.59590109372852e-64	5.06189669703284e-62
"5098"	"SLC6A15"	341.78139420937	2.52395068490823	0.149608646860294	16.8703530034939	7.43507221872148e-64	1.03702204533232e-61
"2565"	"PLAU"	4570.48111973869	1.70254804220942	0.101086151737939	16.8425448287239	1.19006576546617e-63	1.64477907567111e-61
"9487"	"LRRC45"	545.117158218182	-2.0689129548284	0.122911287505044	-16.8325708470306	1.40851269636293e-63	1.92915482187439e-61
"10587"	"ACTN4"	34199.9694505892	-1.25252920516989	0.0744188191347732	-16.8308126859893	1.45096793890656e-63	1.96955942635682e-61
"13072"	"MYBL2"	1609.6605982638	-1.50254945034545	0.0894473809309292	-16.7981380193312	2.51825951013632e-63	3.38806188784093e-61
"3680"	"SNHG1"	4391.30436682589	1.65624311091959	0.0988829752356399	16.7495274790502	5.70778379930639e-63	7.61188044744342e-61
"4267"	"HSPA8"	27252.0263792148	-1.13995225754022	0.0682040940095815	-16.7138391630872	1.03923964578602e-62	1.37387481172911e-60
"2248"	"MCM10"	792.959033026217	-2.15508971001645	0.128992395974028	-16.7071065991391	1.16345464652621e-62	1.52482767164982e-60
"17746"	"NT5E"	2650.5856371163	1.76006373285412	0.105474939739861	16.6870323623325	1.62867766428015e-62	2.11630654103001e-60
"9175"	"RNF43"	379.752385957713	-2.19233462195366	0.131521089163592	-16.6690728908634	2.19980049618894e-62	2.83420058843732e-60
"15843"	"USP53"	1216.45004779936	1.66341302272131	0.100024940122627	16.6299826891376	4.22716374458775e-62	5.40046810159391e-60
"21342"	"TSC22D3"	943.724721457724	2.13017293409692	0.128125219985171	16.6257114278005	4.53946056836436e-62	5.75111825173695e-60
"10455"	"LRP3"	1293.73354677267	-1.48293112112733	0.0895002465411322	-16.5690171640568	1.16717925455483e-61	1.46649803363613e-59
"8188"	"MVD"	901.687077774772	-1.73118000458511	0.10453291262696	-16.5610998591712	1.33137879527378e-61	1.64885593013004e-59
"9477"	"ALYREF"	1787.40352093155	-1.70737300807751	0.103096126528512	-16.5609811500079	1.33400828393077e-61	1.64885593013004e-59
"5912"	"CCNB1IP1"	1309.36526496841	1.68681946260469	0.102232583872181	16.4998222554336	3.67974126834586e-61	4.51154084698888e-59
"19820"	"THEM6"	655.571561712491	-1.7444399547411	0.105801134121362	-16.4879135675436	4.48159747144337e-61	5.45069810866828e-59
"7218"	"BCL2A1"	418.639350491836	2.16830607909134	0.132226976060814	16.3983639623891	1.96457811446723e-60	2.37043500589248e-58
"15302"	"TACC3"	2042.6790725663	-1.42556237991493	0.0869589397730232	-16.3935115082575	2.12789206903900e-60	2.54727111225196e-58
"13874"	"C1QTNF6"	774.313558036738	-1.7181376896056	0.104860537039765	-16.3849789263815	2.4485383190784e-60	2.90821313007413e-58
"10241"	"ASF1B"	586.011589114444	-2.00576258946735	0.122541774390931	-16.3679904215243	3.23727850011806e-60	3.81522054552673e-58
"20727"	"SAPCD2"	1011.20043967549	-1.79967647419639	0.110088139585013	-16.3475963984896	4.52479295714273e-60	5.29157133288007e-58
"20599"	"ASS1"	1348.11628313297	1.77761627452658	0.109322130859084	16.2603515002642	1.88652574350002e-59	2.1893779296512e-57
"9095"	"PHB"	5593.11465582634	-1.33781362937707	0.0823664970731425	-16.2422061993127	2.53635877311697e-59	2.92123200209828e-57
"17647"	"MCM3"	2735.11682108601	-1.49806233865466	0.0924515892129083	-16.2037489177687	4.74444271209109e-59	5.42329041743766e-57
"16840"	"NIPAL4"	772.886349683746	1.86908994255162	0.115548591141079	16.1757917088712	7.47309084165684e-59	8.47861194520216e-57
"10526"	"WDR62"	1260.16519712269	-1.67986443448546	0.103906450178478	-16.1670852155953	8.60754846955567e-59	9.69337476908555e-57
"16730"	"PCDH1"	228.673699381704	3.24005144775265	0.201626769555817	16.0695499654658	4.17103457077195e-58	4.66266460142985e-56
"14719"	"PHLDB2"	2658.32290993919	1.37742994166974	0.0857829997793575	16.0571435507342	5.09479339279871e-58	5.65373313508896e-56
"14838"	"MCM2"	2139.83216327274	-1.75258100245981	0.10929257998058	-16.0356814961383	7.19895158792125e-58	7.93084499935991e-56
"14380"	"NBEAL2"	1724.50729844773	-1.35990269862694	0.0849708831875333	-16.0043375755622	1.19174879783481e-57	1.30346453046637e-55
"9491"	"GPS1"	2286.32402544133	-1.46791960510415	0.0918256262708991	-15.9859471121228	1.60114792135759e-57	1.73873227488567e-55
"2376"	"CSGALNACT2"	905.580373481583	1.65868523072066	0.103767234117059	15.9846722795898	1.63424112624753e-57	1.76208282569796e-55
"4827"	"KRT18"	28600.9815958172	-1.37182708925821	0.0864836097497388	-15.8622783349114	1.15622151057138e-56	1.23788983276174e-54
"9327"	"SLC9A3R1"	904.383419061188	-1.65609226930492	0.104542450593592	-15.8413377522874	1.61351362514402e-56	1.71540193308143e-54
"6006"	"PCK2"	1719.53517840905	1.92891424351601	0.121923238139517	15.8207268191872	2.23893043748058e-56	2.3637819056262e-54
"9417"	"BIRC5"	2682.44945367442	-1.3191780470885	0.0836481062464117	-15.770566798039	4.96026342544557e-56	5.20075067979648e-54
"21336"	"CLDN2"	4110.16949427559	-2.10369807919559	0.133399857723339	-15.7698674878536	5.01548996656541e-56	5.22263657271876e-54
"18579"	"POR"	2570.20300473871	-1.26937200147015	0.0805475246073331	-15.7592925128153	5.92930301099791e-56	6.13219004600008e-54
"14038"	"GTSE1"	752.478986023753	-1.66627655487311	0.106049830899604	-15.7122037889013	1.24765607500899e-55	1.28162941272714e-53
"12018"	"IL1A"	169.514931524978	4.3007284353749	0.273901171402696	15.7017526188373	1.47120684569527e-55	1.50112467618155e-53
"13481"	"ETS2"	2239.70658392162	-1.28938516898475	0.0822410963268182	-15.6781126051732	2.13504552372394e-55	2.16393980647834e-53
"19358"	"SCARA3"	1316.38231867032	-1.3711315911541	0.0874575898599076	-15.6776740972444	2.14983392789353e-55	2.1644983579977e-53
"3238"	"AMPD3"	462.298422646339	2.09266453413327	0.133545756063609	15.6700189943626	2.42506906998413e-55	2.42554770203742e-53
"20347"	"BAAT"	464.36467529944	-2.34349117166448	0.149922160432438	-15.6313860799822	4.45016399846029e-55	4.42195054043084e-53
"9354"	"LLGL2"	1346.01849216828	-1.49253709293871	0.0956702670611131	-15.6008458927505	7.18359547122439e-55	7.09170142526132e-53
"16221"	"HMGCS1"	3029.71985299523	-1.36577935736182	0.087614544111613	-15.5885004163457	8.7155514746803e-55	8.54855026255256e-53
"12126"	"MCM6"	2533.19992209051	-1.64067612648685	0.105256280343221	-15.587441634237	8.86118582285608e-55	8.63568000415904e-53
"16998"	"GFPT2"	1863.36563262521	1.60519886260502	0.103015036871163	15.5821801492201	9.62163995581365e-55	9.31705683109777e-53
"9014"	"HEXIM1"	3561.96428421116	-1.36000456680105	0.0873130413142504	-15.5761905246918	1.05667211980417e-54	1.01674596439132e-52
"13583"	"LSS"	1796.0804529372	-1.58037031276308	0.101543004911337	-15.5635566836238	1.28741539242248e-54	1.23097963591188e-52
"5018"	"HMGA2"	1287.42045325926	1.94635809223441	0.125250527666148	15.5397197002026	1.8679865162459e-54	1.7749374379054e-52
"14522"	"NT5DC2"	1324.37924248091	-1.58898676445314	0.102258932968459	-15.5388553188135	1.89335079456043e-54	1.78786410743492e-52
"6567"	"HSP90AA1"	26925.2687805258	-1.50180040558779	0.0966578902343695	-15.5372769046203	1.94055580542893e-54	1.82112777221828e-52
"16530"	"SLC12A2"	1746.84821145571	-1.57321598566373	0.101423256845343	-15.5113928954449	2.90507793445319e-54	2.70956440720809e-52
"14230"	"SLC4A7"	2334.52888897814	1.66188968979659	0.107653063835075	15.437458355506	9.16409858329301e-54	8.49523114401242e-52
"16478"	"EPB41L4A-AS1"	745.053324697485	1.86338036724471	0.120797840737002	15.4256098939849	1.10110019661281e-53	1.01454704782452e-51
"12810"	"PCNA"	5691.614818025	-1.4936706494166	0.0972658678818725	-15.3565755587627	3.20038773595129e-53	2.93105390058238e-51
"12570"	"TM4SF20"	1229.39873118707	-1.46684771748334	0.0956072680209729	-15.3424289580324	3.9801886591024e-53	3.62340168768466e-51
"7467"	"PGP"	986.466467180729	-1.88699307977807	0.123185542785784	-15.3182998353914	5.77072826502343e-53	5.22216558411615e-51
"716"	"ORC1"	611.802239845705	-1.68971321643488	0.11045852907569	-15.2972634216144	7.97396500664135e-53	7.17326568023482e-51
"9910"	"THOP1"	1070.67007877916	-1.47862808707996	0.096676283700583	-15.2946310147733	8.30300646803984e-53	7.42532984315351e-51
"13889"	"H1F0"	10310.8881104478	1.26967402564817	0.083044113353423	15.2891514446621	9.0319292626715e-53	8.02996611581256e-51
"18364"	"BMPER"	311.956627491294	2.50941119102261	0.164374985709623	15.2663811965624	1.28086719361532e-52	1.13215255491475e-50
"5190"	"DRAM1"	1978.47849782924	1.42164940047077	0.0933931790021517	15.22219733454	2.51925414307445e-52	2.21388559174341e-50
"8218"	"FANCA"	885.202068349869	-1.51893242786471	0.0998055467175763	-15.2189179641779	2.64875671006092e-52	2.31431311856644e-50
"20202"	"PSAT1"	6015.83906224982	1.73140230316997	0.113792345346044	15.2154549403544	2.79271290813983e-52	2.42614939099714e-50
"10598"	"MRPS12"	1968.54061447133	-1.39054947107661	0.0914241193131108	-15.2098754849827	3.04121023294344e-52	2.62701813474086e-50
"1911"	"DTL"	967.668027038779	-1.48723063816228	0.0977889184544503	-15.2085804983621	3.10196477760493e-52	2.66435991604111e-50
"11552"	"FEZ2"	2330.3458085685	1.21474241543585	0.0798798770366523	15.2071142382765	3.17221463805476e-52	2.70939208664868e-50
"9960"	"CHAF1A"	846.107060223013	-1.7067884718047	0.112434520484347	-15.180288620009	4.77675288374998e-52	4.05703765875145e-50
"12049"	"DBI"	5036.49604353808	-1.4663492252929	0.0966136183731141	-15.1774589336876	4.98731302401524e-52	4.21233999467243e-50
"20367"	"ABCA1"	701.857746693972	2.09382429806992	0.13828715760137	15.1411333806255	8.67064299716547e-52	7.28286107656943e-50
"9922"	"NCLN"	1324.10759060614	-1.54421594173019	0.102269870249841	-15.0994221265533	1.6335876626034e-51	1.36458424365712e-49
"20738"	"NDOR1"	855.365067621556	-1.60796285753252	0.106726394344474	-15.0662155075023	2.70150955455331e-51	2.24431965890021e-49
"688"	"PDZK1IP1"	771.179757247179	1.73351198663885	0.115069915965871	15.0648583696976	2.75755943598551e-51	2.27843348398303e-49
"754"	"PCSK9"	594.600962890914	-2.01248332212219	0.133729996093297	-15.0488550131878	3.51261213057466e-51	2.88660768762847e-49
"4445"	"CDCA3"	741.196673259363	-1.57370888030188	0.104792333326077	-15.0174047122804	5.64759823977934e-51	4.61615247523469e-49
"5447"	"POLE"	2182.4001018416	-1.24796533279617	0.0833399234670453	-14.9743997939913	1.07937875231501e-50	8.7752915355321e-49
"13058"	"FAM83D"	1203.61378815252	-1.52545008287544	0.102462371845358	-14.8879052417187	3.94950820295658e-50	3.19384963880579e-48
"18382"	"SFRP4"	308.632128370739	-2.12685462554978	0.143123571843617	-14.860267935974	5.96860003179734e-50	4.80109133774683e-48
"9509"	"TBCD"	1834.09279542717	-1.25633286829359	0.0846160818971726	-14.8474479097284	7.22678796898493e-50	5.78257144697252e-48
"9361"	"GALK1"	860.466094059752	-1.64974726176389	0.111238873331262	-14.8306721594622	9.27990685025757e-50	7.38651433740658e-48
"2952"	"MKI67"	6009.17810701852	-1.26366366157658	0.0853940373022177	-14.7980315897743	1.50832380710263e-49	1.19432535621778e-47
"13684"	"SDF2L1"	369.794310141886	-2.04619719809782	0.138295460430286	-14.7958377789942	1.55831885691186e-49	1.22751925293425e-47
"2197"	"KLF6"	2222.94268157677	1.23195997619692	0.0834323623224882	14.7659726022748	2.42794292947083e-49	1.90268125550232e-47
"9752"	"CCBE1"	285.898334883928	2.49807334808249	0.169286456465582	14.7564867281063	2.79464305010984e-49	2.1788183738882e-47
"10937"	"SNRNP70"	5587.48219748753	-1.48272677259615	0.100486614055129	-14.7554655566631	2.8372672475041e-49	2.20076397774515e-47
"17971"	"IFNGR1"	1818.02471016926	1.26399023984129	0.0857023697255012	14.7486031470281	3.14098629925148e-49	2.42398044200611e-47
"259"	"ALDH4A1"	517.164546060279	-1.84767801961839	0.125288031322806	-14.7474423543126	3.19547023925191e-49	2.45357242663368e-47
"16947"	"MXD3"	394.045558470388	-2.24641243985815	0.15236283552428	-14.743834558659	3.37088720496342e-49	2.57525618980195e-47
"11715"	"GFPT1"	2978.92432657566	1.22978075101458	0.0836119450825292	14.7081945026004	5.71109256209563e-49	4.341287011077e-47
"8543"	"SREBF1"	3907.50286573046	-1.10334310236231	0.0753000572004281	-14.6526197108392	1.29620028544401e-48	9.80404623860959e-47
"1216"	"CTSS"	1104.6121178198	1.48800839204002	0.101699915685242	14.6313630843644	1.77201087531837e-48	1.33365749195372e-46
"19864"	"GPAA1"	2009.3116029975	-1.22087543310755	0.0834452977188819	-14.6308475909636	1.78548866325102e-48	1.33718148509385e-46
"16921"	"THOC3"	1179.37516211514	-1.37087356410071	0.0937265279952957	-14.6263133119528	1.9085224052229e-48	1.42231696699038e-46
