"Alveolar_Type1"	"Alveolar_Type2"	"B_cells"	"Blood_vessel"	"Ciliated"	"DC_1"	"DC_2"	"DC_activated"	"DC_Monocyte_Dividing"	"DC_plasmacytoid"	"Fibroblast"	"Lymph_vessel"	"Macrophage_Dividing"	"Macrophage_MARCOneg"	"Macrophage_MARCOpos"	"Mast_cells"	"Monocyte"	"Muscle_cells"	"NK"	"NK_Dividing"	"Plasma_cells"	"T_CD4"	"T_CD8_CytT"	"T_cells_Dividing"	"T_regulatory"
"CDO1"	0.130890052356021	0.0855431993156544	0.0644745325596389	2.6354862657758	0.429184549356223	0	0.373831775700935	0	1.2396694214876	0	25.0432525951557	5.34124629080119	0	0.32017075773746	0.37677304964539	0.0343524562006183	0.181308719301137	3.3373063170441	0.191975427145325	0	0	0.097073914852309	0.0868809730668983	0	0.415800415800416
"CECR7"	0.916230366492147	0.213857998289136	0.386847195357834	0.334075723830735	1.07296137339056	0.613496932515337	0.124610591900312	0.819672131147541	0.826446280991736	0	0.735294117647059	0	1.06382978723404	0	0.443262411347518	0.137409824802473	0.0988956650733476	0.357568533969011	0.297561912075254	0	2.4390243902439	0.166412425461101	0.156385751520417	0	0
"CEP68"	6.41361256544503	2.18135158254919	3.09477756286267	13.1031922791388	8.36909871244635	16.5644171779141	11.9003115264798	13.9344262295082	15.2892561983471	8.69565217391304	9.40743944636678	32.6409495548961	3.19148936170213	5.12273212379936	3.8563829787234	1.40845070422535	4.17010054392616	7.86650774731824	1.41101938951814	2.30769230769231	3.83275261324042	3.10636527527389	2.1372719374457	3.40909090909091	1.45530145530146
"CFD"	20.5497382198953	12.0615911035073	7.73694390715667	13.0660727542687	25.5364806866953	11.6564417177914	27.8504672897196	16.3934426229508	31.8181818181818	8.69565217391304	83.5423875432526	13.946587537092	78.7234042553192	64.9946638207044	64.8492907801418	6.21779457231192	48.1951541124114	14.0643623361144	6.49836820886927	3.84615384615385	29.616724738676	5.07557897656358	3.47523892267593	10.2272727272727	6.44490644490645
"CHRD"	0.261780104712042	0.23524379811805	0	0.296956198960653	0.214592274678112	0	0.186915887850467	0	0.826446280991736	0	13.386678200692	1.18694362017804	0	0	0.243794326241135	0	0.148343497610021	12.3957091775924	0.0767901708581302	0	0.348432055749129	0	0.0173761946133797	0	0
"CHST3"	2.09424083769634	0.192472198460222	0.0644745325596389	3.19227913882702	1.71673819742489	0	0.186915887850467	0	1.65289256198347	0	7.52595155709343	0.593471810089021	4.25531914893617	0.106723585912487	0.775709219858156	0	0.115378275918906	9.41597139451728	0.15358034171626	0	0.348432055749129	0.0416031063652753	0.0173761946133797	0	0
"CHST7"	5.49738219895288	6.71514114627887	0.773694390715667	6.90423162583519	2.36051502145923	2.45398773006135	5.10903426791277	18.8524590163934	3.71900826446281	0	11.0510380622837	10.6824925816024	7.4468085106383	1.6008537886873	5.74024822695035	0.240467193404328	4.25251359815395	6.31704410011919	1.71818007295066	6.15384615384615	2.4390243902439	3.79975038136181	2.41529105125977	13.6363636363636	3.53430353430353
"CILP2"	0	0.0213857998289136	0.0644745325596389	0.0742390497401633	0	0	0.0623052959501558	0.819672131147541	0.413223140495868	0	6.76903114186851	0	0	0	0.110815602836879	0	0.0164826108455579	0.476758045292014	0.0479938567863313	0	0	0.097073914852309	0.0347523892267593	0	0.207900207900208
"CLIP3"	0.523560209424084	0.213857998289136	0.0644745325596389	0.89086859688196	0.643776824034335	0	0.124610591900312	0.819672131147541	1.2396694214876	0	14.1219723183391	2.37388724035608	0	0.32017075773746	0.265957446808511	0.0343524562006183	0.148343497610021	5.60190703218117	0.15358034171626	0	0.348432055749129	0.0416031063652753	0.0173761946133797	0	0
"COL10A1"	0	0	0.0644745325596389	0.185597624350408	0.429184549356223	0	0	0	0	0	4.82266435986159	0	0	0	0.0886524822695035	0	0.0164826108455579	0.119189511323004	0	0	0.348432055749129	0	0.052128583840139	0	0
"COL21A1"	0.523560209424084	0.23524379811805	0.0644745325596389	2.44988864142539	20.6008583690987	0	0	0.819672131147541	1.2396694214876	0	13.7110726643599	0.29673590504451	0	0	0.199468085106383	0.0343524562006183	0.0329652216911159	11.7997616209774	0.0767901708581302	0	0.348432055749129	0.0554708084870337	0.0173761946133797	0	0
"COLGALT2"	0.392670157068063	0.128314798973482	0	0.185597624350408	0	0	0.43613707165109	0	0.826446280991736	0	6.94204152249135	0.593471810089021	0	0.213447171824973	0.155141843971631	0.0343524562006183	0.131860886764464	1.78784266984505	1.17105010558648	1.53846153846154	0	0.52697268062682	0.851433536055604	0	0
"COMP"	1.17801047120419	0.0855431993156544	0.193423597678917	1.07646622123237	0.429184549356223	1.22699386503067	0.996884735202492	0.819672131147541	1.65289256198347	0	14.7058823529412	0.593471810089021	0	1.6008537886873	1.1968085106383	0.549639299209894	0.56040876874897	2.38379022646007	0.422345939719716	0	1.74216027874564	0.249618638191652	0.208514335360556	0	0.207900207900208
"COX4I2"	0.130890052356021	0.0213857998289136	0.0644745325596389	0.927988121752041	0.429184549356223	0	0.124610591900312	0	0	0	4.54152249134948	0	0	0	0.221631205673759	0.0343524562006183	0.0824130542277897	19.0703218116806	0.0479938567863313	0	0	0.0693385106087921	0.0347523892267593	0	0
"CPE"	5.6282722513089	3.12232677502139	0.386847195357834	29.2873051224944	2.14592274678112	0.613496932515337	1.05919003115265	1.63934426229508	2.47933884297521	0	42.3659169550173	8.90207715133531	46.8085106382979	0.96051227321238	21.8971631205674	0.721401580212985	0.824130542277897	50.2979737783075	0.873488193511231	0	3.48432055749129	0.44376646789627	0.50390964378801	0	1.45530145530146
"CPED1"	0.916230366492147	0.23524379811805	0.773694390715667	2.37564959168523	0.214592274678112	0.613496932515337	10.7788161993769	0.819672131147541	18.1818181818182	0	16.9982698961938	0.29673590504451	14.8936170212766	11.2059765208111	9.77393617021277	0.240467193404328	3.59320916433163	30.5125148986889	0.239969283931657	0.769230769230769	2.09059233449477	0.0693385106087921	0.0347523892267593	2.27272727272727	0
