"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AgingCluster"	"nlp"	"genes"
"TRIM5"	776.858148018511	1.21650297667654	0.43116134323132	2.82145650525975	0.00478061197375943	0.0126469569641317	"0"	1.89801395928403	"TRIM5"
"TMEM178A"	37.1998660012404	2.3648039391885	0.838223847671238	2.82120813641657	0.00478431505612681	0.0126545917519406	"0"	1.89775186099481	"TMEM178A"
"RNF165"	4.07537869106539	3.04357729510974	1.07883030072265	2.82118262072451	0.00478469563212215	0.0126545917519406	"0"	1.89775186099481	"RNF165"
"LINC01220"	28.0901400784385	1.40931235861136	0.499628042699725	2.82072309431668	0.00479155432998168	0.0126711458016735	"0"	1.897184111806	"LINC01220"
"SLC25A27"	16.1983913355372	2.3058364114191	0.817634675300229	2.820130409186	0.00480041363657725	0.0126929856066254	"0"	1.89643621242259	"SLC25A27"
"AL583722.1"	4.72973044736847	4.39929450306383	1.56007091445815	2.81993239043997	0.00480337687227932	0.0126992318359823	"0"	1.89622254829473	"AL583722.1"
"AFF4"	1496.24926412733	0.780201779732007	0.27669131991121	2.81975516970454	0.00480603028129128	0.0127046574811418	"0"	1.8960370390792	"AFF4"
"TPM2"	131.362037294934	1.73495562451696	0.615346201137552	2.81947889059794	0.00481016947156083	0.0127140089146996	"0"	1.89571748839058	"TPM2"
"AC099522.2"	23.3460047763438	1.98448169402801	0.703898767495496	2.81927144309243	0.00481327955270202	0.0127190475813054	"0"	1.89554540800126	"AC099522.2"
"PLK1"	128.23510057101	2.29413634024081	0.813726800390629	2.81929554137766	0.00481291817455552	0.0127190475813054	"2"	1.89554540800126	"PLK1"
"PCAT6"	40.4314857752194	2.53906238387364	0.900725160141838	2.81890913702667	0.00481871565869109	0.0127318203675244	"0"	1.89510949744212	"PCAT6"
"AL121899.1"	60.5868737849687	2.23456222330651	0.792717770700654	2.81886228100004	0.00481941910056146	0.0127320870650162	"0"	1.89510040023272	"AL121899.1"
"DOCK4-AS1"	6.44860799610995	3.74870454339564	1.33000622497689	2.81856165256729	0.00482393459710462	0.0127376466207691	"0"	1.89491080387074	"DOCK4-AS1"
"GLIDR"	58.3506151016418	1.38236729253061	0.490445357475209	2.81859593828551	0.00482341942573454	0.0127376466207691	"0"	1.89491080387074	"GLIDR"
"GANC"	273.437071114041	-0.649867709342348	0.23056460884988	-2.8185926391048	0.00482346899649801	0.0127376466207691	"0"	1.89491080387074	"GANC"
"CNTD2"	3.94235957161485	4.28030398197701	1.51859519440612	2.81859444685713	0.00482344183464806	0.0127376466207691	"0"	1.89491080387074	"CNTD2"
"ANKDD1A"	40.4509749886345	1.1506446146979	0.408253137647829	2.81845871737178	0.00482548158297731	0.0127401395316687	"0"	1.89482581552485	"ANKDD1A"
"AL121929.2"	2.38649468530337	-2.97991654695266	1.05732305935029	-2.81835955491576	0.00482697229384098	0.0127424832621421	"0"	1.89474592820534	"AL121929.2"
"AC008063.2"	2.66349758756852	4.84039514949809	1.71765937273058	2.81801806944019	0.00483210903949336	0.0127544501901791	"0"	1.89433825791015	"AC008063.2"
"AL449983.1"	2.23019353417773	-3.76865386704348	1.33749936619298	-2.81768646946762	0.00483710181672033	0.0127660341689689	"0"	1.8939439974924	"AL449983.1"
"NBPF19"	666.253356167103	1.44012560907444	0.511156719978863	2.81738565255288	0.00484163514218791	0.0127741348102239	"0"	1.8936685048817	"NBPF19"
"TRAV18"	5.10156696684534	4.11844380416088	1.4617914769456	2.81739486726678	0.00484149621895048	0.0127741348102239	"0"	1.8936685048817	"TRAV18"
"GINS2"	149.430888270303	2.63123894935021	0.933936963068622	2.81736247027293	0.00484198465975267	0.0127741348102239	"2"	1.8936685048817	"GINS2"
"AKAP9"	2281.03549757561	-0.884090250714352	0.313833241224719	-2.81707013337475	0.0048463941616053	0.0127841719414609	"0"	1.89332739692202	"AKAP9"
"ADGRB1"	24.2672497623583	2.21406393273194	0.78599058269376	2.8169089827309	0.00484882645153965	0.0127889915843654	"0"	1.89316369841512	"ADGRB1"
"LEPR"	99.9581162307236	-1.2949399437988	0.459734413782369	-2.81671309560003	0.00485178451575674	0.0127951966038901	"0"	1.89295303659754	"LEPR"
"COMT"	6083.49742738519	-0.920414032064144	0.326861001748349	-2.81591877630227	0.00486379616107844	0.0128252733311592	"0"	1.89193337046962	"COMT"
"NAIP"	1033.47929257854	0.854949336925259	0.303618655444019	2.81586563142822	0.00486460077384985	0.0128257945792882	"0"	1.89191572011783	"NAIP"
"LINC01670"	2.06097209026208	4.13849489630449	1.46973542221664	2.81580945369259	0.00486545143503275	0.0128264370914561	"0"	1.89189396454563	"LINC01670"
"FGF13"	47.0496388831098	2.52119101957726	0.895447706202234	2.81556477515601	0.00486915800515945	0.0128346073300523	"0"	1.89161741386439	"FGF13"
"MFSD4A"	76.1000198127119	2.38898565064919	0.848518393410294	2.81547892090774	0.00487045919366525	0.0128364359791137	"0"	1.89155554086698	"MFSD4A"
"MCM2"	143.910218589078	1.77042656148873	0.628970807754789	2.814799255642	0.00488077116162125	0.0128620097502656	"2"	1.8906911655288	"MCM2"
"NUP62CL"	20.84051690797	2.01432406565637	0.715731212155627	2.81435828345345	0.00488747220798168	0.0128780626806819	"0"	1.89014946542125	"NUP62CL"
"SUCLG2-AS1"	9.43083146009008	2.37600037688517	0.84436825064629	2.81393855710059	0.00489385813068785	0.012893281388567	"0"	1.88963653900137	"SUCLG2-AS1"
"PUS7L"	385.99096055214	-1.05797042323958	0.37600139632879	-2.81374067641613	0.00489687140171757	0.0128996118749808	"0"	1.88942335660695	"PUS7L"
"EFNA4"	111.929027268622	-0.92075043486617	0.327263139205543	-2.81348653289021	0.00490074388926615	0.0129082038972918	"0"	1.88913418312176	"EFNA4"
"GNA14"	35.3513068594654	2.10257090456168	0.747474789856761	2.81289875336744	0.004909710737434	0.0129302102820857	"0"	1.88839441219564	"GNA14"
"SELENON"	545.485531722634	-1.28133471597437	0.455603308718942	-2.8123911557561	0.00491746631237041	0.0129490215717148	"0"	1.8877630456413	"SELENON"
"SCRG1"	23.8504297337368	-1.16550396745311	0.41442863151329	-2.81231526691884	0.00491862676828553	0.0129504636017206	"0"	1.88771468439623	"SCRG1"
"LINC01770"	3.64793612378482	4.13999235029823	1.47214494083568	2.81221789747694	0.00492011605815502	0.0129527709656076	"0"	1.88763731371853	"LINC01770"
"ARHGAP44"	22.990276535195	1.48878639422682	0.529475291652259	2.81181467331737	0.00492628781497993	0.0129674033515391	"0"	1.88714698019959	"ARHGAP44"
"CARNMT1"	203.733136336625	-0.728339444398414	0.259033312299271	-2.81175976145081	0.00492712883858129	0.0129680018205131	"2"	1.8871269371911	"CARNMT1"
"CACFD1"	97.8027231911192	1.25691767265308	0.447050005124847	2.81158183255599	0.00492985486854306	0.0129735607823228	"0"	1.88694080912218	"CACFD1"
"GYPE"	2.50490248443033	-2.82424634898016	1.00457848155465	-2.8113745225853	0.0049330327634682	0.0129786912795829	"0"	1.88676909788316	"GYPE"
"UBC"	21809.19988843	0.878624933990868	0.312520678092932	2.81141375781093	0.00493243117694121	0.0129786912795829	"0"	1.88676909788316	"UBC"
"PDE3B"	568.535626064739	-1.31208493047513	0.466729616020308	-2.8112313541681	0.00493522850150963	0.0129828518229679	"0"	1.88662989960498	"PDE3B"
"CSNK2A2"	375.263180262991	-0.695493035340681	0.24740678185202	-2.81113165182623	0.00493675813337351	0.0129852592574619	"0"	1.88654937503267	"CSNK2A2"
"NUP50-DT"	197.370375320381	0.871672027058272	0.310084258237697	2.81108119455095	0.00493753241154987	0.0129856795172212	"0"	1.88653531959201	"NUP50-DT"
"TBC1D20"	562.666284866874	0.36135252707529	0.128573728207308	2.81046938681484	0.00494692948178988	0.0130087747398188	"0"	1.88576360649717	"TBC1D20"
"GBE1"	298.758951848499	-0.912920528042201	0.324848443933243	-2.8102967555843	0.00494958393810616	0.0130141355953788	"0"	1.88558467262767	"GBE1"
"INO80"	381.597375701895	0.465757326759814	0.165749150488079	2.81001335686069	0.00495394439905439	0.013023980224038	"0"	1.8852562718988	"INO80"
"PRADC1"	322.379218257488	-1.28115638746942	0.456005386147683	-2.8095202960048	0.00496153906775284	0.0130423241173968	"0"	1.8846450112557	"PRADC1"
"CTSD"	56085.9628332507	-1.00557698313645	0.358019540470572	-2.80872094806542	0.00497387388354105	0.0130731222521131	"0"	1.88362067753598	"CTSD"
"SPRY3"	11.5385239056311	-1.68067693619569	0.598597227406963	-2.80769248376933	0.00498978500718892	0.0131133113756891	"0"	1.88228762634212	"SPRY3"
"ZNF138"	151.602530793742	-1.01273443948706	0.360707872862378	-2.80763053894709	0.00499074480857272	0.0131142028468986	"0"	1.88225810306943	"ZNF138"
"CALML3"	4.00745613834337	4.23800265080159	1.5095453173597	2.80746964139781	0.00499323860875063	0.0131191244908763	"0"	1.88209514677959	"CALML3"
"LINC01410"	349.01190009306	-1.27701416966081	0.454882842067369	-2.80734741248314	0.00499513382504108	0.0131224724006425	"0"	1.88198433197276	"LINC01410"
"NISCH"	354.404184716711	0.847023821530939	0.301731341946093	2.80721192590681	0.004997235367648	0.0131263614405392	"0"	1.88185564141152	"NISCH"
"TSSK4"	2.3396356776598	4.61981555063565	1.64578938760914	2.80705148873692	0.0049997249546765	0.0131312686729087	"0"	1.88169331267469	"TSSK4"
"AGFG2"	102.013076638568	1.54295405245609	0.549679351066707	2.80700748438492	0.00500040798905701	0.013131430548621	"0"	1.88168795894254	"AGFG2"
"RBM25"	2637.93188322197	-0.505280102461477	0.180075251155579	-2.80593862409739	0.00501702474666347	0.013173430286592	"0"	1.88030112249003	"RBM25"
"WDR70"	399.91721879352	-0.790239823820372	0.281655496674328	-2.80569643820624	0.00502079675747717	0.0131816967423292	"0"	1.88002868394512	"WDR70"
"CYB5R1"	785.308045194289	-0.810978836340427	0.289071898458398	-2.80545719132619	0.00502452551107479	0.0131898475900662	"0"	1.87976022273837	"CYB5R1"
"AC005899.8"	3.10769668792554	4.17289289633361	1.48754881865689	2.80521408373092	0.00502831699988895	0.0131981610783323	"0"	1.87948657554929	"AC005899.8"
"VPS50"	274.571512807349	-0.657302433959468	0.234322599737759	-2.80511753751061	0.00502982344538247	0.013200475539968	"0"	1.8794104232893	"VPS50"
"AMMECR1"	121.04524815208	0.692758306717716	0.246967994105466	2.80505297549559	0.00503083105744357	0.0132014804303859	"0"	1.87937736374143	"AMMECR1"
"NDUFA1"	10453.9957579291	-1.02722880906779	0.366217214936214	-2.80497138630337	0.0050321046717724	0.0132031830052017	"0"	1.87932135705531	"NDUFA1"
"AL354836.1"	4.61826967163568	3.86008456264165	1.37623275872296	2.8048195613535	0.0050344754483136	0.0132077635225032	"0"	1.87917071547144	"AL354836.1"
"MIGA1"	293.031779346789	-0.597586295950104	0.21306770218089	-2.80467799592998	0.00503668693006076	0.0132119250504027	"0"	1.87903389867188	"MIGA1"
"CYTIP"	1612.31338363407	0.795658300463481	0.283701402563056	2.8045624493754	0.00503849260576523	0.0132150211921349	"0"	1.87893213607976	"CYTIP"
"NUP37"	417.850763401014	-1.32906496658889	0.474066709958455	-2.80353996319497	0.00505449678251324	0.0132553519493757	"0"	1.87760873661119	"NUP37"
"TICRR"	13.0238486248569	2.99509660788201	1.06841482331543	2.80330873600934	0.00505812236635619	0.0132632140272787	"0"	1.87735122214735	"TICRR"
"INPP5E"	130.031927783708	0.880180330010155	0.313992593706295	2.80318818867896	0.00506001345022406	0.0132665265794212	"0"	1.87724276853333	"INPP5E"
"CAGE1"	5.76122631992667	2.68502809853344	0.957925077253988	2.80296253046262	0.00506355517723239	0.0132741654888072	"0"	1.87699277231792	"CAGE1"
"CENPO"	59.2179501595899	1.90334679779131	0.679222909535989	2.80224175461275	0.00507488283824956	0.0133005610985849	"0"	1.87613003746305	"CENPO"
"DNAH1"	139.216833289502	1.55446528882888	0.554721549622352	2.80224427893083	0.00507484312630854	0.0133005610985849	"0"	1.87613003746305	"DNAH1"
"AC009495.1"	3.9382024917007	4.58069435820029	1.63484921378586	2.80190632846968	0.00508016217779941	0.0133127464212868	"0"	1.87573234027525	"AC009495.1"
"AC008397.2"	3.22703195660306	5.07975174676881	1.81312712834107	2.80165227653759	0.00508416405575149	0.0133215815035512	"0"	1.8754442137923	"AC008397.2"
"LMCD1-AS1"	9.3828682986702	3.58946294569298	1.28126836061098	2.80149190914332	0.00508669166262713	0.0133265519730519	"0"	1.87528220263279	"LMCD1-AS1"
"RXFP1"	11.2829024454701	4.29698415549183	1.53405626263488	2.80106033928075	0.00509349942946332	0.0133416886758056	"0"	1.87478919769312	"RXFP1"
"AC007336.2"	11.4313400395018	-2.32562261120494	0.830269455845248	-2.80104560613682	0.00509373198165813	0.0133416886758056	"0"	1.87478919769312	"AC007336.2"
"AP000769.2"	6.33691775758103	2.83682778331661	1.01280690689569	2.80095619806902	0.00509514343024665	0.0133437316852116	"0"	1.87472269938047	"AP000769.2"
"FOXD3-AS1"	3.84817861016618	4.2881152798993	1.53123949454489	2.80042102830804	0.00510359932990189	0.0133642206988212	"0"	1.874056360968	"FOXD3-AS1"
"MSI2"	419.26532779384	1.01296699709968	0.36178297409518	2.79992998463543	0.00511136917596638	0.0133829083665619	"0"	1.87344949566442	"MSI2"
"AZIN2"	42.7833345250228	2.19571579495859	0.784254774741882	2.79974807380836	0.00511425028692096	0.0133887929959383	"0"	1.87325857301272	"AZIN2"
"RMDN1"	616.960722481455	-0.702373414159771	0.250890933951952	-2.79951691795401	0.00511791346018473	0.0133967233049206	"0"	1.87300141242692	"RMDN1"
"AL513548.1"	12.1355890326814	-2.11137705175462	0.754381251601846	-2.79881962505212	0.0051289779717974	0.0134240230988386	"0"	1.87211730922027	"AL513548.1"
"SLC25A13"	591.160256292199	1.12363348349803	0.401473802938207	2.79877161417422	0.00512974059423907	0.0134243564380756	"0"	1.87210652515108	"SLC25A13"
"SEC13"	1647.31840097324	1.04952334178732	0.375016343298716	2.79860694218153	0.00513235708336137	0.0134295405999991	"0"	1.87193884349643	"SEC13"
"KIAA1211"	5.08528405530243	3.65144640004512	1.30486398551932	2.79833487671275	0.00513668260041974	0.0134391948386864	"0"	1.87162674970408	"KIAA1211"
"AC106786.2"	3.79635902875934	4.68583130391087	1.67458004550215	2.7982127916171	0.00513862467880649	0.0134426116257166	"0"	1.87151634851039	"AC106786.2"
"AC008914.1"	4.621847402471	2.91481255189638	1.04189169218784	2.79761569628764	0.0051481325829903	0.0134658172724039	"0"	1.8707672830899	"AC008914.1"
"SYTL3"	527.440016407077	0.96721849546436	0.345784314373827	2.79717284809715	0.00515519458351823	0.0134826202894687	"0"	1.87022569632669	"SYTL3"
"LINC02084"	24.0032132050557	2.29325339430081	0.819929235016513	2.79689184915406	0.00515968014912475	0.0134926817115832	"0"	1.86990172439808	"LINC02084"
"IL36RN"	3.62648619834243	4.10779344388518	1.46889929917484	2.79651126948781	0.00516576093784022	0.0135069116726602	"0"	1.8694439401598	"IL36RN"
"IKZF3"	475.409489059788	2.29679122770744	0.821333900727358	2.79641595905568	0.00516728479320508	0.0135092245762724	"0"	1.86936957858055	"IKZF3"
"AC096734.2"	1.9328129848139	4.29877226455242	1.53745815847583	2.7960255313966	0.00517353132353711	0.0135238822277321	"0"	1.86889861992851	"AC096734.2"
"TRA2B"	2328.92051326673	0.45315733739045	0.162075871410691	2.79595805005531	0.00517461166238084	0.0135250332281301	"0"	1.86886165925091	"TRA2B"
"GZMM"	339.641949315814	1.86162130077883	0.665925713232513	2.795538997499	0.005181325026188	0.0135409053244379	"0"	1.86835229840835	"GZMM"
"RPS8"	57165.314475672	-0.990158344411119	0.354209655692608	-2.79540189968848	0.00518352308751022	0.0135449746364864	"0"	1.86822180386406	"RPS8"
"MPO"	16.8906151141667	2.23299597732598	0.798926488712238	2.79499554574197	0.0051900430284249	0.0135603349748609	"0"	1.86772958215503	"MPO"
"BAHCC1"	40.5604296309983	1.52684973808712	0.546441955951389	2.79416637294766	0.00520337008161483	0.0135934746649381	"0"	1.86666951788639	"BAHCC1"
"CTBP1"	869.554107279391	-0.382903550833724	0.137060877314594	-2.79367503211621	0.00521128184204464	0.0136090963774206	"0"	1.8661707103094	"CTBP1"
"NAMPT"	8084.10131582345	1.26504420728885	0.452813710841957	2.79374095129901	0.00521021975491142	0.0136090963774206	"0"	1.8661707103094	"NAMPT"
"ZNF708"	167.891783247274	-0.79020789103968	0.282853928023205	-2.79369601321164	0.0052109437742872	0.0136090963774206	"0"	1.8661707103094	"ZNF708"
"CTBS"	1848.15875751257	-0.920482511473535	0.329494815681622	-2.79361758566472	0.00521220757639341	0.0136098320158588	"0"	1.86614723519606	"CTBS"
"ZNF525"	73.2738226706911	-0.931125257564707	0.333357533505768	-2.79317298689035	0.00521937719410566	0.0136268691457673	"0"	1.86560391444456	"ZNF525"
"RAB24"	1149.67276834796	1.06521553015073	0.381416103618665	2.79279118014303	0.00522554133523397	0.0136412772694459	"0"	1.86514496361635	"RAB24"
"MPP3"	19.874185910827	1.74814732851047	0.626132798324088	2.79197533365058	0.0052387349492312	0.0136723412309687	"0"	1.86415711113596	"MPP3"
"AL035681.1"	14.8849612704427	2.56964998194335	0.920363497874005	2.79199467153915	0.00523842187506707	0.0136723412309687	"0"	1.86415711113596	"AL035681.1"
"POLI"	177.901919561033	-0.716513872123568	0.256666040492107	-2.79161929934241	0.0052445020509498	0.0136857023142345	"0"	1.86373291083184	"POLI"
"SUV39H2"	57.3999959269467	1.57547118766457	0.564496846994693	2.79093000439625	0.00525568366636419	0.013713187706829	"0"	1.86286157930479	"SUV39H2"
"LINC01285"	6.08620589342021	2.51582769714818	0.901705694101417	2.79007631160109	0.00526956196430039	0.0137477016579748	"0"	1.86176990115666	"LINC01285"
"SLC9C1"	3.21064248329831	4.50233181530603	1.61448334306524	2.78871369880964	0.00529178226307289	0.0138039677550002	"0"	1.85999606385765	"SLC9C1"
"TMEM126A"	1203.75482421328	-0.924378959142396	0.331478481201144	-2.78865450267788	0.00529274949723399	0.0138047867656811	"0"	1.8599702972611	"TMEM126A"
"SOX8"	3.74511500246095	4.23409022320457	1.51846966531272	2.78839302485018	0.00529702382040438	0.0138142302076744	"0"	1.8596733109555	"SOX8"
"ATP5MF"	9350.88656005422	-0.958319165388514	0.343689281237745	-2.7883300926269	0.00529805302563501	0.0138152093457205	"0"	1.85964252971219	"ATP5MF"
"CLPB"	309.375637707544	-0.758967828253754	0.27221944102508	-2.78807356813222	0.00530225014363105	0.0138244478760285	"0"	1.85935220462958	"CLPB"
"AP003557.1"	2.51542424816508	4.65518603009225	1.67026808522819	2.78708913333291	0.00531838483497872	0.0138648048769763	"0"	1.85808623798289	"AP003557.1"
"AL021392.1"	7.77189374579145	2.65553444238746	0.952845804576721	2.78695086826469	0.00532065451993773	0.0138690108937121	"0"	1.85795451071621	"AL021392.1"
"LACTB2"	685.114981609065	-0.943738886815456	0.338632908477032	-2.78690836947841	0.0053213523328928	0.0138691190797596	"0"	1.85795112298938	"LACTB2"
"CSE1L"	419.468678121132	-0.825485979002	0.296226331406448	-2.78667320046361	0.00532521520776139	0.0138774753693937	"2"	1.85768953480827	"CSE1L"
"FGFR4"	3.36393639129875	4.67824695118213	1.67921677886801	2.7859696318279	0.00533678711886225	0.013905916818224	"0"	1.85680037278546	"FGFR4"
"SIGLEC7"	819.30144006565	-1.26671510401264	0.454710353733683	-2.78576261484148	0.00534019634211674	0.0139130845890286	"0"	1.85657657443043	"SIGLEC7"
"AL022316.1"	4.15550001983531	3.31177447484416	1.18894426212139	2.78547496325445	0.00534493674738757	0.0139237183611679	"0"	1.85624476989132	"AL022316.1"
"USP21"	159.469961688155	0.92544688304679	0.332334738130046	2.78468296228681	0.00535800830928648	0.0139543297500421	"0"	1.85529101856974	"USP21"
"RXRA"	933.975047919788	-0.830088129310999	0.298087399244292	-2.78471391751356	0.00535749686784862	0.0139543297500421	"0"	1.85529101856974	"RXRA"
"IGLV8-61"	61.0804475420926	9.24956549933602	3.32165160190421	2.78462843425045	0.00535890932729645	0.0139549564885309	"0"	1.85527151330078	"IGLV8-61"
"YIF1B"	1066.86707821538	0.680084035254939	0.244303457680162	2.78376753940706	0.00537315284641821	0.0139903235523053	"0"	1.85417224152276	"YIF1B"
"FAM43A"	36.9832100549021	1.30157824186067	0.467590127945772	2.78358794181304	0.00537612859768589	0.0139963471142415	"0"	1.85398529540245	"FAM43A"
"NCK2"	196.716378168097	1.309572429027	0.470475336572966	2.78350920276964	0.00537743369349953	0.0139980203019256	"0"	1.85393338094635	"NCK2"
"GLUD2"	3.03419272406649	3.88711080891676	1.39660798692969	2.78325116660847	0.00538171263546413	0.0140074333554167	"0"	1.85364143514229	"GLUD2"
"ZDHHC13"	258.964622785679	1.04612002832571	0.376053768849326	2.78183630901161	0.00540522951755516	0.0140669101188394	"0"	1.85180128747692	"ZDHHC13"
"HAS2"	4.08261695256658	5.49318718933771	1.97476651412708	2.78168945545743	0.00540767573308123	0.0140715433556794	"0"	1.85165826687965	"HAS2"
"SERINC5"	536.64789671469	-0.627460341359245	0.225587149944023	-2.78145426951377	0.00541159542908469	0.0140800091858431	"0"	1.8513970618587	"SERINC5"
"DYNLRB1"	4883.44907897957	-0.41396566500215	0.148838707093328	-2.78130382268489	0.0054141041767236	0.0140848023467343	"0"	1.85124924312797	"DYNLRB1"
"CD1B"	9.82055018905623	-3.0904080870663	1.11120927293893	-2.78112157837989	0.0054171445634987	0.0140909772176089	"0"	1.85105888726689	"CD1B"
"AL031708.1"	19.927612663226	-1.35058928326536	0.485666475910283	-2.78089872424065	0.00542086454019477	0.0140989180878026	"0"	1.85081421263008	"AL031708.1"
"AC018742.1"	2.99100185310052	-4.48736133856262	1.61368367516288	-2.78081845136699	0.00542220505424236	0.0140993395177477	"0"	1.85080123135285	"AC018742.1"
"AC096711.3"	4.10419476378729	4.07283512495379	1.46462232973426	2.78080911527053	0.00542236098148476	0.0140993395177477	"0"	1.85080123135285	"AC096711.3"
"MIA3"	1068.23038867073	0.594185845115905	0.213707108303097	2.78037473733996	0.00542962024175803	0.0141164782171298	"0"	1.85027363767798	"MIA3"
"FAM120C"	102.724045118952	-0.835053245086167	0.300375037762468	-2.7800354227388	0.00543529691997181	0.0141294986484001	"0"	1.84987324778316	"FAM120C"
"FBXO42"	374.786014318119	-0.640610207488333	0.230475542633762	-2.77951491150754	0.00544401540248519	0.0141504223229172	"0"	1.8492305983181	"FBXO42"
"HINT2"	1337.33711668104	-0.967950620793373	0.348268401759929	-2.77932369374299	0.00544722143993348	0.0141570143240283	"0"	1.8490283285192	"HINT2"
"GCLC"	557.715853237344	1.14502068972559	0.412007350580882	2.77912684837115	0.00545052361251728	0.0141638545228376	"0"	1.84881854253616	"GCLC"
"OGFR"	2375.10522090756	0.7537975912253	0.271263148871932	2.77884259015655	0.00545529536515388	0.0141745114541291	"0"	1.84849190079007	"OGFR"
"ARHGEF35"	127.379450753828	-1.81387633832223	0.652792501825786	-2.77864150284973	0.00545867323117099	0.0141815444702613	"0"	1.84827646884367	"ARHGEF35"
"CCDC63"	2.9326337602565	-2.97046697604416	1.06913237799041	-2.77839025100669	0.00546289641464204	0.0141907716083854	"0"	1.84799398959162	"CCDC63"
"ZKSCAN3"	43.0235941201627	-0.881610391118527	0.31734863145669	-2.77805008035412	0.0054686188956057	0.0142038906713298	"0"	1.84759267916266	"ZKSCAN3"
"EMC1"	321.613304827603	-0.809361989665891	0.291357047966246	-2.77790427695319	0.00547107331245235	0.014208519262473	"0"	1.84745117961264	"EMC1"
"CLUL1"	16.3634148297176	-2.54114849977017	0.914843635937784	-2.77768615307172	0.00547474701013362	0.0142163128309344	"0"	1.84721302841788	"CLUL1"
"AC114928.1"	4.28024782603495	4.79316347072219	1.72575971067074	2.77742228021957	0.00547919419961815	0.0142243650892298	"0"	1.84696710942482	"AC114928.1"
"TMEM106A"	605.544582655419	0.99149072536312	0.356978115165582	2.77745520871279	0.0054786390602059	0.0142243650892298	"0"	1.84696710942482	"TMEM106A"
"RAPH1"	237.173149247432	0.962195055029591	0.34644010958729	2.77737775852757	0.00547994486877974	0.0142245663882881	"0"	1.84696096345971	"RAPH1"
"VKORC1L1"	329.158157324445	-0.877765249087469	0.316055197494759	-2.77725301164214	0.00548204868942251	0.0142265323473998	"0"	1.84690094432279	"VKORC1L1"
"KIR3DL1"	4.59194616803228	5.15271646750115	1.85531693748278	2.77727021373079	0.00548175853777655	0.0142265323473998	"0"	1.84690094432279	"KIR3DL1"
"TUBA1B"	20646.6634474026	-1.14454700683506	0.412142177885405	-2.7770683716659	0.00548516392805815	0.0142276278541457	"0"	1.84686750298898	"TUBA1B"
"NFE2"	78.6100898844745	-2.03279130946355	0.731974196982908	-2.77713520209103	0.00548403618321556	0.0142276278541457	"0"	1.84686750298898	"NFE2"
"MEIOC"	8.43397604826694	1.93796975826918	0.697841484137598	2.77709164949423	0.00548477109742204	0.0142276278541457	"0"	1.84686750298898	"MEIOC"
"AC022031.2"	3.67440768178153	4.29448577206012	1.54638236121927	2.77711766491831	0.00548433209787379	0.0142276278541457	"0"	1.84686750298898	"AC022031.2"
"AL133417.1"	7.7114472751742	2.67310889269895	0.962628050278974	2.7768865575071	0.00548823305088653	0.0142338415355098	"0"	1.84667787345617	"AL133417.1"
"NET1"	414.373293235299	1.50716547747757	0.542843698945649	2.77642621698455	0.00549601078337825	0.0142522640660632	"0"	1.84611613963482	"NET1"
"AC093677.2"	8.70505138148104	1.71797720436263	0.618901161041978	2.77585067294146	0.00550574894312889	0.0142740138223776	"0"	1.84545388702568	"AC093677.2"
"RIPK3"	340.342078819657	-0.721815163111443	0.260032514431369	-2.77586502860954	0.00550550585710834	0.0142740138223776	"0"	1.84545388702568	"RIPK3"
"TTC39A-AS1"	9.69913960626395	2.93209515499514	1.05642624705821	2.77548495520631	0.00551194494731449	0.0142883244144566	"0"	1.84501869774662	"TTC39A-AS1"
"DNAJC5"	879.839570556365	0.562111242911808	0.202530698268127	2.77543724343278	0.00551275374593493	0.0142886682398009	"0"	1.84500824728029	"DNAJC5"
"DLL4"	5.11489229851881	4.77543532227712	1.72095502033771	2.7748751512053	0.00552229026668884	0.0143116308456793	"0"	1.84431087449156	"DLL4"
"LINC01146"	69.9909181395224	-1.70675226564557	0.61510439169155	-2.77473594514903	0.00552465435154079	0.0143160019321594	"0"	1.84417825166747	"LINC01146"
"ANKHD1-EIF4EBP3"	47.4079687841919	0.997568140758244	0.3595287093385	2.77465502711502	0.00552602897225027	0.0143160529902651	"0"	1.84417670275639	"ANKHD1-EIF4EBP3"
"RFX3-AS1"	35.7789639620826	1.85642827377146	0.669066023413953	2.77465632509466	0.00552600691997456	0.0143160529902651	"0"	1.84417670275639	"RFX3-AS1"
"USP32"	558.701517503468	-1.04748754252129	0.377626720047247	-2.77387029813524	0.00553937582446701	0.0143488710373421	"0"	1.84318226767845	"USP32"
"MARK3"	938.948667329646	0.500715089390339	0.180520917830421	2.77372337459919	0.00554187796479596	0.0143535929834622	"0"	1.84303937296664	"MARK3"
"CCDC106"	194.425491011502	-1.25587373819692	0.452835930414639	-2.77335267333355	0.00554819562314314	0.0143681948416986	"0"	1.84259779133234	"CCDC106"
"FAM153A"	7.8389856103879	3.47250057018867	1.25211957394722	2.77329788818959	0.00554912984732448	0.0143688533186694	"0"	1.84257788859819	"FAM153A"
"FBXL22"	18.6091275144962	1.72488126881946	0.622006873397516	2.77309036698879	0.00555266989194502	0.0143762582892161	"0"	1.84235413313242	"FBXL22"
"SVEP1"	2.61592706006425	4.52273277574113	1.63108969314856	2.77282898343298	0.00555713165895114	0.0143860475581227	"0"	1.84205850832022	"SVEP1"
"ASH2L"	338.729091937101	-0.611419355620635	0.22052647368905	-2.77254401883176	0.00556199963580075	0.0143968858774793	"0"	1.84173143793856	"ASH2L"
