"gene"	"Alveolar_Type1"	"Alveolar_Type2"	"B_cells"	"Blood_vessel"	"Ciliated"	"DC_1"	"DC_2"	"DC_activated"	"DC_Monocyte_Dividing"	"DC_plasmacytoid"	"Fibroblast"	"Lymph_vessel"	"Macrophage_Dividing"	"Macrophage_MARCOneg"	"Macrophage_MARCOpos"	"Mast_cells"	"Monocyte"	"Muscle_cells"	"NK"	"NK_Dividing"	"Plasma_cells"	"T_CD4"	"T_CD8_CytT"	"T_cells_Dividing"	"T_regulatory"
"AC009403.2"	"0.753230262468359"	"3.31135001489716"	"-0.668929283920786"	"-0.48447386792499"	"0.0775579043709846"	"-0.949271726757908"	"-0.0757446092826235"	"-0.678686973564216"	"1.0688011906563"	"0.0357213645780369"	"-0.255446220605214"	"-0.171862067112368"	"-0.269282195239134"	"-0.40733780867527"	"0.0405505876084756"	"-0.784894327889456"	"-0.476346784379955"	"-0.670956251631493"	"-0.564214606603906"	"0.309192248672572"	"1.92176985823215"	"-0.697755730307103"	"-0.703181160401249"	"1.28679051175538"	"-0.946580328943744"
"AC010127.3"	"0.759071751548998"	"4.64033726427323"	"-0.318434534073315"	"-0.267505630199556"	"0.270417255780367"	"-0.318434534073315"	"-0.232950130935678"	"-0.318434534073315"	"-0.318434534073315"	"-0.318434534073315"	"-0.259090906462629"	"0.0886944482290822"	"-0.318434534073315"	"-0.318434534073315"	"-0.288026185882733"	"-0.318434534073315"	"-0.318434534073315"	"-0.154903584090112"	"-0.30526478296601"	"-0.318434534073315"	"0.15962284235842"	"-0.318434534073315"	"-0.27075339870028"	"-0.318434534073315"	"-0.318434534073315"
"AC011899.9"	"-0.310062260197714"	"-0.343715526188784"	"-0.376070092317783"	"-0.329271666427163"	"-0.376070092317783"	"-0.376070092317783"	"-0.140415962692863"	"-0.376070092317783"	"0.144900814084417"	"-0.376070092317783"	"-0.354257815613747"	"-0.301248157985835"	"3.91584341744673"	"0.000674716837105468"	"2.52432458420276"	"-0.17684480444182"	"-0.139173020192781"	"-0.346016466727954"	"-0.366388774648416"	"-0.376070092317783"	"-0.0246416342011772"	"-0.369076612392706"	"-0.376070092317783"	"-0.376070092317783"	"-0.376070092317783"
"AC017060.1"	"1.45685664579374"	"3.96333292553169"	"-0.373865485423792"	"-0.373865485423792"	"1.87721559008618"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"	"-0.0713845796603416"	"-0.373865485423792"	"-0.373865485423792"	"-0.000687334876781625"	"-0.218870836903159"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"	"-0.276883672343069"	"-0.373865485423792"	"-0.373865485423792"	"-0.373865485423792"
"AC090616.2"	"1.2205903730975"	"4.56904661898615"	"-0.318758887773509"	"-0.257201159813887"	"-0.0394946489523525"	"-0.0533221941199775"	"-0.134314937620575"	"-0.33348028316838"	"-0.23912952177398"	"-0.33348028316838"	"-0.298914930702525"	"-0.197973551670191"	"-0.33348028316838"	"-0.187271846087623"	"-0.181665893158773"	"-0.294262000348997"	"-0.235630441287126"	"-0.251837073666193"	"-0.320330225043531"	"-0.33348028316838"	"-0.174366107158312"	"-0.330313886793751"	"-0.27396798710206"	"-0.33348028316838"	"-0.33348028316838"
"AC093627.10"	"0.981680247198229"	"2.8654114370699"	"-0.741304576108775"	"-0.616432301373065"	"0.261434914636867"	"0.212642435755471"	"0.32843849399308"	"-0.775935614624114"	"0.555785230102104"	"-0.775935614624114"	"-0.0905870628290974"	"-0.616550627273103"	"2.65253719839445"	"-0.145369821550263"	"1.27162453759531"	"-0.702129031680396"	"-0.26244641687187"	"-0.583875755015208"	"-0.425343718853738"	"-0.362760685875723"	"-0.588783207873972"	"-0.626961156886517"	"-0.486605473380671"	"-0.775935614624114"	"-0.55259781530066"
"AC093627.9"	"-0.598534703598455"	"0.597931846284889"	"0.00144422662832356"	"-0.357093978273483"	"2.37082053231383"	"-0.843614324557563"	"0.206334257196223"	"-0.843614324557563"	"-0.0698918848354201"	"3.22683851050241"	"-0.438681732834469"	"0.267607220918749"	"-0.843614324557563"	"-0.244123939031121"	"-0.0136461046428529"	"-0.714970676043129"	"-0.504130372927376"	"-0.620442893791462"	"-0.322402567793309"	"0.59669975554058"	"-0.191207249948648"	"-0.583954318438081"	"-0.518261013675272"	"1.28412238467833"	"-0.843614324557563"
"AC104667.3"	"2.25154845664789"	"3.93615386774265"	"-0.377247450699079"	"-0.313799913280605"	"0.998243422198203"	"-0.377247450699079"	"-0.190877721627805"	"-0.377247450699079"	"-0.377247450699079"	"-0.377247450699079"	"-0.349523456461617"	"-0.250446511674325"	"-0.377247450699079"	"-0.240432350001078"	"-0.358305998371356"	"-0.333209062051183"	"-0.349074108716984"	"-0.173519601109843"	"-0.373145711742337"	"-0.377247450699079"	"-0.228355755746667"	"-0.371321515814688"	"-0.347546726840631"	"-0.377247450699079"	"-0.288407707556995"
"ACAA2"	"-0.149186774969994"	"0.556794456543646"	"-1.13768966565039"	"-0.683194235192178"	"-0.691679374103753"	"-0.100944237715374"	"-0.146687885296138"	"-0.0239003753027519"	"1.30938660515989"	"-0.720381111649103"	"0.920471411922778"	"-0.111046580196732"	"2.92050075181631"	"-0.528657805271826"	"1.11441642640985"	"-1.14452984868706"	"-0.845003071508938"	"-0.493447623149901"	"-0.0961596182402541"	"1.46238819320996"	"-0.0569762445730393"	"-0.864728700120829"	"-0.668659212515832"	"1.23461139295496"	"-1.05569687387329"
"ACACA"	"2.04109393240416"	"3.8618577358498"	"-0.574379033755345"	"-0.218407473859513"	"0.423655152258182"	"-0.337595265257958"	"-0.187593480693276"	"-0.0718779725594765"	"0.467964708090185"	"-0.778050560220115"	"0.302588979201745"	"0.116714113165917"	"-0.167035980825804"	"-0.532862212458897"	"-0.342066198881466"	"-0.649802567087197"	"-0.531912496590694"	"-0.179052358132128"	"-0.578201051745733"	"-0.336240018196536"	"-0.277742455141149"	"-0.646628619762401"	"-0.613379211368581"	"0.527298768485914"	"-0.718346432919632"
"ACADL"	"1.84683550321266"	"4.22695836298322"	"-0.354101614827408"	"-0.351669409184919"	"0.324714100538166"	"-0.37016132561384"	"-0.354641941545456"	"-0.37016132561384"	"-0.37016132561384"	"-0.37016132561384"	"0.346284461617479"	"-0.37016132561384"	"-0.37016132561384"	"-0.37016132561384"	"-0.325997120951151"	"-0.353047885950661"	"-0.361950146635842"	"0.134542362474194"	"-0.360597642976191"	"-0.37016132561384"	"-0.0230029781607875"	"-0.37016132561384"	"-0.322551468841065"	"-0.37016132561384"	"-0.37016132561384"
