"gene"	"Alveolar_Type1"	"Alveolar_Type2"	"B_cells"	"Blood_vessel"	"Ciliated"	"DC_1"	"DC_2"	"DC_activated"	"DC_Monocyte_Dividing"	"DC_plasmacytoid"	"Fibroblast"	"Lymph_vessel"	"Macrophage_Dividing"	"Macrophage_MARCOneg"	"Macrophage_MARCOpos"	"Mast_cells"	"Monocyte"	"Muscle_cells"	"NK"	"NK_Dividing"	"Plasma_cells"	"T_CD4"	"T_CD8_CytT"	"T_cells_Dividing"	"T_regulatory"
"B3GNT6"	"-0.413747564549166"	"-0.413747564549166"	"-0.413747564549166"	"-0.413747564549166"	"-0.413747564549166"	"-0.413747564549166"	"4.07059577823488"	"-0.413747564549166"	"-0.413747564549166"	"-0.413747564549166"	"0.364514877618696"	"-0.413747564549166"	"-0.413747564549166"	"1.50657555849469"	"-0.0149570578354923"	"1.4406077425193"	"-0.413747564549166"	"-0.413747564549166"	"-0.0683179684093896"	"-0.413747564549166"	"-0.413747564549166"	"-0.16422006957037"	"-0.101090263716482"	"-0.413747564549166"	"-0.413747564549166"
"B3GNT8"	"0.745789648426505"	"4.56738071787041"	"-0.398818571609757"	"-0.0956542747456844"	"-0.196340341146408"	"-0.428743993555815"	"-0.274511538516693"	"-0.428743993555815"	"-0.109086077313833"	"-0.428743993555815"	"0.0229525515836986"	"0.673079850677676"	"-0.428743993555815"	"-0.0985104151969692"	"-0.0721327153652919"	"-0.216151164340948"	"-0.303789203023512"	"0.0138241059753963"	"-0.372311392331756"	"-0.428743993555815"	"-0.267021591331649"	"-0.325758378382695"	"-0.32389841880371"	"-0.428743993555815"	"-0.396578831089886"
"BCAT2"	"1.58116925266616"	"2.56700394184861"	"-1.1360781140778"	"-0.0387837331227014"	"-0.655110148023404"	"-0.272411686146333"	"-0.38213970932914"	"0.472721480455403"	"1.09662714745628"	"0.0932197393747021"	"1.4991667517798"	"0.565302749950689"	"1.14642726481392"	"-0.550189920155475"	"0.179786236853278"	"-1.19372490056221"	"-1.08939115388348"	"0.343895108987185"	"-1.00164998388814"	"-0.338704173469028"	"0.15500236398833"	"-1.08435238297416"	"-1.0399328796852"	"0.160384941132698"	"-1.07823819398999"
"BCKDHA"	"1.80514747713641"	"2.47100066303384"	"-0.82117201176732"	"-0.0743952810315449"	"0.086565080161955"	"0.736926927234887"	"-0.182035038028955"	"-0.463754766937736"	"1.00230578639961"	"-1.42784893516501"	"0.963204681018036"	"1.01528584129224"	"1.07469337385047"	"-0.298099312204981"	"0.787943734275782"	"-1.10460746893697"	"-0.632991669717042"	"-0.586708373612729"	"-0.750447388666293"	"-0.523083638828645"	"0.21144707213433"	"-0.954826446302428"	"-1.05996869304041"	"-0.0912638383044694"	"-1.18331777399302"
"BCL2L12"	"0.234305242476563"	"-0.138527810669908"	"-0.741663503542899"	"-0.453014325874273"	"-0.233696250533664"	"0.267242897181502"	"-0.258915226154248"	"-0.0484055364563427"	"1.7576944569152"	"-0.0539426323111608"	"0.0147202302137663"	"-0.191252751179748"	"3.64348257738107"	"-0.5117428626983"	"-0.264894694202008"	"-0.877754454613348"	"-0.731750884161654"	"-0.44685864996604"	"-0.730181590434352"	"1.02430030280205"	"0.150833449232526"	"-0.853922061845291"	"-0.831002596895904"	"1.05146304925068"	"-0.776516373914217"
"BDH1"	"1.63778748626747"	"1.73135022144467"	"-0.469635086552182"	"-0.913078306392023"	"2.3555592009916"	"0.0942615560920949"	"-0.392231351857079"	"-0.541372072935928"	"1.64991165688736"	"0.301873739486341"	"-0.76897050616723"	"-0.682220331000213"	"1.59790383752617"	"-0.819170010915853"	"-0.554946158662211"	"-0.666733021292292"	"-0.908072407862665"	"-0.903326120454865"	"-0.537746757508321"	"-0.0938031417271853"	"-0.183924301908223"	"-0.481847137531378"	"-0.505365719666921"	"0.717192475449103"	"-0.663397741710242"
"BEND3"	"1.99034075447285"	"2.04032627278763"	"0.0583564934215413"	"-0.0562843698998036"	"-0.082760113468113"	"1.21711194905004"	"-0.0714323571765079"	"-0.782031223007582"	"-0.108766063822887"	"-0.782031223007582"	"0.0283913280352411"	"-0.782031223007582"	"-0.782031223007582"	"0.0873933688958131"	"-0.348706306723815"	"-0.726060708228229"	"-0.110652582317388"	"-0.199444208027738"	"-0.547441807780048"	"2.97789574290079"	"-0.214330287388431"	"-0.60127385950993"	"-0.640475907175526"	"-0.782031223007582"	"-0.782031223007582"
"BEX2"	"1.6577760029399"	"4.29105100448506"	"0.226396631310549"	"-0.436260060945953"	"-0.105982914561921"	"-0.363009784182355"	"-0.362643222397991"	"-0.444186694092606"	"-0.0457482877382574"	"-0.185018139486762"	"-0.503996053915116"	"-0.042220635095235"	"-0.536171231359773"	"-0.569742121792164"	"-0.486578557858409"	"0.100908562383418"	"-0.553407047152001"	"-0.268051604420337"	"-0.160804893584647"	"-0.0299989769854131"	"0.184835641526158"	"-0.176465432237017"	"-0.307669464334102"	"-0.342953022912901"	"-0.540059697592134"
"BIRC5"	"-0.137392974663301"	"-0.468210932298797"	"-0.471753734601067"	"-0.424269303019793"	"-0.449135997778662"	"-0.381804799556762"	"-0.40911227560767"	"-0.450768915032515"	"2.56611870813772"	"-0.485357071409585"	"-0.395011969177264"	"-0.46031401456684"	"2.7467957542945"	"-0.431315384177963"	"-0.440466059941473"	"-0.482457892379697"	"-0.43736579064773"	"-0.46523904958359"	"-0.473610776798137"	"1.39730288646848"	"-0.0295647110678455"	"-0.477164508506793"	"-0.480224441427654"	"2.00813456559193"	"-0.467811312249492"
"BLNK"	"-0.328736468798739"	"0.0738445604741571"	"0.938894009543734"	"-0.510837511055878"	"-0.358085551004476"	"-0.542786529630364"	"0.266974782643109"	"-0.331137375434469"	"0.488638687373873"	"3.94785639417818"	"-0.49625178912449"	"-0.542786529630364"	"0.0981651642820267"	"0.100217304177157"	"0.0237689855243385"	"-0.539829791188603"	"-0.427874330203748"	"-0.532527810197746"	"-0.537829494342996"	"-0.476578332676776"	"1.82640574463216"	"-0.538012120752834"	"-0.533813046811285"	"-0.542786529630364"	"-0.52489242234561"
"BLVRB"	"0.790706727164024"	"1.83285463308365"	"-1.18961712805203"	"-0.669760685695801"	"0.409586137059779"	"0.167769944520545"	"0.00623146164793886"	"-0.504536108761936"	"1.11606625682971"	"-0.447814635322472"	"1.05991787882902"	"0.430266153731353"	"1.78874696884881"	"1.25713305968244"	"0.972384455414037"	"-1.09011055909361"	"0.525524459877741"	"0.298034591279954"	"-1.1646685594923"	"-0.999134890896163"	"-0.0499737780623988"	"-1.2550840125535"	"-1.25464925890221"	"-0.790445483809884"	"-1.2394276273267"
"BMP3"	"2.03283170419389"	"4.06131329678073"	"-0.353826033513867"	"-0.351264481725542"	"0.980329696264953"	"-0.370739809292662"	"-0.338050380965047"	"-0.370739809292662"	"-0.262337882710387"	"-0.370739809292662"	"-0.132461872056019"	"-0.292896289313699"	"-0.0916625089425514"	"-0.370739809292662"	"-0.347483367596819"	"-0.370739809292662"	"-0.353444100551662"	"-0.339472507465593"	"-0.358149453066462"	"-0.370739809292662"	"-0.187929591641718"	"-0.35618800442071"	"-0.343389748928202"	"-0.370739809292662"	"-0.370739809292662"
"BNIP1"	"0.639166924008529"	"1.56778615470902"	"-0.721414125058897"	"0.010599318462466"	"-0.0335404730942841"	"-0.448866684322048"	"-0.23186865051345"	"-0.916814381338517"	"1.21895586171779"	"-1.3866838348109"	"1.07206931019779"	"0.541128720088667"	"2.67885328034026"	"-0.917650150554938"	"0.00237467953240878"	"-1.11099265427815"	"-1.01504268035848"	"0.253098953946131"	"-0.486123266502752"	"0.965073019491921"	"0.21119974215443"	"-0.811667706154315"	"-0.715993837048175"	"0.784682578963011"	"-1.14833009957751"
"BOLA3"	"0.781120935930417"	"1.64282352162646"	"-1.28725657435056"	"-0.0239787851115793"	"0.285104229727471"	"-0.382530111499083"	"-0.299217183063226"	"-0.463297315648808"	"1.43857912932997"	"-1.05222220479893"	"0.819836237870316"	"0.817964595042689"	"2.32968831392573"	"-0.721019906675606"	"0.620518297275793"	"-1.22179077630403"	"-1.11775105956004"	"0.1920578773725"	"-1.09113357919275"	"0.0938685470904704"	"0.54471140622792"	"-0.852841670466919"	"-0.956945042705874"	"0.881508441991854"	"-0.977797324034177"
"BPNT1"	"1.21959230300502"	"1.4640175256628"	"-0.780319148472045"	"-0.240149169358559"	"-0.10640820408835"	"-0.652284184824228"	"-0.394811293910127"	"-0.382095315994056"	"0.493216407864995"	"0.822838161183466"	"0.6012864761598"	"0.721394586402113"	"3.0049542059483"	"-0.840879770918986"	"1.1054524961478"	"-1.16814387466781"	"-1.14089843324682"	"-0.206695227914561"	"-0.771962334577664"	"-0.246585206396155"	"0.00490368400912893"	"-0.980118451201831"	"-0.782233631396119"	"0.330759972300891"	"-1.07483157171701"
"BRCC3"	"0.288704290541494"	"0.121657157139295"	"-0.961737130850919"	"-0.20305530126973"	"-0.121211785950081"	"-0.0107367015967722"	"0.0297308108279736"	"-0.241352913711352"	"1.85067716803387"	"-0.60068184365738"	"0.517566010081972"	"0.332981773015822"	"3.36340433032168"	"-0.318458887490179"	"0.606126648824148"	"-1.04517922788268"	"-0.92443839980616"	"-0.202904207031364"	"-0.697396175662033"	"1.31927593513364"	"-0.287798712231969"	"-0.933378693978884"	"-0.898006115054666"	"-0.0141379561758316"	"-0.969650071569904"
"BRI3"	"0.620866162997424"	"1.66433470241084"	"-1.12901995111663"	"-0.0631409282193355"	"0.0606736025519536"	"0.487385851210879"	"0.684823167661704"	"0.3138609712242"	"1.02807671170289"	"-0.665323583935742"	"0.282362440728268"	"0.383934549929988"	"2.15824615317915"	"0.664898841333227"	"1.71471805101495"	"-1.01034657754994"	"0.305788882388184"	"-0.283482991471179"	"-1.14790487229364"	"-1.03795935377644"	"-0.554162715549065"	"-1.17328463130072"	"-1.19787278849691"	"-0.879104034418049"	"-1.22836766020602"
"BRI3BP"	"0.374660827737254"	"-0.147320413927818"	"-0.615483142052632"	"-0.812096533952362"	"-0.060548955103968"	"0.266222645636954"	"0.635448047491268"	"-0.0601960138863158"	"2.97367502557407"	"0.125727281464752"	"-0.431037396460471"	"-0.577765981765288"	"2.77079805861557"	"-0.215275823556349"	"-0.293268944711113"	"-0.761441958258389"	"-0.529873862733884"	"-0.749541533568476"	"-0.82707297936171"	"0.887407716590855"	"0.25871650539082"	"-0.839566821131944"	"-0.821833533122654"	"0.289304026893815"	"-0.83963624180199"
"BSPRY"	"2.69219622528911"	"2.4733384143689"	"-0.590141692120632"	"-0.624290705379623"	"1.19900137788235"	"-0.294000914022182"	"-0.574154447622553"	"-0.41070761410715"	"0.0648236651391684"	"1.84593514335972"	"-0.608383357696962"	"-0.645561837734923"	"0.268870564900875"	"-0.645561837734923"	"-0.601110262606794"	"-0.301065948043892"	"-0.62194867201662"	"-0.611411402356391"	"-0.387037338160791"	"0.456446442364629"	"0.352773189532964"	"-0.585960779734808"	"-0.560924538029623"	"-0.645561837734923"	"-0.645561837734923"
"BUB1"	"-0.123489962073585"	"-0.250722399441396"	"-0.449997416466335"	"-0.451904003584118"	"-0.46397386733792"	"-0.330983221314427"	"-0.376183468919297"	"-0.46397386733792"	"1.73064656611175"	"-0.46397386733792"	"-0.381933249305478"	"-0.431811441074079"	"3.91764348090418"	"-0.429271398871812"	"-0.379896780063538"	"-0.45652712212946"	"-0.451468318704922"	"-0.438136590458505"	"-0.427560369758537"	"0.703274802760584"	"0.442401406606164"	"-0.427899854909415"	"-0.435723465120072"	"1.26037075894396"	"-0.418906351117901"
"BUB1B"	"-0.0987438109743026"	"-0.415569326021292"	"-0.4180536709336"	"-0.405117371590673"	"-0.393124922414398"	"-0.4180536709336"	"-0.374626393139402"	"-0.4180536709336"	"2.46214388525179"	"-0.4180536709336"	"-0.357758877802383"	"-0.4180536709336"	"3.41301761745343"	"-0.380860084562369"	"-0.400031158152209"	"-0.414063015897547"	"-0.406565162468182"	"-0.4180536709336"	"-0.409133112814999"	"0.475546083677766"	"-0.256147095185199"	"-0.398721877601278"	"-0.407960884825912"	"1.69409120360236"	"-0.4180536709336"
"C10orf35"	"2.30745189696483"	"3.61458649705502"	"-0.654595458306613"	"-0.49387321316746"	"0.704703347992262"	"-0.202920880719152"	"-0.588036239690631"	"-0.707637933916668"	"0.31222421076757"	"-0.707637933916668"	"-0.262845115625172"	"-0.300769092812834"	"0.751030145359842"	"-0.532037336966412"	"0.149329562658282"	"-0.556910569352472"	"-0.671477775828125"	"0.338291406360744"	"-0.591818176268604"	"-0.496692088605911"	"-0.325436402343171"	"-0.289315150953997"	"-0.402673653641169"	"-0.0843888454985227"	"-0.308551199544966"
"C11orf1"	"1.56575522800725"	"2.24391956764597"	"-0.893821079624807"	"-0.245966236068158"	"1.1252711283654"	"-0.549666482850618"	"-0.551680417040145"	"0.0233482880803485"	"0.375362764406065"	"0.325248852874519"	"0.723711608824002"	"0.163308052702847"	"2.16015254507448"	"-0.816848755813009"	"0.779495030582224"	"-0.891951664323557"	"-0.989720251384391"	"-0.274089459852929"	"-0.997941845086136"	"-0.849501187243885"	"0.768940313507474"	"-0.903005418210391"	"-0.929107658123171"	"-0.307671289060931"	"-1.05354163538846"
"C11orf45"	"0.263518839645987"	"0.0877388182305275"	"-0.387030479796832"	"-0.325533365214512"	"-0.387030479796832"	"-0.387030479796832"	"0.170374768862211"	"-0.387030479796832"	"0.160649608417287"	"-0.387030479796832"	"-0.286709321769722"	"-0.387030479796832"	"4.54791669804742"	"0.143406745447899"	"0.949517714202652"	"-0.284587399057365"	"-0.277801386877913"	"-0.268551414229654"	"-0.377488923259026"	"-0.387030479796832"	"-0.2715787538841"	"-0.377840451967972"	"-0.369757858422225"	"-0.387030479796832"	"-0.387030479796832"
"C14orf1"	"1.28990413489138"	"3.3743449435267"	"-0.794566851683884"	"-0.234392340510427"	"0.412853768999667"	"-0.441636683278341"	"-0.676521273219827"	"0.0118005619219031"	"0.837892347125308"	"-0.610231915675177"	"1.09511861414761"	"0.801487523952713"	"0.73082912671621"	"-0.927197489519538"	"-0.702150474622421"	"-0.960219824432675"	"-1.11043994802162"	"0.243789002925"	"-0.666933387377685"	"0.150005273402328"	"0.229580694174716"	"-0.72487617606961"	"-0.761021704778096"	"0.280781232353682"	"-0.848199154947921"
"C14orf119"	"0.120382461792557"	"1.2346405008628"	"-0.820089279080918"	"0.0587864160851146"	"-0.280885963454795"	"-0.72558495375254"	"0.0463644758046922"	"-0.18342472257091"	"0.791895140971207"	"-0.808147901680216"	"1.0560163448167"	"0.368916852700402"	"3.21472173531744"	"-0.275593899353099"	"1.56285983128363"	"-1.2439524730628"	"-0.872036174596386"	"0.246219886948053"	"-0.730692281588228"	"-0.184970567984521"	"0.0957835060982854"	"-0.983522988725994"	"-0.908006519824004"	"0.209360543887516"	"-0.989039970893983"
"C16orf59"	"0.185216344130528"	"-0.32546275589451"	"-0.511672246409083"	"-0.488228128975599"	"-0.441080385381317"	"-0.40540559297516"	"-0.343258104147984"	"-0.524151687698514"	"2.51515951360915"	"-0.524151687698514"	"-0.30229885199024"	"-0.46671663298069"	"2.15268846888433"	"-0.420866664006375"	"-0.399747257344503"	"-0.504204301810599"	"-0.514580756378303"	"-0.362662660190353"	"-0.472130457489511"	"2.90030299782344"	"0.0153776067936595"	"-0.516099151251458"	"-0.51742514957865"	"0.795549228658762"	"-0.524151687698514"
"C18orf21"	"-0.293814071140237"	"0.0122362365031622"	"-0.729883935187495"	"-0.15297856676229"	"-0.727949643957023"	"-0.351681859499992"	"0.0254199830550295"	"-0.319791964852426"	"1.1193383634371"	"1.00540332122339"	"0.534201595493759"	"0.722763275850516"	"3.40531165721423"	"-0.747457512321633"	"0.66777732789042"	"-1.0951737246603"	"-0.950027732929306"	"-0.0925285218014223"	"-0.672481014928692"	"0.383580917757046"	"-0.295917474513648"	"-0.917540844298305"	"-0.880078094997111"	"1.2831199866193"	"-0.931847703194072"
"C19orf48"	"0.539388960268294"	"0.766152426974527"	"-0.586303803296545"	"-0.302179485422318"	"-0.819150971332139"	"-0.413144480052803"	"-0.437041484185255"	"0.244233718166985"	"2.19554720819294"	"-0.381841496823952"	"0.446286440887406"	"0.00584993335550557"	"2.47694229777115"	"-0.752627109850118"	"-0.510209881156437"	"-0.859292233817327"	"-0.962671148517934"	"-0.358068324275354"	"-0.81630881027254"	"1.74474746451618"	"-0.0397429561099633"	"-0.808728904428578"	"-0.848435195514831"	"1.3505802864317"	"-0.873982451508597"
"C19orf54"	"0.666812690651052"	"3.87391801893582"	"-0.808518457533245"	"-0.434774454207752"	"0.0788891400026039"	"-0.219020720846618"	"-0.0747445509572685"	"0.530414516531217"	"1.04550114029824"	"0.35698708981592"	"-0.0379550558891865"	"-0.153131416805854"	"0.3288512572903"	"-0.478500001104943"	"-0.149750977234047"	"-0.881811096022686"	"-0.579383804681026"	"-0.530381520983161"	"-0.828182866961823"	"-0.731436769963639"	"0.730203516383987"	"-0.826208361355775"	"-0.801563870553543"	"0.762718583850144"	"-0.838932028658715"
"C1orf127"	"-0.509596334150066"	"2.12580761894756"	"-0.0914230373064512"	"-0.509596334150066"	"-0.509596334150066"	"-0.509596334150066"	"1.51092324031861"	"-0.509596334150066"	"-0.509596334150066"	"-0.509596334150066"	"-0.509596334150066"	"-0.509596334150066"	"-0.509596334150066"	"2.95137903086832"	"0.92787437374986"	"-0.509596334150066"	"-0.188884227637236"	"-0.509596334150066"	"-0.322827246972744"	"-0.509596334150066"	"1.7502879285832"	"-0.509596334150066"	"-0.509596334150066"	"-0.509596334150066"	"-0.509596334150066"
"C1orf210"	"1.71712938309425"	"4.34506899834559"	"-0.313962618381263"	"-0.29241932551462"	"0.439973763948296"	"-0.330497555983182"	"-0.306529623066755"	"-0.225392276390656"	"-0.330497555983182"	"-0.330497555983182"	"-0.316632023857005"	"-0.216347608413851"	"-0.330497555983182"	"-0.330497555983182"	"-0.296394247179224"	"-0.321687632169861"	"-0.326270476995119"	"-0.299930585517656"	"-0.321881707569665"	"-0.330497555983182"	"-0.151781958627249"	"-0.319828153034668"	"-0.294847598421998"	"-0.184783418366271"	"-0.330497555983182"
"C1orf53"	"2.4045693499366"	"3.47210954128486"	"-0.59431096761225"	"-0.398263366798639"	"0.802234060204277"	"-0.529665210939335"	"-0.0748586266175552"	"-0.641195320616411"	"0.185141401081919"	"-0.641195320616411"	"0.278783365219014"	"-0.317526337636649"	"0.905988328520888"	"-0.369571296835103"	"0.2452119783685"	"-0.560009369944572"	"-0.461408857349261"	"-0.467851741332852"	"-0.578375327951304"	"-0.50135372155977"	"0.11891929446498"	"-0.623547857692885"	"-0.578017534769796"	"-0.434611140191828"	"-0.641195320616411"
"C1QBP"	"0.31216991145411"	"1.05110189398621"	"-0.982385944985723"	"-0.204719021730212"	"0.212976722417117"	"1.10974704876459"	"0.457969993751241"	"-0.398240325603862"	"1.6253524708643"	"0.0609523783495519"	"0.948200114753215"	"0.697941642556807"	"2.03327726591513"	"-0.714551052285383"	"0.923009351988266"	"-1.43155247437349"	"-1.25113853647667"	"0.405141358449302"	"-1.13815438577891"	"0.267723732520227"	"0.0806471326870175"	"-0.956651079314793"	"-1.21340366903323"	"-0.147443984339456"	"-1.74797054453535"
"C22orf29"	"1.13829910884425"	"1.64826012393959"	"-0.592117754167828"	"0.453496409295296"	"0.579349405274492"	"-0.860661017084998"	"-0.615569974740345"	"-0.481325315095443"	"0.764839491027267"	"-0.860661017084998"	"0.225253058874287"	"3.67110615267746"	"0.123997613611293"	"-0.589012931668786"	"-0.373460132105063"	"-0.550650836723215"	"-0.727171364250368"	"-0.143585423097592"	"-0.587465032056429"	"0.0293188991212647"	"-0.135032792721704"	"-0.575067683830069"	"-0.58724928956933"	"-0.334763793872206"	"-0.620125904596819"
"C2orf15"	"2.11203862509019"	"2.66824070204933"	"-0.139056223998566"	"-0.362297252881528"	"2.83729970752154"	"-0.665225368189905"	"-0.461838865351085"	"-0.665225368189905"	"-0.32799878032182"	"-0.665225368189905"	"-0.294597011886789"	"0.0612627706594423"	"-0.665225368189905"	"-0.665225368189905"	"-0.520528853537287"	"-0.300775060586677"	"-0.597969035353184"	"-0.373417855922646"	"-0.289219988589628"	"-0.0374651046200844"	"0.187828648507761"	"-0.29175545684411"	"-0.140546503242757"	"0.26214774844733"	"-0.665225368189905"
"C3orf14"	"1.32449667658843"	"1.52471933781937"	"-0.806061698535064"	"-0.477457267441285"	"-0.627408552340053"	"-0.083851033437749"	"-0.186023739537293"	"0.47489152792508"	"1.24718208708274"	"-0.890874622462198"	"0.908953202154655"	"-0.47451111698727"	"3.12077667929125"	"-0.44162862029021"	"0.800083048335041"	"-0.773383520769116"	"-0.626353918797451"	"-0.0755788011783805"	"-0.831950074239449"	"-0.553580148075057"	"-0.524199096299173"	"-0.785069588338815"	"-0.811635329782543"	"0.404642790524778"	"-0.836178221210229"
"C3orf33"	"1.21510151996467"	"2.67966712695912"	"-0.75299937811845"	"-0.342565016229296"	"-0.581637370438774"	"-0.397243650369967"	"-0.356517010702433"	"-1.011011318599"	"0.0225024202577375"	"2.25129726579226"	"1.54201794842461"	"0.770189807596822"	"0.585437563124384"	"-0.583928586811027"	"0.341535650638867"	"-0.736070391298874"	"-0.771907991772012"	"0.360272941347745"	"-0.353205319404215"	"-1.011011318599"	"-0.488132590787157"	"-0.698850325223602"	"-0.437343849024027"	"-0.442578762227793"	"-0.803019364500593"
"C5"	"1.13698168803254"	"3.85166643934481"	"-0.530757099707654"	"-0.368780696951668"	"0.543425620016097"	"-0.0111635626842726"	"-0.295021642794277"	"-0.376396122235392"	"0.733270018453946"	"-0.559574298256416"	"-0.177768229811212"	"-0.360633015100052"	"1.81784458201644"	"-0.177969389405789"	"-0.420891530240499"	"-0.536543308073078"	"-0.471170523839149"	"-0.266576548291918"	"-0.550993865361593"	"-0.559574298256416"	"-0.325974254968281"	"-0.534781356945014"	"-0.532391993769543"	"-0.559574298256416"	"-0.46665231291519"
"C5orf22"	"0.293383764880192"	"0.42757839876509"	"-0.897341301379986"	"-0.321633155932831"	"-0.315936483598247"	"-0.113563012378164"	"-0.401224156237846"	"0.983932077468529"	"1.85262221908879"	"-0.4808325147284"	"-0.201032067281232"	"1.18686934396608"	"2.99813921775975"	"-0.453178634647328"	"0.29266837251538"	"-0.498942057041408"	"-0.859471868212554"	"-0.541535571785238"	"-0.758884708318387"	"-0.109683701905578"	"-0.515078404671401"	"-0.981052365207721"	"-0.895835574765733"	"1.42802206973914"	"-1.1179898860909"
"C5orf63"	"2.07276672254202"	"3.6711924870434"	"-0.420450532627179"	"-0.53426364009801"	"0.502594852687649"	"0.0218686200089834"	"-0.563147585954693"	"-0.49512440151095"	"0.554689461916614"	"-0.359758376921505"	"0.31097090702822"	"-0.0836973784066507"	"0.167305080522504"	"-0.802146680547758"	"-0.601573139109937"	"-0.579689028071144"	"-0.79755415943113"	"-0.729156500280687"	"-0.312307937969943"	"0.842847269225954"	"-0.0279308142054975"	"-0.650385158156961"	"-0.496639183784375"	"-0.622491524647382"	"-0.0679193592515373"
"C6orf203"	"0.345378921422378"	"0.71861475010028"	"-1.04030874557873"	"0.0503239833875415"	"0.382727331797904"	"-0.869461478416093"	"-0.383211391322696"	"-0.219756493311958"	"0.225514188398995"	"-0.348702051717284"	"1.86649703120518"	"1.3074863068164"	"2.83801366784412"	"-0.430898537831671"	"1.08049694760096"	"-0.979744235768768"	"-1.0362089018306"	"0.716539644947929"	"-0.799379238047819"	"0.175676552464374"	"-0.0712107607413626"	"-0.976496537534199"	"-0.949448130726005"	"-0.646644440456862"	"-0.955798382702025"
"C6orf223"	"1.14627744364053"	"4.35656732213817"	"-0.367979499136416"	"-0.344586073501084"	"0.4206354317095"	"-0.4212299331555"	"0.0547642501861079"	"0.932727823624793"	"-0.079943060578649"	"-0.4212299331555"	"-0.376576265787637"	"-0.359960331402089"	"-0.4212299331555"	"-0.355121536813239"	"-0.35716300472629"	"-0.371578613836951"	"-0.200015061487712"	"-0.347399697907945"	"-0.411320230817767"	"-0.4212299331555"	"0.0104325572465797"	"-0.415503166884275"	"-0.406878686732633"	"-0.4212299331555"	"-0.4212299331555"
"C6orf47"	"0.732048867165405"	"1.14691784417263"	"-0.98930556553954"	"-0.514559867197711"	"-0.710433499549541"	"-1.16357844523445"	"-0.272047696638339"	"0.66575561375027"	"1.31573198767766"	"-0.412027353131797"	"1.22275391006065"	"1.2034161472366"	"1.87238421007285"	"-0.321670771853837"	"1.38535336744029"	"-0.941554836414478"	"-1.02050588891553"	"1.35870256890258"	"-0.337751902256815"	"0.177383342979359"	"-0.390602995657115"	"-0.962016249807114"	"-0.802660270316126"	"-1.08925428932012"	"-1.15247822762579"
"C7orf25"	"1.70572093262951"	"1.79276621544518"	"-0.796474205358596"	"0.14966639618702"	"1.0267752800233"	"-0.796474205358596"	"-0.00242349490255581"	"0.944579606501984"	"-0.796474205358596"	"-0.796474205358596"	"0.949097912242106"	"1.72469570617839"	"-0.796474205358596"	"-0.343094130551785"	"0.427511320178141"	"-0.650539086810337"	"-0.691442773820608"	"1.98838183220624"	"-0.511033630329044"	"-0.796474205358596"	"-0.796474205358596"	"-0.619737082867687"	"-0.722657154082491"	"-0.796474205358596"	"-0.796474205358596"
"C9orf152"	"1.94176455350697"	"4.24019826800305"	"-0.323219232651739"	"-0.292155579197252"	"0.471018652216717"	"-0.331834168044614"	"-0.298533819647482"	"-0.22231150579585"	"-0.276620263935733"	"-0.331834168044614"	"-0.294268652835587"	"-0.292185014352183"	"-0.331834168044614"	"-0.303313858985171"	"-0.272606487218598"	"-0.322653979247397"	"-0.309810491113101"	"-0.268130879394558"	"-0.316443385021751"	"-0.331834168044614"	"-0.2852774962873"	"-0.324422289085053"	"-0.315581804263477"	"-0.331834168044614"	"-0.276275894471436"
"C9orf64"	"0.610932677978899"	"0.790698688702411"	"-0.685447501742396"	"-0.443842471079595"	"0.691509959759902"	"-0.757496400923433"	"-0.260465498010059"	"-0.548484042610482"	"0.801357801827243"	"-0.882493987757649"	"1.2589547219813"	"-0.0965299328564517"	"3.6692798391947"	"-0.273647684330369"	"0.702498684127545"	"-0.749509609047389"	"-0.67428142594018"	"0.258872535170751"	"-0.589137201609005"	"0.371327960179409"	"-0.740510666127146"	"-0.75534694859124"	"-0.712558085170176"	"-0.187905124553881"	"-0.797776288572713"
"CAAP1"	"1.21621988659666"	"1.42786391376154"	"-0.975369028714323"	"-0.215509712878447"	"0.231193335104383"	"0.967153216035106"	"-0.183187949830683"	"0.138509553900737"	"1.93622673576836"	"0.778687054506947"	"0.832511436175563"	"0.165307092798516"	"1.23289526132003"	"-1.08341643999915"	"0.648979223089795"	"-1.52850004912062"	"-1.15752682398715"	"0.344892402963869"	"-1.03613811925996"	"-0.166543232541976"	"-0.405990779715918"	"-1.30322948110755"	"-1.21291645912529"	"0.624850461179455"	"-1.27696149691988"
"CACFD1"	"2.04600054126635"	"3.46829041976493"	"-0.462846110031949"	"-0.378802302589427"	"1.39796774981517"	"0.0933264766234349"	"-0.429851116892832"	"-0.554639425600099"	"-0.55310536639717"	"-0.740260589154468"	"0.577151899065101"	"0.402108233432361"	"-0.0175228672300096"	"-0.474408293007229"	"-0.298587536867299"	"-0.522437884001007"	"-0.527501470750466"	"0.582317856290131"	"-0.629401030732959"	"-0.39186394371396"	"0.127696210462129"	"-0.708856093309741"	"-0.665496061418755"	"-0.740260589154468"	"-0.599018705867776"
