"Partner"	"Pair"	"theta"	"theta_e"	"theta_f"	"theta_g"	"lrv"	"lrv1"	"lrv2"	"lrv3"	"lrv4"	"lrv5"	"lrv6"	"lrm"	"lrm1"	"lrm2"	"lrm3"	"lrm4"	"lrm5"	"lrm6"	"p"	"p1"	"p2"	"p3"	"p4"	"p5"	"p6"	"Zeros"	"theta_mod"	"Fstat"	"Pval"	"FDR"
"Bronchial Vessel 2"	"Plasma"	0.991005398974558	0.627849343833981	0.372150656166019	0.0241341310905856	23.8619864515723	20.9205790053434	28.4443563716088	22.9382265937733	30.1330312870086	23.0767207147947	14.314074284765	NA	-0.298687027075948	0.387036932358718	-0.187233479105646	0.825327720581134	-0.365139566643945	1.40736249797199	10812964770.4499	4589828642.65367	3364708481.80716	492252209.879827	548565105.694437	1296580254.43958	435030577.190973	552	0.990982968363652	5.25454630171395	9.95224713496412e-05	0.000187003077838472
"Mucous"	"IGSF21+ Dendritic"	0.991013214607602	0.473076382415092	0.526923617584908	0.0158493455306325	81.7677966968262	123.665015118526	48.8438470053414	47.834537085893	31.2810377343932	148.040218400538	53.2183021498974	NA	0.871156859514596	-1.16729869285536	-0.278830875377699	-1.12160758540413	0.497045560175108	-1.13852866994208	558643277183.161	194633540192.318	109607212694.083	123900360742.229	61379468978.721	49140781619.1645	13604017779.1457	813	0.990990512675355	5.25010999303652	0.000100471016892864	0.000188115946522809
"Natural Killer"	"Pericyte"	0.991021825073607	0.181070059649651	0.818929940350349	4.41937823225077e-06	914.208716799227	80.7579128951583	340.359959910227	0.088262991043554	0.0701745191408001	9379.44553238156	0.132175601738698	NA	-2.13310238105946	-0.855421304260386	-3.13578932986651	-3.21694323544948	8.28993712028139	-2.87133655998347	37126486994.7175	13581565743.221	13937079466.5445	2605107027.9935	2137523715.27672	2963458150.57068	1585982961.55855	571	0.990999035741339	5.24509822522609	0.000101553419818796	0.000189086624514453
"Nonclassical Monocyte"	"Mucous"	0.991022988119192	0.640138802033049	0.359861197966951	0.00749474530882039	268.366192305492	355.946800787673	131.022180732985	126.634942518599	2797.39101336112	331.799925577456	38.3812083142817	NA	-0.82690816439435	0.0619005408251848	0.482110161732855	9.86758212660954	0.0967631692941178	-1.32307969269085	1301328907372731	353073244896431	569363975474322	114335857013305	27272932763299.3	158027866896741	68195091650826.7	1092	0.991000227464418	5.24439747025988	0.000101705684397926	0.000189086624514453
"Nonclassical Monocyte"	"Macrophage"	0.991039894768276	0.391572233942593	0.608427766057407	0.00368127105564974	523.676312649965	1788.25334921409	133.433212500728	39.1737541923354	2906.55517953837	425.535935069159	35.8578068606953	NA	-3.78708114693977	0.536234996687798	1.40359684531031	8.80535255137462	1.02301346983427	-1.27704658448968	1546497906413918	275544815808397	707670974753820	151133315327099	29184863452209.8	286010850875961	83143124063374.1	1118	0.991017158851536	5.23444168703929	0.000103893619641046	0.000190882533297819
"Alveolar Epithelial Type 1"	"Natural Killer"	0.991040333606039	0.186607971181202	0.813392028818798	3.4027140561126e-05	900.261604408895	79.0602302961172	338.641446342765	0.577930637543129	0.600947967747019	9316.04884160549	0.653214737696344	NA	1.6889866581269	0.289561316791696	2.9098425305396	3.03160499956808	-8.68042439797105	2.10386687285429	76098899995.0795	27426810122.9153	29513542924.6173	4902199768.47066	3879142123.60832	5981571006.30028	3750725629.16071	580	0.991017590993484	5.23418758876941	0.000103950069711765	0.000190882533297819
"Adventitial Fibroblast"	"IGSF21+ Dendritic"	0.991040532873653	0.625903278438551	0.37409672156145	0.0184080459445707	8.9292698172502	8.22922643297088	11.347772121602	8.49034356629055	7.82449723604388	10.2920686445206	12.1572828362086	NA	0.13253719159447	-0.431975825290186	0.53873900353818	-0.0106631159445938	0.000847996552651317	0.282638954066693	63317397.6473795	25701820.9117484	8432257.5036384	13468832.476539	7078894.23626867	7089720.51649555	856071.763019291	424	0.991018873228547	5.23343363940353	0.000104117745435174	0.000190882533297819
"Basophil/Mast 1"	"Vein"	0.991040726872858	0.658652294929201	0.341347705070799	0.00613689043869711	128.320745653652	124.683078434352	184.53211975798	97.5225988515434	162.989116381249	205.47082022921	96.1569795213005	NA	-0.294611511598211	-2.78214173671273	0.198358037135982	1.42079694986337	0.757598826702757	-5.4712141683522	24073901890744.4	8457321332419.81	1623432903725.44	8724523338518.66	3404391653536.91	1376199830366.21	197156417462.692	1049	0.991018050490038	5.23391740630966	0.000104010126468519	0.000190882533297819
"Adventitial Fibroblast"	"Pericyte"	0.991116609601951	0.647985667889194	0.352014332110806	0.0505097270630581	3.94086022775433	3.60546710201709	4.39051330898995	2.88429750600864	2.54986937211199	4.05650504298295	8.80615678007815	NA	-0.79633976744083	-0.590899076966979	-0.959837420678392	-1.1980538491977	-0.864335278555574	-0.107648575498748	2728245.94481949	902024.820902185	862024.47790646	214122.476827251	212976.477352724	431912.615017233	80223.8014121171	145	0.991096503941448	5.18779070840531	0.000114785596805421	0.000209712093817516
"Alveolar Epithelial Type 2"	"Plasmacytoid Dendritic"	0.991134718176535	0.00984615427353086	0.990153845726469	3.5842329417063e-05	3367.04589744723	4.5665539950048	3.18135544442231	4.85557235169139	3.69129739151328	30312.3495825408	3.68999604884202	NA	2.516751432177	1.72143969755769	3.51640607000029	3.42689619176923	-15.176818844702	1.54823873909839	228502109399.233	63911332587.8423	109099415576.549	8768891853.51242	7470616474.71341	25131726671.7833	12349055086.2556	709	0.991112205131746	5.17856007232543	0.000117071617913037	0.000213151083648564
"Alveolar Epithelial Type 2"	"Macrophage"	0.991137628384045	0.234370083056802	0.765629916943198	0.0018929074704185	338.739011179395	1892.95040236407	56.8659510920787	13.3562468436266	165.37169333869	278.517361035602	41.2028855332698	NA	-3.90625440072206	0.627517549796574	3.17806920269293	1.42093860782965	1.0789276298299	0.188705720804673	182554110229.217	25011312996.4445	106181547412.585	8763988103.04125	6906542139.46966	22077707673.4206	12102321554.2229	692	0.991115148306124	5.1768298302208	0.000117505131255529	0.00021320518660797
"Basophil/Mast 1"	"Macrophage"	0.991177529198627	0.314238781255447	0.685761218744553	0.00405304494673103	405.146828142407	1548.82146186869	79.7140213583672	82.9220662379222	263.402902581563	351.231799789941	34.1397682950845	NA	-3.70647868928039	0.365871000541726	1.54671594943345	1.65966911136142	1.74658905923217	-1.24630110351287	1728594174283523	310082353343424	737495267171310	155015684684392	115682794231522	310168264335541	83143124063374.1	1102	0.991155144775583	5.15331760549133	0.000123556733003781	0.000223417654198618
"Nonclassical Monocyte"	"Capillary"	0.991183987662751	0.598438308251276	0.401561691748724	9.87665773530851e-05	178.365282123084	210.614095520181	80.1310884904848	69.3825261508432	2586.75143576581	171.914396038189	0.444694000630015	NA	-0.850811203455703	-1.32203368405735	-1.0502274499941	7.69075708858937	-0.249431009007863	-2.91736588416671	41989520092.1411	14279601178.206	14991747486.287	3216644887.58557	704229201.276824	6800305590.84392	1663412534.42063	559	0.991161649629671	5.14949385760283	0.000124569760320095	0.00022418115756511
"Bronchial Vessel 2"	"Plasmacytoid Dendritic"	0.991185902474156	0.0177489550479145	0.982251044952085	0.000290567040116403	1952.42944163776	19.4641961848088	25.0391433433094	20.9863951334082	30.0008107006396	10006.346812273	21.6086983796835	NA	1.80482734861076	2.39053043375367	2.17157534340561	2.94803201968402	-8.36089232383612	3.09706598660159	461671675718.863	202025551793.394	111817373990.165	27957418878.2753	15766265456.4578	88482121517.5533	12120661443.3132	1012	0.99116352031786	5.1483942203974	0.000124862612906188	0.00022418115756511
"Platelet/Megakaryocyte"	"Natural Killer"	0.99118837576583	0.192723313669079	0.807276686330921	1.3984149221581e-05	901.842698583414	83.6988176212803	351.098583773184	0.193677526648694	0.442863924262239	9739.53062744302	0.548572991457171	NA	1.38078583072703	0.159534343250765	2.39825317143513	2.49840543205392	-9.1952045642032	2.06971540452812	164840072257.549	61194601132.6896	63253892604.3656	10733723631.0643	7775116722.92538	12321908305.2653	8180802098.46155	574	0.991166005563557	5.14693333737154	0.000125252730078991	0.00022418115756511
"Artery"	"Macrophage"	0.991203584956835	0.184567340990763	0.815432659009237	0.00169132623684305	317.585172713422	801.901092744237	50.5693697885164	16.3180499095113	81.4174237744975	130.21218078494	43.7229890667356	NA	-2.23418877056893	2.09518498522279	1.56206440769144	1.18515549370061	0.589734279346835	2.42265194953204	1016467675154.59	328262359157.008	120173351637.569	153316566174.059	70777920910.4893	321429550860.854	12487380116.3403	911	0.991181272577221	5.13795920588641	0.000127675915658341	0.000227746227931095
"TREM2+ Dendritic"	"Plasmacytoid Dendritic"	0.99121055461832	0.0110249253856887	0.988975074614311	0.000109837361484244	2098.70102192275	6.59546996668247	5.30239350556803	6.34092934684652	4.37983816230645	11740.1242541115	6.14790752918489	NA	2.33100278584752	1.83661636409275	2.35605765192749	2.17510573213459	-9.11972605698515	2.16112880595891	3708777327771.38	987027657855.84	1449522451996.19	204112481541.933	240892674775.601	655683094080.971	139060599863.452	815	0.991188234164093	5.13386719442577	0.000128796245725558	0.000228951218735082
"Platelet/Megakaryocyte"	"Ciliated"	0.991211034591441	0.599500925220249	0.400499074779751	0.033119216665594	4.48976518580425	5.66917714336138	4.06908299081306	4.36856698185564	3.5308421222239	6.33152232220676	3.12730684314515	NA	0.0141153094435004	0.213784414905276	-0.401796382559154	0.109185854367161	-0.177751442312812	0.444061441541108	40299349.2165511	9261528.6017752	17808470.880543	1471398.87992191	1697162.46525106	3713336.85276039	5897599.2132343	142	0.99119084353155	5.13233342653237	0.000129218680270936	0.000228951218735082
"TREM2+ Dendritic"	"Nonclassical Monocyte"	0.991216849848892	0.671449721182761	0.328550278817239	0.00143343450305591	184.674661868062	229.131574572926	86.2027069454032	76.5777599274078	2670.37206454508	179.170532245409	6.21433473499536	NA	0.280903035931883	0.298303112716705	0.584866706881343	-8.306044562184	-0.551747735833298	2.17157379972934	3264476713077.22	864445838639.159	1380370964487.15	195900712444.971	58824056796.1821	600319669446.464	139060599863.452	796	0.991194592507254	5.13012981903743	0.000129828015048088	0.000229261511523046
"Plasma"	"Myofibroblast"	0.99125762273538	0.614536428987972	0.385463571012028	0.0163448493427127	156.959992266734	294.079969867864	728.112600298964	312.091297268685	80.2096492020611	110.088764724383	1641.91424642998	NA	-0.994451669011955	-5.5897787173444	-0.66385204051133	0.213000650646659	0.903970560426804	-10.6546567360743	3640468065118.15	748969426099.999	78588406031.4004	90311229344.1699	1443088538740.36	1232275724273.91	5688223406.12429	654	0.991235476909367	5.1060994904083	0.000136661017390979	0.000240523390608123
"Pericyte"	"Artery"	0.991276187975393	0.539861934110069	0.460138065889931	0.0156710960474191	13.6556977964151	11.9894228455926	24.3552796961179	13.161140991381	13.9379265971195	13.1585076067277	24.3637636981269	NA	0.981748074418172	-0.0327115648860503	1.22003622507236	0.589418704971936	1.1672731105536	-0.53327533008282	27119059.2154112	14212759.3286702	2314074.32051312	2536418.41528946	1265850.61129828	6346260.47618419	238200.961560271	351	0.991254724321429	5.09478726482657	0.000140000189182183	0.000245581727203297
"Basophil/Mast 1"	"Artery"	0.991299946180039	0.550061711050609	0.449938288949391	0.00281192715323459	73.0510427541029	62.112623914552	51.7158903234637	65.4599428423513	115.068145345743	101.05538303036	25.1854872908399	NA	-0.283975791066444	-1.70996455947085	-0.229351598925458	0.399949958566646	1.05520605547607	-3.38633592984703	1562270545981.76	826714853782.32	122540675780.746	151012850255.034	74103045879.2966	363293466444.936	12741963948.7178	893	0.991277976000429	5.08112220895604	0.000144142147754354	0.000252010112630129
"Proliferating NK/T"	"Pericyte"	0.991303956683323	0.457512602126436	0.542487397873564	0.0265189029072406	19.832557810124	26.612781829218	18.0751236991094	17.4033066306713	47.0987151430462	31.462214597866	14.1163009098476	NA	-0.321314043427954	-1.20909701411648	-0.906649110856022	1.20716671620324	-0.362782526255923	-0.804472272484641	390364904.252147	55255757.4559457	232358128.660152	39883279.1763364	4359091.5274076	18949874.7414234	36028236.2240886	400	0.99128234462252	5.07855483300039	0.000144933811774137	0.0002525579294282
"Myofibroblast"	"Mucous"	0.991331205772635	0.561690083847627	0.438309916152373	0.00957314201009908	240.598588020942	353.230892247963	796.757078153665	411.426360701807	113.34393882011	259.357472087787	1814.9885294437	NA	0.0787612114921909	6.17907648554568	1.60341804218618	0.90480246993804	-1.33515195053596	11.3143663855777	100385556188588	16531227477889	2045057643912.04	3878202307498.34	35832081245754.9	40817540787922.1	127392810961.862	1071	0.991309223783107	5.06275883740418	0.000149900526087095	0.000260353545309166
"Bronchial Vessel 2"	"Alveolar Epithelial Type 1"	0.991346630747639	0.612054761949438	0.387945238050562	0.0329865298128188	21.7087719484206	20.0429549828931	24.8093169722522	21.3983457057308	27.9152048953299	19.9513338890801	21.9849465055691	NA	-0.758819263215243	0.0872600585932988	-0.727408048406858	-0.0776217049488423	-0.598308925026375	0.989641277293666	16451434.1847872	6912699.76874259	4437666.02620662	869864.059348745	473088.578690593	3097674.16568479	535858.640166347	444	0.991325082704758	5.05343947432903	0.000152909729788757	0.000264709302716274
"Nonclassical Monocyte"	"Capillary Aerocyte"	0.991371157848064	0.602891518659397	0.397108481340603	0.000452320240439385	180.652350528912	213.840743027727	83.7808834328905	70.635402954929	2583.9809444671	174.483524158718	1.90540572580335	NA	-0.362567951683707	-0.897912111259904	-0.634308764481986	8.12535445428472	0.351848227274718	-2.13374805221992	94668046626.1956	31758921120.7355	33107672162.9886	7101407741.85892	1561039725.45985	16312428676.6371	4059808876.14745	589	0.991349289250754	5.0392152743063	0.000157618778347807	0.000271969656757
"Mucous"	"Plasmacytoid Dendritic"	0.991393849768623	0.0266054924980361	0.973394507501964	0.000561525988508612	3260.85864344925	124.135129401796	42.5972479146732	50.7173693393925	26.7459431458295	27341.3848117722	39.9202682050334	NA	2.99826857975916	1.55446908399195	1.37193177641453	0.902702771249166	-14.3989201459831	1.3498085597498	1486773234020285	403140419427894	597887007942437	119128589237596	111686443950814	172601708708649	68195091650826.7	1111	0.991371989140109	5.02587704383716	0.000162165287356398	0.000278903165225336
"Platelet/Megakaryocyte"	"Adventitial Fibroblast"	0.991400511611618	0.651495031225743	0.348504968774257	0.0437672131584436	4.29565294026668	4.01595611893277	4.57253222110106	3.11763633973184	2.9000411326531	4.38486812928372	9.19992495317204	NA	0.0620697113773956	-0.062698676771328	0.225709166414117	0.482963957144925	0.170187530536013	-0.687709355133078	11949608.9363838	4064262.55783114	3912326.38650861	882240.715934388	774689.402891857	1795870.69151115	413809.642881579	148	0.991380845930389	5.02067304712179	0.000163974255154628	0.00028109872312222
"Ciliated"	"Proliferating NK/T"	0.991460620178295	0.429205508557773	0.570794491442227	0.0219645070217446	22.7668428297211	35.3997630784212	22.5477711060836	23.7446259902622	51.2584319364354	38.0265230271027	16.0201337541813	NA	-0.396781665355047	0.378791524911793	0.646671298517328	-2.04387477586118	-0.108504806747766	-0.421407672668118	5898813373.40939	492084757.155905	3399723689.0552	330660251.242749	57547122.0711887	158198280.891033	1389361410.24586	539	0.99143933356374	4.98630972049205	0.000176432897572073	0.000300505064251789
"Proliferating Macrophage"	"Macrophage"	0.991460861033901	0.250442478501204	0.749557521498796	0.000979081325769621	331.754194501713	2163.34700020533	60.7273470135466	11.0532444176631	184.295509392304	321.073761187571	49.5240194469977	NA	-4.44254705259796	0.585354032523437	2.74463728616309	1.2547812545334	0.679925023864429	0.719671291343943	2113873966435.23	242982106886.217	1413031609958.37	62119007241.8186	35305896741.2954	219051272169.413	127391680586.588	697	0.991439194347739	4.98639150946302	0.000176402155787645	0.000300505064251789
"Ciliated"	"Natural Killer"	0.991542371976239	0.256209585828425	0.743790414171575	0.000218348896426956	895.388308610053	110.333435550453	439.352530230218	4.56134391807815	3.22693299594708	12538.1618614196	3.19705112197738	NA	1.25828966415929	-0.321950680208978	2.81509173101174	2.4073289348537	-10.5822491622116	1.64291186735589	465764185174.01	120951766625.917	203918922449.049	21598157478.0258	28218801417.6074	24739687797.9357	61160460656.2342	710	0.991520892851585	4.93839783846611	0.000195387207287866	0.000331718474109303
"Lymphatic"	"Plasmacytoid Dendritic"	0.991600641257391	0.00929962103661675	0.990700378963383	1.56331106611695e-05	1630.54528358186	1.83887862724982	2.21368837064457	1.54460549354133	1.55510489164929	7116.2804325	4.49398365741898	NA	2.03356525855611	2.260823540404	2.14802777882754	2.10940562044762	-6.67182153330552	2.87227272894429	2809715773834.87	1106905690122.59	641697364124.724	205751766212.774	179424569832.584	637800021034.088	15937095223.3702	636	0.991579304247913	4.90408899449207	0.000210189399348298	0.000355705137358658
"TREM2+ Dendritic"	"Capillary Aerocyte"	0.991653960920159	0.65587882786754	0.34412117213246	0.047294407073988	6.79803114092065	7.90821302613277	6.13459935694871	8.77346428850053	5.02742885947422	6.39746081822595	8.3620955082689	NA	-0.0866716728989647	-0.604669201912757	-0.0562233302932413	-0.132086493144689	-0.199499956006652	0.0217852422459809	173077453.571701	44520643.878398	66000744.6388954	9585413.84591345	11911984.1821962	32851995.357631	6654544.1108394	269	0.991634090341343	4.87191320204067	0.000225080831656468	0.000379689070653723
"TREM2+ Dendritic"	"Adventitial Fibroblast"	0.991671904694049	0.67554688410712	0.32445311589288	0.0438018306623296	8.47658335546594	9.33877825007526	7.83487619262083	8.06274166567319	6.35426056226621	9.06840399965902	13.1304174473509	NA	0.0951820342398317	-0.461102307394361	0.170945883419589	0.149593464959074	-0.0693987028167996	-0.612477718412286	248756394.223394	65359198.2314859	87320236.0850914	16776688.8766861	24001826.4719656	45915980.2232005	7034104.53838196	383	0.991651812161061	4.86150596428509	0.000230118066097262	0.000386950123883295
"Bronchial Vessel 2"	"TREM2+ Dendritic"	0.991695296438488	0.659965784761821	0.340034215238179	0.021896606824209	27.4776065493651	26.917473748307	29.7633461684285	22.8689818476264	35.8157104347254	25.53873974729	21.6401328421522	NA	-0.521246749861028	0.537538659079679	-0.186692967235084	0.750369615450814	-0.113027709588157	0.910031978885346	714567470.301048	248033569.484359	212275731.878175	36218457.0485593	29378550.5906025	163150061.253478	19867308.7053344	673	0.991674521664895	4.84817022486429	0.000236736593826248	0.00039681562393733
"Lymphatic"	"Mucous"	0.991699553277162	0.526729770103715	0.473270229896284	0.00272790382396382	77.069749211351	112.081224183173	40.7624236775028	46.8748868153095	28.1348064259771	115.170762897613	27.9913361764677	NA	-0.776345714736075	0.792905674287423	0.851398719005137	1.25006056454841	-0.448333539743941	1.58946292774871	1705617077350.62	555062391613.367	502476185189.666	155568935287.215	155010213525.047	309576045303.885	12810642328.5292	593	0.991678577244854	4.84578872422839	0.000237938258892755	0.00039756772371954
"Platelet/Megakaryocyte"	"Artery"	0.991753869068661	0.521485893495896	0.478514106504104	0.0167860921788277	14.4617136832603	12.7590511723339	25.5601143960292	13.6539235525848	13.9736096669032	14.106125795392	23.3278131511826	NA	0.246170933551994	-0.678014127682074	0.486943124075224	-0.124399713001362	0.47228933301952	-1.32697919109792	118071626.296413	64038576.5939403	10502502.2566331	10450708.5466767	4604457.10440056	26387428.3677034	1228685.91493118	354	0.99173353388964	4.81351923429875	0.000254830276689957	0.000424449167483588
"Differentiating Basal"	"Basophil/Mast 1"	0.991785987164	0.42818390380486	0.57181609619514	0	677.683958797665	1503.74948211334	773.999547572496	66.9905734449173	119.635209828997	106.36652562149	0	NA	2.65346889230178	1.20865095847262	-1.85432344573951	-3.35460591255417	-3.21935710020165	7.86469365275924e-05	1766151849682630	455130700717235	567059666599083	155102421250882	125130893430450	360964530376815	84838186995925.8	1111	0.991765124799103	4.79497127567364	0.000265072630408036	0.000440120593885042
"Plasma"	"Natural Killer"	0.991822942771074	0.286535774305667	0.713464225694333	0.000226083906805657	870.611133018062	113.853968500389	489.415323912218	3.82410732800896	2.72394933978235	13371.5263761128	4.37380846970366	NA	1.03267255638836	-0.448686060852521	2.34073190572161	2.07750690544617	-11.1658857201566	1.63236339280606	53896864369010.4	18210592516688.8	22377634463746.8	2774133088230.73	4498020254326.75	2503680646341.56	3044982786565.2	688	0.991802170577701	4.77322210704721	0.000277604045329177	0.000459482557786224
"Plasma"	"Basophil/Mast 1"	0.991827210612491	0.65970621019027	0.34029378980973	0.00307505797604235	75.5137530151269	80.8243141902205	53.5952135222116	81.1334542107494	145.837610325895	134.130353675046	4.31782537736955	NA	-0.0720566882664026	0.501828949076397	0.269506903448572	-1.65574203376347	-1.25122982510203	1.6220521044698	56620089696911.3	18001496213600.1	22801885779134.9	2730921261039.11	4353754030711.1	5173799390319.75	3044982786565.2	659	0.991806556883563	4.77064706275746	0.000279126113599865	0.000460558087439777
"TREM2+ Dendritic"	"Macrophage"	0.991874405558883	0.294132220490864	0.705867779509136	0.00306794256096269	331.959019994021	1798.09156043102	60.6070373683529	14.7977941319322	156.808263264391	265.274573095555	37.9867513264364	NA	-4.01836255301549	0.742684340844445	1.95515247624622	0.133212875433204	0.303074872242306	0.824212026655543	2964093582489.79	386267297006.354	1410754916961.48	203998337509.34	222703898006.098	576004182544.949	136282175706.2	798	0.991853779526101	4.74292577003083	0.000296045352545143	0.000486953103251825
"Natural Killer"	"Alveolar Epithelial Type 2"	0.991879018461382	0.273940110838923	0.726059889161077	0.000170221330290259	789.797591198968	85.9490325873298	366.716886805685	5.02471331030435	3.81988152827495	10080.2125144175	3.81853485411011	NA	-1.63649541583909	0.350057405674419	-3.57107595610272	-3.48013012346658	8.79910097777902	-1.57061096872833	212264100605.77	63721592167.7965	106258714337.208	8768891853.51242	7470616474.71341	12075221657.6332	12349055086.2556	703	0.991858388587406	4.74022023611916	0.000297750148266936	0.000488236267965658
"Proliferating Basal"	"Alveolar Epithelial Type 2"	0.991919842215208	0.419807229874785	0.580192770125215	0.012502107064414	15.7787107418149	18.3990783493941	13.9167742584975	18.862717294973	33.4128114055255	19.2989102984084	23.388546812143	NA	-0.571536838254244	0.00855131921138344	-0.823561013367183	1.92819263530714	-0.589198621317337	0.847823241586155	1037877170.4672	236175181.967683	682733485.43438	20163659.2869324	6127561.35056712	59701651.2427071	28215917.8198789	447	0.991899862071633	4.71587629761888	0.000313534287769146	0.00051252663759167
"Alveolar Epithelial Type 1"	"Myofibroblast"	0.99200936814758	0.629899911582934	0.370100088417066	0.0130386840459848	175.242593633848	324.368457877614	812.774035521465	363.613820483171	89.2058630534573	118.427863606469	1839.76097542887	NA	-0.695371173227563	-5.69548177928655	-0.286348195306804	1.00368273346355	1.09213019763582	-10.8931466750702	5641506175.40113	1128016137.78839	103649127.817447	159589923.590741	1244535422.74277	2944043504.45218	7006596.36168533	546	0.991989105392214	4.66349951596608	0.000350363091725291	0.000570962075404177
"Nonclassical Monocyte"	"Natural Killer"	0.992034410945781	0.307167474456657	0.692832525543343	0	1086.26343074962	304.504680885807	406.647755834027	73.7332689742104	2785.73126634263	8894.00965836766	0	NA	1.27365712312259	-0.351605266972577	1.8383408083904	10.8180198856075	-8.12265975355597	0.000335854330416539	1848663270688729	702008502288114	708185271202660	151217879575422	31568463250566.9	156431295852937	84838186995925.8	1129	0.992014169638523	4.64879103942779	0.000361455815882869	0.000587226679342014
"Proliferating NK/T"	"Macrophage"	0.992040435220498	0.352890887221573	0.647109112778427	0.011609563045719	349.304041471372	3370.0172865854	120.221088201283	32.7237010775482	316.577011333477	536.179272459775	90.6166308870977	NA	-5.87109502202057	0.212452174354903	1.70162135847933	1.74535591379381	0.268349092454494	0.271742713455837	19027039660756.8	1276204351318.82	12066706265135.2	2410788131097.62	243731316013.671	959785648550.555	1888734107975.71	960	0.992020225945398	4.64523712234613	0.000364187897406207	0.000589850336903304
"Bronchial Vessel 2"	"Vein"	0.992052794234447	0.510494130940782	0.489505869059218	0.0108753169931591	59.5718099808788	65.2031139152776	155.900994508913	37.367569429014	37.0248222639601	84.7526495094569	110.898889879162	NA	-0.311540224634284	-1.62312898758066	0.626500690994916	1.21478261190933	-0.286160156658092	-2.36991913822152	4821590671.40886	2156357184.48446	239558188.902439	1572607000.7232	428947169.287538	344882627.176166	28167341.5245964	942	0.992032736670667	4.63789580873796	0.000369896546303643	0.000597264148160011
"Nonclassical Monocyte"	"Lymphatic"	0.992062912667458	0.585673776075616	0.414326223924384	0.000176471809798579	165.86180078638	172.866016381699	70.9568929855543	58.4850000739065	2146.17913268635	144.98428521276	4.47870502180444	NA	-0.15008721473372	-0.845578798471683	-0.518486259757003	7.46187114721588	0.362586556671078	-2.86711827146411	2438596304792.36	969435871403.136	611084297594.613	197474046091.653	43814039162.0222	583946576107.466	15937095223.3702	617	0.992042787390769	4.6319981642279	0.000374546780495312	0.000602928963724161
"Nonclassical Monocyte"	"Plasmacytoid Dendritic"	0.992102309143607	0.0675016260950122	0.932498373904988	0	2497.21145118422	214.295659876437	81.4788265184193	69.6463228581143	2631.3215441391	14595.129099126	0	NA	2.06624541518672	1.55107521895649	1.78690620915222	10.514227386868	-9.76339855836133	0.000543214144989795	2040588331975279	704098835934352	727117768081963	151217879575422	31568463250566.9	325574857485426	84838186995925.8	1135	0.992082234517767	4.60885220828916	0.000393363942135701	0.000631295323549089
"Basal"	"Plasmacytoid Dendritic"	0.992120823563454	0.505256335286593	0.494743664713407	0	4316.60377997857	7394.62879900807	96.9379805654659	0	0	12484.3083578884	0	NA	6.080953441838	0.714470006028037	0.000114723078349921	0.000113097384939027	-11.5862098412509	0.000110633784529237	2125216359979775	607032621016551	763543682963333	157556632992434	129277237327125	363547440838367	84838186995925.8	1153	0.9921007941742	4.59796279996696	0.000402538052119458	0.000644060883391133
"Natural Killer"	"Mucous"	0.992156600657754	0.274902595741256	0.725097404258744	0.00211107669881601	973.290931303575	233.884250696706	433.232307256644	52.7985253759558	27.8434464618837	11737.7837907162	41.5583718416826	NA	-2.07519453344704	0.662222333919383	-1.39952850772948	-0.92077992487545	9.80660884699797	-1.37696337852315	1379319744202187	401943573275222	582319386837668	119128589237596	111686443950814	82931185682646.7	68195091650826.7	1105	0.992136668297223	4.57691572173963	0.000420875045035048	0.000671365630750772
"Adventitial Fibroblast"	"Mucous"	0.992190061218492	0.560463480794882	0.439536519205118	0.016832734775152	79.024487533832	130.36904597143	48.0818643529067	58.5505585998325	33.3476621789277	129.597989039222	38.6375965256057	NA	-0.822324699434459	0.705876858434628	0.775036910361838	1.09267842712314	-0.568147118603318	1.38605032918516	100196273983.006	26695234301.4895	36017127305.5105	9791577971.41912	11128103623.2235	12086900996.9902	3449513407.44596	679	0.992170312174439	4.55717849497471	0.000438822067258342	0.00069788569732652
"Alveolar Epithelial Type 1"	"Basophil/Mast 1"	0.992194219994024	0.669423182175347	0.330576817824653	0.000429506062312989	68.7766034026264	69.2528013725151	46.3611133264125	75.2325407052836	134.639131043782	120.7471298282	0.650397375170679	NA	0.499450892802983	0.902447737990375	0.925579475028725	-0.554631950396396	-0.852276171806772	2.10051993671495	82581744684.9654	27111892055.4795	30073081933.435	4825839693.98371	3754725346.1376	12360781104.7196	3750725629.16071	551	0.992174497421572	4.55472330761123	0.000441106949582744	0.000698939409802879
"Myeloid Dendritic Type 2"	"Plasmacytoid Dendritic"	0.992196207764633	0.465641815680836	0.534358184319164	0	4833.56672531157	0	8840.10894425976	0	0	13405.8298665664	0	NA	0.000106327494532362	6.82135277748266	7.27117377502121e-05	7.17197323644153e-05	-12.0062600151591	7.02144069864067e-05	2202293611940452	803942819628059	643454415681909	157556632992434	129277237327125	363547440838367	84838186995925.8	1154	0.992176368284998	4.55362581155928	0.000442132126655609	0.000698939409802879
