"Partner"	"Pair"	"theta"	"theta_e"	"theta_f"	"theta_g"	"lrv"	"lrv1"	"lrv2"	"lrv3"	"lrv4"	"lrv5"	"lrv6"	"lrm"	"lrm1"	"lrm2"	"lrm3"	"lrm4"	"lrm5"	"lrm6"	"p"	"p1"	"p2"	"p3"	"p4"	"p5"	"p6"	"Zeros"	"theta_mod"	"Fstat"	"Pval"	"FDR"
"Alveolar Fibroblast"	"Alveolar Epithelial Type 2"	0.914553319098367	0.621721163691945	0.378278836308055	0.0325786770868467	4.73209216427755	5.10336216760017	3.82590371087387	5.87148637142965	4.24494149450981	4.32873095235786	4.11812228317413	NA	0.47358484866539	1.38804696000125	-0.715032546697471	-0.586579078905998	0.139699179324104	1.48177302063032	3855494.60833513	1077737.54561285	1803895.20181039	165673.344835586	140021.598319132	433387.069221118	204184.422980327	133	0.914372775601306	54.0787195498574	5.31537272098921e-46	2.80651679668231e-43
"Alveolar Epithelial Type 2"	"Vascular Smooth Muscle"	0.917225952717996	0.648196340666392	0.351803659333608	0.0204565121749587	7.11076330203759	7.69567634583283	5.81117028554084	6.30528725177695	3.43966907229079	7.42271576887013	7.17425149740619	NA	0.232549470943303	-0.93074037422194	1.21137027338027	1.58095580954118	0.593153534876553	-1.09209150839586	10012620.8120107	3064763.83900507	4310232.94821472	442873.685050885	423427.362106889	1190793.26613981	499471.985209879	192	0.917044116720532	52.2389913999972	1.18900206028339e-44	3.13896543914816e-42
"Alveolar Epithelial Type 1"	"Alveolar Fibroblast"	0.920160870075024	0.63542405622877	0.36457594377123	0.0346525489442778	0.974498916969302	0.801948534606877	1.00646592490484	1.07944068124641	1.08125712800745	0.791627927468919	0.772876622252377	NA	-0.420782373798419	-0.815758654356088	0.109288537326769	0.190831128987004	-0.401121942462861	-0.938099646181131	1419377.11912851	463875.776173697	501035.033241494	92618.7534596466	72706.6744884055	214682.231205236	62016.0605810302	10	0.920061800819418	50.173590481574	4.05106993508432e-43	7.1298830857484e-41
"Alveolar Epithelial Type 2"	"Capillary"	0.924267522424006	0.629456496678373	0.370543503321627	0.0365364913062285	4.21546665173606	4.83936813525329	3.26531633355253	5.34864786974731	4.34576053678258	3.81781423521639	4.03722674840585	NA	-0.393785249276888	-1.14672985659484	0.681371086184926	0.67374564646634	-0.0512151822232121	-1.37645014276901	4702299.91178633	1296165.10288787	2249416.75340923	186528.281110589	166654.494115688	524928.192286285	242126.496877106	133	0.924107751668669	47.4255773118741	4.73426428126602e-41	6.24922885127115e-39
"Alveolar Epithelial Type 2"	"IGSF21+ Dendritic"	0.92582172133202	0.607800624266537	0.392199375733463	0.0381180647449257	9.42469139109748	8.90999856373878	7.63838787741847	9.05009155250634	9.06085705695916	10.4583815248383	10.8465841439063	NA	0.256209950083839	-1.0412404354057	1.56100961276468	1.12006280788719	0.493172743581178	-0.971148485737638	74377711.1313803	30855970.5762904	20000573.1669121	9120135.4008556	4105623.34998804	7155159.13098692	2463472.96971532	411	0.925654341932706	46.3814784161192	2.94899827188357e-40	3.11414217510905e-38
"Proliferating Macrophage"	"Vascular Smooth Muscle"	0.930353905191229	0.55449666312212	0.44550333687788	0.0112628706655877	5.47317036949228	5.33735077989268	4.68710819417789	3.9540835324858	3.14008340846343	7.39003909549424	5.16579224103364	NA	0.244597748189194	-0.830125374513129	0.896099350347418	1.62983120281809	0.403507830218074	-0.437873258516573	110260160.343145	29773837.7355881	57359263.9260182	3139081.58311398	2164539.42104419	11814848.8827364	5257551.23235868	197	0.930201752479535	43.3316459089934	6.58651876258319e-38	5.79613651107321e-36
"Alveolar Fibroblast"	"Proliferating Macrophage"	0.934901646548764	0.512029394150267	0.487970605849733	0.0121374594903135	3.67598326206998	4.08420056580734	3.22064909664139	2.96266414155118	2.68664360792698	3.91174909195782	2.71114468734689	NA	0.493753335594254	1.32317143076127	-0.357723446894067	-0.607201538964173	0.365509722819673	0.853388093071737	43101298.3276254	10470099.65213	24005686.5182603	1174290.01347535	715783.382186968	4299993.01824936	2149289.84298804	138	0.934765001070772	40.3010198586638	1.56996646873091e-35	1.18420327927132e-33
"Alveolar Epithelial Type 2"	"Capillary Aerocyte"	0.935401677264225	0.593536025518872	0.406463974481128	0.0316294781694787	5.23253810309919	5.68778124852507	4.52371954776933	6.12072077853154	4.73363750843903	4.24273420347488	5.47429491631428	NA	0.0981664789251575	-0.71660148807954	1.09861191037565	1.11428852084876	0.553628925976817	-0.589325961943882	10565925.071171	2882769.95613103	4967596.50587283	411799.693732632	369417.066587588	1259186.60310726	590946.190936657	163	0.93526030617084	39.9738482011841	2.85198650555588e-35	1.88231109366688e-33
"Alveolar Epithelial Type 1"	"Vascular Smooth Muscle"	0.935842517060279	0.682583750601146	0.317416249398854	0.0429256155263825	2.75783670464552	2.46877793181695	2.74832856994282	1.8219106036597	2.0237431492194	2.9706189227621	3.33192155323142	NA	0.286263574216483	-0.381043651250611	0.622557219815256	1.21020693016673	0.339238625047767	-0.573325275245845	3758620.53354255	1319124.22499778	1197174.70633549	247586.047654194	219866.047493784	589870.287866465	151702.487590289	69	0.935714017534251	39.6744550655842	4.92998501689282e-35	2.89225787657712e-33
"Alveolar Epithelial Type 1"	"Capillary"	0.935975753914944	0.689381837759471	0.310618162240529	0.0589255656113365	0.726819192149063	0.675261861444343	0.622191576083956	0.908009688426934	0.863194919248374	0.625986034809539	1.00277585788609	NA	-0.336286225354641	-0.559847741873422	0.0757556008575629	0.278404910278196	-0.308986957095755	-0.822884181740942	1721859.09889336	557890.550996314	624779.419939298	104277.588519613	86535.8930418925	260027.960098307	73540.0442376055	10	0.93591804190865	39.5399189388233	6.30666418955098e-35	3.32991869208292e-33
"Alveolar Fibroblast"	"Pericyte"	0.937221732557777	0.676173494487264	0.323826505512736	0.0231978601366054	0.434494712606723	0.397147357539465	0.412879279661859	0.482637604778417	0.256661021428408	0.496218571500231	0.266863849851781	NA	-0.0316227094283097	0.239934330296407	-0.342075312610297	-0.383479890786788	-0.0319864849733602	0.16771283260223	694296.093988621	229708.060199349	236602.060675845	49219.0806081726	40063.5594225945	106360.320253284	26223.3032082662	1	0.937228001438401	38.6775112413199	3.07249978421744e-34	1.47479989642437e-32
"Alveolar Epithelial Type 2"	"Pericyte"	0.937743095027013	0.595496756509645	0.404503243490355	0.0308956144245239	3.73316803564188	4.46322207887607	3.02372172735247	4.61505910931587	3.82286980536808	3.21199178828598	3.35849099476685	NA	-0.494112434522642	-1.16291204882145	0.400373366478502	0.227464141160748	-0.155757585887783	-1.32435103281835	4094118.91686954	1082913.59699416	2044646.24504152	144988.512139614	123522.2860002	435899.19855636	230855.840414055	132	0.937611677393031	38.425375658762	4.88915279646261e-34	2.15122723044355e-32
"Proliferating Macrophage"	"IGSF21+ Dendritic"	0.942487791801784	0.615194373048989	0.38480562695101	0.0243616184020229	9.1346755364516	8.84544943565269	8.34771227636962	7.37507532534397	7.99826805528799	10.1206113822933	9.94216367333827	NA	0.329002231256144	-0.885995610371158	1.34397256606516	1.25410390359249	0.390969417448418	-0.313448430359417	754331734.067205	299762301.231923	266161520.441192	64643373.5818877	20987740.4823103	70992275.7109519	25931054.6563822	416	0.942355768429425	35.3247243185704	1.57001035396518e-31	6.37665743764319e-30
"Platelet/Megakaryocyte"	"Alveolar Epithelial Type 2"	0.943600735382917	0.605420288260555	0.394579711739445	0.0234858863142307	4.27095178338283	5.32686647761863	3.33247054651826	4.90828120203891	4.09666910283111	3.98757618934185	4.22982088226341	NA	-0.271734428981236	0.482876019244706	-1.18091703362454	-0.988294698782176	-0.574756234894247	0.503655255617539	18350189.7652564	4879294.98572734	9279694.09288601	597390.664668581	449305.046147661	1812446.70315853	1190798.38149427	135	0.943478763181561	34.5953196734237	6.20272611992832e-31	2.33931385094439e-29
"Proliferating Macrophage"	"Capillary"	0.944597048602511	0.525058174753466	0.474941825246534	0.011265003507684	3.11071440773241	3.6342880582794	2.60589953830858	3.21766356854026	2.17178948156349	3.14180868457783	3.4948296113871	NA	-0.426581983902015	-1.0975052702412	0.309184141694072	0.681297857441678	-0.290793278885011	-0.757121378542485	52799506.555732	12592098.9280673	29934551.2849484	1322109.46761689	851929.408653853	5208248.52012751	2548676.40175656	138	0.944482357555942	33.9449353575706	2.12276566503101e-30	7.47213514090916e-29
"Platelet/Megakaryocyte"	"Proliferating Macrophage"	0.94726537801363	0.489668624587275	0.510331375412725	0.00657388685613034	2.53403662273225	3.06474224006602	2.19186731046307	2.20838630598012	1.51807359038412	2.61031381911041	2.12965336407607	NA	-0.203034956073966	0.457270576532737	-0.753451103046492	-0.946244944222962	-0.290935059335392	-0.101169690764565	209307885.17284	47401804.7721013	123491335.392215	4234295.45869247	2296824.84292355	17982788.8809355	12534603.9087361	140	0.947160049603861	32.2163882183462	5.72170855512599e-29	1.88816382319158e-27
"Lymphatic"	"Alveolar Epithelial Type 2"	0.950025547180903	0.598787018102358	0.401212981897642	0.0135087243426444	7.11977107292788	8.13485358191317	6.25587501447172	7.75269606118752	5.39214107421571	5.25322446220245	10.3896500354651	NA	-0.337066419976152	0.624990677301598	-1.14786633524775	-1.10311186877593	-0.613551254856016	1.389277841734	250594806.536428	87996081.2853952	91689328.2795729	11451215.6823993	10368508.6027006	45075918.4999826	2319805.19383034	191	0.949911546397663	30.4503492053515	1.71865010021462e-27	5.33792501713716e-26
"Proliferating Macrophage"	"Lymphatic"	0.950175929384867	0.580842967412661	0.419157032587339	0.0100889303448457	5.15534139774333	5.75391717152198	4.77483839512998	3.22823851820858	2.6457316279084	4.18579599479524	7.6914268480831	NA	0.363610325617712	-0.533018454058681	0.87548087206577	1.18888658636675	0.452872618476651	-0.755710515866148	2696162773.63511	854872082.545028	1220173582.9999	81166033.2646664	53003295.5270279	447235620.549193	24418776.2613549	196	0.950065156662016	30.3520564522457	2.07926436882039e-27	6.09917548187316e-26
"Alveolar Epithelial Type 1"	"Alveolar Epithelial Type 2"	0.950908249888379	0.581077244401979	0.418922755598021	0.0248430642230131	2.86712551014125	3.40007865625397	2.35938006566787	3.33774230634209	2.70250680461997	2.84041907278581	2.78721706801694	NA	0.0547542125620576	0.600839236998276	-0.622127110178228	-0.405531228456109	-0.267549572588379	0.564835788021272	8505209.181943	2186851.36646391	4329799.14217651	272834.337708252	224166.169200017	879837.634033113	545956.002220563	141	0.950807288368988	29.8776256099582	5.22277835619475e-27	1.45138261687938e-25
"Adventitial Fibroblast"	"Alveolar Epithelial Type 2"	0.952253289727748	0.584669598332861	0.415330401667139	0.0293812587749322	9.00719036399088	9.21505389330095	8.40905199984495	8.50619482227141	5.25241404613088	8.99479245365748	10.5281937472492	NA	-0.252364577608808	0.58267314454428	-1.27106787289048	-1.34064543258096	-0.644975207266977	1.21827877396146	14773260.4094705	4232093.62230184	6572224.32930953	720744.607621961	744349.90782393	1759917.06245514	624652.450171036	277	0.952142567037789	29.0258695188435	2.74789149597927e-26	7.25443354938527e-25
"Vascular Smooth Muscle"	"Pericyte"	0.952396822530876	0.678547630069825	0.321452369930175	0.0291230654482946	2.05805477901531	1.86768640558612	2.0397909386726	1.21564553321853	1.45983792287333	2.71736080468051	1.7230930258699	NA	-0.740103497039835	-0.193147346841604	-0.858484093757278	-1.40839311566772	-0.774051049171087	-0.194260591005397	1844126.17392872	653221.147665073	565337.71835362	131571.168707858	121152.789902156	292240.267735041	64146.9369749879	60	0.952305845613273	28.9218802339938	3.36744430168951e-26	8.46671710139078e-25
"Proliferating Macrophage"	"Capillary Aerocyte"	0.953101442227489	0.520229657243714	0.479770342756286	0.0128403463213631	4.401337857399	4.91467031033877	3.78287941216258	3.8101647449291	3.54414466284829	4.44389978267415	5.74662426075755	NA	0.0688058305084204	-0.661182261064794	0.72959003827551	1.12367221258929	0.317628598855428	0.0317246063603092	118427764.600811	28005787.5293703	66107257.4224431	2918829.63057414	1888441.50141031	12493435.9757555	6220428.70554823	168	0.952998518696165	28.4811250226319	7.98359967950335e-26	1.9160639230808e-24
"Proliferating Macrophage"	"Pericyte"	0.954353249793562	0.488445696829825	0.511554303170175	0.0096461987842983	2.60023966324774	3.11309894821188	2.27033249575661	2.18822696673585	1.84477343317464	2.75516180797408	2.21863255047431	NA	-0.550924392897362	-1.13237817770125	-0.00685498735120227	0.202873528810414	-0.423642442866721	-0.716663157913269	46441405.0862992	10520384.412077	27209527.8871772	1027676.25077626	631439.725799848	4324917.93957176	2430039.00960752	137	0.954260748630659	27.6796001388328	3.86024065730366e-25	8.86176985676666e-24
"Platelet/Megakaryocyte"	"Vascular Smooth Muscle"	0.956984272604932	0.674676284909132	0.325323715090868	0.0396982120165992	2.02577598338203	1.70331822407347	2.08274920601645	1.20290151742264	1.7735587269857	2.68383649021734	2.01838035504425	NA	0.0105804668978352	-0.452865730057874	0.129314170171144	0.696573033803046	0.0849379572184848	-0.596211767377396	8108738.19630663	2943225.2759778	2565803.79036925	542107.693676608	440686.14353379	1215120.17351887	330882.114962425	63	0.956901919166839	26.0092797663809	1.05668523398153e-23	2.32470751475936e-22
"Ciliated"	"Vascular Smooth Muscle"	0.958054142491734	0.651443987620593	0.348556012379407	0.0433226547489145	5.59317948273018	6.51991963167715	5.17135869198959	4.87403892281765	4.2495498340928	6.9145904967962	3.18874380411083	NA	0.0137527496404181	-0.634835923652173	0.536601246493302	0.594355349367209	0.273891490606449	-1.00024631329967	21941536.7078044	5817315.4186538	8271679.77503524	1090816.91876166	1599414.54450505	2439694.64672811	2473706.40805706	199	0.957959343094898	25.3431291241422	3.99360024018929e-23	8.43448370727978e-22
"Alveolar Epithelial Type 1"	"IGSF21+ Dendritic"	0.964120900203908	0.597343265538841	0.402656734461159	0.0341696251859866	6.87335459825018	6.38922344364501	7.3900647530015	5.40092874203053	6.06524429001596	8.35128630264151	9.62391653373714	NA	0.43525463819621	-0.441987325536615	1.19150433690069	0.932711434872494	0.389467191211707	-0.407173820993824	30660007.1998729	13280911.8128387	5555194.02206723	5098560.50198488	2131858.39943945	3544373.23113826	748220.097790298	288	0.964037951670433	21.5421035642526	8.74986746795784e-20	1.77689616272375e-18
"Proliferating Basal"	"Vascular Smooth Muscle"	0.96456068496524	0.612959529491781	0.387040470508219	0.0168902708673247	11.5824585462711	11.9279483724677	9.63660786103112	10.831890852585	28.0870982776721	14.2092898761299	10.1254928047712	NA	-0.171616187941092	-0.822410733966648	0.630447715115597	3.59203314792213	0.195528345580165	-0.208643716093838	405796259.578245	142462541.64982	188773481.884761	18297699.4429333	6010017.92434952	40025828.4511091	7840237.8680865	375	0.964476429563761	21.269770876044	1.52878743299759e-19	2.98962875786196e-18
"Adventitial Fibroblast"	"Proliferating Macrophage"	0.965358858618945	0.493922028288398	0.506077971711602	0.00937887380414196	7.0553305045663	7.20340418466427	6.63825684126111	4.4970668879165	2.82773557919456	7.5587093898452	9.88842428678879	NA	-0.254172456250773	0.507468846795931	-0.950402878288182	-1.39163962759015	-0.447019907988148	0.582402477935233	162605211.514363	41114315.951058	87461154.5164876	5108626.22974507	3805079.3659593	17461598.6924935	6575228.15381247	282	0.965278520390486	20.7722433550083	4.24738587037882e-19	8.00935621271434e-18
"Ciliated"	"IGSF21+ Dendritic"	0.965509866395808	0.650626583073886	0.349373416926114	0.0662554187468201	9.73371341113437	9.5073364387184	10.8573073477479	5.8769363873931	6.80916707989131	12.0486035973058	12.3784851271428	NA	0.141634590469811	-0.69531905790046	1.06552289575993	0.319004299519248	0.299278208208472	-0.832898204981335	163740178.393554	58568595.4351554	38382690.3421504	22463285.4298114	15508194.0561336	14659474.4232514	12200702.0447793	418	0.96542839969219	20.6793666565344	5.14175441860261e-19	9.36153907938682e-18
"Proliferating Basal"	"IGSF21+ Dendritic"	0.966885664525373	0.552526430923998	0.447473569076002	0.0138149284017845	17.2621229182768	16.4043230075191	16.1761370409353	17.6068286233393	25.2469064870678	17.9202843647446	18.7852310702186	NA	-0.0541182721364186	-0.895680781980338	1.1253897863765	3.13026683968951	0.201249471097647	-0.101402666631733	3046068072.79884	1434309533.87828	875956794.393856	376806078.294171	58274150.7333841	240504527.579049	38669264.0149852	594	0.966805714102592	19.8272253199238	2.98328567810569e-18	5.25058279346602e-17
"Platelet/Megakaryocyte"	"Alveolar Fibroblast"	0.967237233176879	0.669355621107932	0.330644378892068	0.0442763791665453	0.687713497404852	0.630550077528398	0.648268388463005	0.55944305972621	0.854452655263777	0.806018480023732	0.689152023977716	NA	-0.705105749629766	-0.89631916631787	-0.394808087544841	-0.334266302320362	-0.664389420961779	-0.968093625352187	3061400.55040037	1034997.98083878	1073826.21817483	202795.510106205	145728.839694395	442240.803443517	135264.791056747	4	0.96720786209254	19.5788750158628	4.98844040909894e-18	8.49644043872336e-17
"Plasma"	"Alveolar Epithelial Type 2"	0.969615412950652	0.580069524797975	0.419930475202025	0.0358108987121672	7.09825735116208	9.35857281920705	5.45593710217831	9.89310105153397	7.06418147438342	7.20633997928726	8.66294140416982	NA	-0.505012184512115	0.205327437315816	-1.29937709310589	-1.47096214578863	-0.607350048619157	0.0421781369418166	6008980561.12128	1452004770.17798	3282922106.38846	154395740.60404	259929628.063899	368269883.268367	443228002.618673	249	0.969544585850695	18.13988562864	9.95518342177869e-17	1.64260526459348e-15
"Alveolar Epithelial Type 1"	"Capillary Aerocyte"	0.971077422245265	0.654163894302477	0.345836105697523	0.0553407842861479	1.65203184748045	1.71106491259946	1.60655133593258	1.54077909630362	2.01985960838581	1.248897764741	2.02400427602443	NA	0.153414514303235	-0.135145047465565	0.492860910370954	0.719035117582905	0.294218231345102	-0.0383035993276298	3879796.64594561	1240791.09647245	1379758.57907512	230214.307234704	191821.02427962	623749.550129947	179485.556451031	40	0.971024519552945	17.2321025172633	6.6643492064076e-16	1.04884592003938e-14
"Alveolar Epithelial Type 1"	"Proliferating Macrophage"	0.97109446473452	0.471337922905294	0.528662077094706	0.00732162668434209	2.54651389360696	2.90660223113055	2.26761529459132	2.24430681321611	1.57911124833766	2.96262003455187	2.71182819141381	NA	0.142009094097541	0.591728208806105	-0.172473193011118	-0.34001761180438	0.0341837761660537	-0.0272659446818971	97054515.6905142	21245016.3070582	57619644.8606377	1933845.41382871	1145926.2048715	8729599.82478193	5746852.15044083	146	0.971034902301308	17.2257435716259	6.75393206085968e-16	1.04884592003938e-14
"Pericyte"	"Capillary"	0.971429317326155	0.656499488375469	0.343500511624531	0.0376457363170353	0.349968104291205	0.337785045198053	0.342913615870459	0.343285718504895	0.232529871732489	0.357418013048153	0.497569970070683	NA	0.115564739220959	0.0166248500158804	0.307599638298765	0.469969736169009	0.123661366037188	-0.0520907247355243	841600.570560065	276263.523243178	295037.449315938	55414.7712343039	47683.8738322988	128826.018602463	31096.1847612412	1	0.971446881548645	16.9735353374126	1.14741344352066e-15	1.73095513765403e-14
"Proliferating Basal"	"Lymphatic"	0.973184207940368	0.599301439248767	0.400698560751233	0.00286030891224351	9.92679576897639	10.0502229248039	8.16676469893472	11.4476253074166	20.1184585689217	11.3974583302491	8.05876025869694	NA	0.00109196101616704	-0.487219502128893	0.670042286972578	3.17838553410137	0.295255413734178	-0.491146841339394	10335127322.2264	4090411546.7543	4015679421.26633	473116624.187486	147167916.218112	1515125280.31432	36414103.4248594	374	0.97312028137015	15.9512974901979	9.90556874065658e-15	1.45281674862963e-13
"Proliferating Basal"	"Adventitial Fibroblast"	0.973971971669887	0.583157265057636	0.416842734942364	0.0249237251452377	12.3114871079526	12.7094261432677	10.6512109748646	12.1118837221637	21.0829246642037	14.0421147726579	18.6954435673196	NA	-0.164638465243982	-0.495285999231193	0.6763889503214	3.32965523358684	0.232857540125724	-0.357288231137999	597405007.369421	196724721.905111	287840978.730713	29778170.730253	10565109.1269828	59155640.557459	9805202.17198182	460	0.973909317103077	15.4705141092174	2.74131581489482e-14	3.8752809498628e-13
"TREM2+ Dendritic"	"Alveolar Epithelial Type 2"	0.973983698986071	0.494743381206566	0.505256618793434	0.0249792688093282	7.23698916598758	8.70498566043317	6.71414606914998	7.1068566432375	4.93871545896983	7.62973109418563	5.13678448666579	NA	-0.178016461996436	0.128101671287176	-1.17711641175599	-1.27112546819849	-0.762323847993002	0.641899330074648	380307012.737041	78466094.0734675	207115920.027151	11359980.4882808	13920600.5792235	46339787.9208141	20241674.9915221	370	0.973922686072668	15.4623747024482	2.78902795634065e-14	3.8752809498628e-13
"Alveolar Epithelial Type 1"	"Pericyte"	0.974170236244731	0.622879660294126	0.377120339705874	0.0432955466442129	0.559123390884487	0.578417695902095	0.548670502683373	0.47412147774284	0.557731639459061	0.432679891950266	0.799733502496696	NA	-0.447834740408658	-0.573858437174678	-0.226846606693058	-0.186454135655537	-0.428745368019338	-0.769222471843579	1477743.18197165	466103.632910988	567904.054694168	81055.0138506978	64139.3524148422	215926.637347153	70116.8560051326	9	0.974156001318395	15.3203617534185	3.76922936982732e-14	5.10295668530468e-13
"Plasma"	"IGSF21+ Dendritic"	0.9745956103388	0.549702579341083	0.450297420658917	0.0230313353510759	7.37149465527283	7.79036803019695	8.02268434629216	6.46537294454273	5.27337198397427	7.408289152008	5.78436099568393	NA	-0.0100865400174115	-0.73231459124639	0.671991603437151	0.0421306002847209	0.169377257093327	-0.836108198814133	20695676651.2498	8818133504.76423	4212035861.58828	2885252755.68586	2471974976.54857	1483553175.72342	607433745.785185	396	0.974535922772306	15.0892589168151	6.15620524501668e-14	8.12619092342201e-13
"Vascular Smooth Muscle"	"Capillary"	0.974737003362411	0.671744705632313	0.328255294367687	0.0399668096115021	2.02397308797915	1.76836538478913	2.32400978359136	1.3001111143967	1.32640905357955	2.41876067089338	2.61582102491091	NA	-0.61898323448633	-0.168565837899813	-0.54631860837563	-0.937279577072122	-0.645317693195734	-0.238217161615747	2175610.70413702	781855.965630095	621956.066034773	169266.816940338	163457.604013379	351928.051172088	67278.6666661464	61	0.974687498764036	14.9971068690344	7.48757561550303e-14	9.6425364024039e-13
"Proliferating Basal"	"Alveolar Fibroblast"	0.975010015612759	0.560473221508581	0.439526778491419	0.0255867413833647	11.0667709248532	11.2225586577754	9.64191242544799	10.9861669698615	26.2140643980323	13.3306663454594	13.8357803096364	NA	-0.908485231472613	-1.30182909541966	0.0914733964154744	2.58435195928362	-0.571537726459791	-0.609453111265529	156606026.162655	50097572.9435933	79004448.7832161	6844933.83064451	1987430.17339917	14567328.3338308	3205093.56385838	316	0.974950041921349	14.8375590889398	1.05111243402508e-13	1.32139848848867e-12
"Alveolar Epithelial Type 2"	"Vein"	0.975585983930161	0.618275621412401	0.381724378587599	0.0226443668119472	62.1118033173928	61.1429845042399	127.164175148101	32.683871060473	39.4472216111986	87.3177321358873	86.2175986686479	NA	0.100817413621659	-2.25765263952676	1.37584053388513	1.14466562191868	0.212670279490308	-3.70157762989553	1759198596.21023	682169458.132259	233735219.073659	493250853.287247	203250401.847612	97957596.0813559	28698108.0815942	639	0.975525381047911	14.4882251389902	2.2110379223665e-13	2.71494889071979e-12
"Proliferating Basal"	"Vein"	0.975603896450647	0.573670459979237	0.426329540020763	0.00572806809153741	57.490082682449	53.7919583992834	111.352228194425	33.2200183828747	35.6569900681245	77.4382047082113	50.8750296458704	NA	-0.160588512975112	-2.1016911203139	1.02633551846878	2.99261167993704	-0.0211736630991594	-2.8901544381335	69594503673.1017	31709978303.8913	10236804291.96	20379074594.1102	2884883376.82586	3292623537.37147	450475703.115179	822	0.975543371316369	14.4773084658056	2.26306646850279e-13	2.71567976220334e-12
"Proliferating Macrophage"	"Vein"	0.9757456979367	0.626989953648922	0.373010046351078	0.0217403060560064	57.0460524754668	50.2915369322606	107.422249794485	23.510462217813	29.9763857776981	75.9418537798619	64.4674817755896	NA	0.290671523278311	-1.88499113394902	1.30292611265422	1.38766917845996	0.263832331332317	-2.768532407482	15702727763.2614	6627199948.03822	3110476923.34232	3496154144.33881	1039005852.03837	971918659.205342	302082555.135395	644	0.975685519346247	14.3910657898297	2.71966938984391e-13	3.19107875075019e-12
"Alveolar Epithelial Type 2"	"Artery"	0.975864152153644	0.513483913328969	0.486516086671031	0.0226699644609467	19.8097111739301	18.1943468914555	28.1477338378498	16.8820778603291	15.74573937871	17.5326659733803	30.4808142745382	NA	0.219003727934189	-1.31376663219181	1.19135093145733	0.424190521883671	0.682535648941611	-1.93712047666947	125885672.046756	66683007.7358801	17642904.5101398	8537683.30434449	4424130.76575701	25859147.6759149	1854721.56208801	483	0.975805126665879	14.318518261037	3.17457803988835e-13	3.64386348926315e-12
"Plasma"	"Proliferating Macrophage"	0.976075416576471	0.485718330420718	0.514281669579282	0.0123169191661277	5.48263982431668	7.01000794060361	4.45258698598769	5.67119041887454	3.5061823412779	6.1224946409952	9.120540158689	NA	-0.420096710286424	0.189739122225617	-0.843473101272123	-1.41050796153341	-0.300023549406173	-0.56412656791088	68989827115.7725	14106063856.6569	43688124936.9343	1094354535.39241	1328747211.42757	3653911340.11325	4665514784.38673	254	0.976020332886684	14.1880302291825	4.1933515945307e-13	4.71082902534513e-12
"Alveolar Fibroblast"	"Ciliated"	0.976101602790646	0.625855341352802	0.374144658647198	0.0458689498818252	4.79749341691744	5.83504059189348	4.37529852198913	4.78927025804212	3.51086442433151	6.13125725366278	3.14169956805058	NA	0.717847151387431	1.10318448470779	-0.000569467635403997	0.44263397094104	0.48887455540551	1.4015753822813	8438359.56062233	2045684.29109077	3461818.3370526	408060.568136324	528904.36693113	887922.482268896	1011252.54370298	140	0.976047255833482	14.1717098327645	4.34194946682916e-13	4.77614441351208e-12
"Proliferating Basal"	"Artery"	0.976562652006276	0.442129696134222	0.557870303865778	0.00180985673641143	15.1144295396912	14.1876767019966	16.5945871697779	12.7952410200753	21.4787913277018	16.3121374996635	4.90054369907686	NA	-0.0362117975207233	-1.13623258819009	0.843088001922506	2.5220068523588	0.461167717899764	-1.04530417873242	5215610285.48678	3099694223.09289	772698959.651109	352741579.17939	62794962.2092531	869196894.372211	29113661.3392413	666	0.976505693132883	13.8939482735065	7.85701078598204e-13	8.46632998979289e-12
"TREM2+ Dendritic"	"IGSF21+ Dendritic"	0.976751389799185	0.619241864376057	0.380758135623943	0.0195184474388619	10.4065056175967	10.9366276418261	9.4547667820899	10.4023726146869	9.67522528931446	10.1185070159278	9.63057001822186	NA	0.179723050203807	-0.901411262323829	0.64602554904765	0.0977083788418471	-0.103265647055498	-0.364785161445607	1315285318.65366	476530454.54693	265732677.897713	212288336.971727	132387279.38282	186677061.18715	27740748.3020537	517	0.976695636482211	13.7789403174668	1.00462836561656e-12	1.06088755409109e-11
"Classical Monocyte"	"Club"	0.976958175949855	0.27962594083771	0.72037405916229	0.00301727277174302	879.534286331151	174.911434447909	511.424344662246	3710.25553917896	1154.62150395037	853.795024925068	542.362550268245	NA	2.12136744516936	1.23920912618476	-9.63038233494932	7.64494082076531	6.09790747068597	5.68282250102728	358238401377946	214915509750872	70330978030658.2	61175729296414.4	823379109790.964	5154150060086.51	3565601657541.47	1127	0.976900522352457	13.6549350196123	1.30969170597714e-12	1.35591611912927e-11
"Proliferating NK/T"	"IGSF21+ Dendritic"	0.97719753855419	0.692337335015855	0.307662664984145	0.0385612133180402	25.5718722006953	30.5495105209551	23.7430050823009	22.8227128679945	49.530411768072	26.2305896779993	18.734208528067	NA	0.422365650961279	-1.11157923345895	0.434198684877885	2.04978140738813	0.324603554387152	-0.535795202804555	7277605248.75244	1574428496.38584	2272909440.67434	2508756734.93397	144887117.452074	311056707.000627	384458915.682503	679	0.977141413230413	13.5092045336705	1.78893034033413e-12	1.78263147421593e-11
