Mixture	Capillary Aerocyte	Capillary	Capillary Intermediate 1	Capillary Intermediate 2	IGSF21+ Dendritic	Myeloid Dendritic Type 1	Plasmacytoid Dendritic	Myeloid Dendritic Type 2	B	EREG+ Dendritic	Macrophage	CD8+ Naive T	CD4+ Naive T	CD4+ Memory/Effector T	Vein	Artery	Pericyte	Vascular Smooth Muscle	Club	Mucous	Alveolar Epithelial Type 2	Basal	Lymphatic	Proliferating Macrophage	CD8+ Memory/Effector T	Proliferating NK/T	Natural Killer T	Natural Killer	OLR1+ Classical Monocyte	Basophil/Mast 1	Classical Monocyte	Intermediate Monocyte	Nonclassical Monocyte	Airway Smooth Muscle	Ciliated	Alveolar Fibroblast	Myofibroblast	Adventitial Fibroblast	Alveolar Epithelial Type 1	Platelet/Megakaryocyte	TREM2+ Dendritic	Differentiating Basal	Proliferating Basal	Plasma	Bronchial Vessel 2	Bronchial Vessel 1	Lipofibroblast	Mesothelial	Basophil/Mast 2	Signaling Alveolar Epithelial Type 2	Proximal Basal	Neuroendocrine	Fibromyocyte	Ionocyte	Serous	Proximal Ciliated	Goblet	P-value	Correlation	RMSE
GTEX.13OW8.1726.SM.5L3GO	0.00000000000000000	0.02532631496806536	0.05367015462477701	0.00000000000000000	0.02065891454285286	0.00299054227566297	0.00047999749825349	0.00000000000000000	0.03576338812837753	0.06265650330374450	0.06828962788355453	0.01745643570313361	0.00000000000000000	0.00000000000000000	0.03827602253231060	0.00930871415288449	0.03055145914986002	0.00000000000000000	0.00122058950828593	0.00000923787653591	0.04330064102092001	0.00384485476307247	0.00336634037434063	0.00000000000000000	0.06423468477260004	0.02822641581177909	0.01319864554143328	0.00708900298635479	0.00000000000000000	0.00000000000000000	0.00854431346911376	0.02015772580707654	0.00000000000000000	0.02932175757602296	0.00039525363230718	0.04214020173873591	0.01787702873087512	0.00477079036751984	0.00476260092626455	0.00031539753313188	0.17209478014037533	0.00000000000000000	0.00735158777644868	0.03286234146972399	0.00825037660624342	0.00000000000000000	0.01852525910963864	0.00027738488628345	0.02418139921680236	0.04932803269451227	0.01105124239275519	0.00190362470988310	0.00000000000000000	0.00021211835674630	0.00855841854688930	0.00347242510860557	0.00372745178524549	0.00000000000000000	0.96564596723607388	0.47681273479792796
GTEX.13PL7.1726.SM.5J2NX	0.00614352908388502	0.00000000000000000	0.00354571482316104	0.01279574072488698	0.05029654276280173	0.00000000000000000	0.00565105122767013	0.00000000000000000	0.02417832762818174	0.02448082710206382	0.11322973400927225	0.01338619996976119	0.00000000000000000	0.00000000000000000	0.01205161831027726	0.00952019509267411	0.03357342253510604	0.00000000000000000	0.00541495379370032	0.02461874200554867	0.03052382792602977	0.00659190785651914	0.00617703449056628	0.00000000000000000	0.13616642421308808	0.02638731563007884	0.00262785394519853	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00472488641450032	0.00714044222300893	0.01478827079018180	0.04790873940774860	0.02176061818567996	0.04980162064021501	0.00512739226855448	0.00579539041923243	0.03709082509653541	0.00285179319065002	0.03897862380324873	0.00000000000000000	0.01929493185158964	0.00468693725743192	0.01204661811638833	0.00000000000000000	0.01072241538499957	0.00000000000000000	0.01378348116622100	0.09071768094482442	0.02631253524800394	0.00065510872109338	0.01904667108879427	0.00000000000000000	0.00926317584459582	0.00970903756025996	0.00043184124577136	0.00000000000000000	0.87266935937496326	0.57767816786591741
GTEX.13PVQ.0926.SM.5IJFD	0.00000000000000000	0.00630248314551009	0.01354197910284213	0.02194240875983790	0.00480145610626693	0.03013065864513138	0.00849224086808437	0.00000000000000000	0.02244442755368022	0.05075608187176939	0.13172008650960379	0.00589678995226950	0.00000000000000000	0.00000000000000000	0.03234426302634620	0.02397622000233708	0.02092087623657534	0.04343572092895897	0.00648852543310766	0.00000000000000000	0.00173337251162092	0.00383236396520550	0.01624233010821339	0.00000000000000000	0.05384240749926508	0.03561927707945010	0.00000000000000000	0.00000000000000000	0.02712439744324795	0.03004783485509575	0.03199676013225499	0.00000000000000000	0.02544917431365827	0.07180522388620031	0.00253156240524240	0.03304432608140500	0.04884781422557501	0.02831327188068179	0.01347738863608855	0.00039534850520988	0.02790510888812394	0.00000000000000000	0.03819701516906425	0.00680265073453427	0.00138193610843685	0.01547196043420260	0.03140424635190961	0.01927385495247134	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00294832284858666	0.00000000000000000	0.00158419736768105	0.00000000000000000	0.00102531036685992	0.00650832510739401	0.00000000000000000	0.89486128733655823	0.66865966191672666
GTEX.13QBU.0726.SM.5J2OA	0.01950178416125011	0.00000000000000000	0.02286901773438144	0.00000000000000000	0.01583386217109337	0.00354976654918020	0.00585370854554244	0.00000000000000000	0.00664387444825386	0.03497506982181395	0.13517173244182834	0.00455445854945479	0.00000000000000000	0.00000000000000000	0.02872512190736417	0.00339325876732846	0.02388053653519413	0.00000000000000000	0.02227956068741258	0.00000000000000000	0.02061631666491212	0.02809476752278322	0.01156390531897673	0.00000000000000000	0.10563911253940492	0.04543476316901471	0.01837916377557418	0.00000000000000000	0.00000000000000000	0.01444075249391404	0.02437855721694228	0.01139587418578466	0.00425606094273842	0.05548281080737726	0.00000000000000000	0.03741314432033115	0.00227895249923807	0.01353812491030035	0.04608156312676477	0.00176304074797358	0.02085483999403570	0.00000000000000000	0.03081458791024190	0.01426635807712445	0.00848001255919172	0.02025063105164260	0.01406956418376324	0.00066178367942323	0.00223940516726652	0.05570745128637999	0.01421010868268681	0.00177176203387097	0.00798485626685488	0.00061151475893955	0.00495778340817503	0.00534757499509899	0.02978310338317601	0.00000000000000000	0.95034721852359938	0.58816143645199137
GTEX.13QJ3.1026.SM.5QGQU	0.01748823810200945	0.00000000000000000	0.07496737135545949	0.00000000000000000	0.00026284256169159	0.01363673088804818	0.01104433541165855	0.00000000000000000	0.01618194208947123	0.04884182255203803	0.09430762600412625	0.01380022217807733	0.03981469304080875	0.09069169592453352	0.00000000000000000	0.04623994709994871	0.01299512091148652	0.04645999879384077	0.01754295211543993	0.00057382094839698	0.00012606149706954	0.00000000000000000	0.01109606889074907	0.00000000000000000	0.00000000000000000	0.03768284544847846	0.00744756271052560	0.00003921256812857	0.00000000000000000	0.01338484640599473	0.01675620492571796	0.00000000000000000	0.02044845241954498	0.02313788190793346	0.00000000000000000	0.09216716881145522	0.00489444281441031	0.00000000000000000	0.03450669164951879	0.00439918891319841	0.01441934623559298	0.02827104678952112	0.01989877959645765	0.01040983103931936	0.00000000000000000	0.02992910880005576	0.01014186727845500	0.01288155551365315	0.00000000000000000	0.00154519743107926	0.00000000000000000	0.00728975363127218	0.02728803599856470	0.00000000000000000	0.00000000000000000	0.02366678733605217	0.00332270141021625	0.00000000000000000	0.87222092105396054	0.74551843396074036
GTEX.13QJC.0526.SM.5RQKB	0.00000000000000000	0.03195107043271894	0.09520459855670883	0.00000000000000000	0.02849985384634316	0.00000000000000000	0.00411193270814221	0.00000000000000000	0.03350523866384024	0.09138361373405923	0.09969039599356616	0.00193998182876501	0.00000000000000000	0.00000000000000000	0.01541554740482508	0.02311729240269700	0.02747532568935314	0.00000000000000000	0.02569561916801684	0.00191819093705317	0.00000000000000000	0.00360385750858896	0.00528286553017347	0.00000000000000000	0.07608855967818878	0.03639981509559936	0.03120702538146604	0.00347662167636842	0.00000000000000000	0.00000000000000000	0.00854420170227303	0.00000000000000000	0.01295827373242279	0.03170888918707940	0.00454174737461120	0.03625941234636260	0.01637218354151216	0.00291779813779429	0.02565668648702580	0.00375040960933811	0.03926090319151870	0.00000000000000000	0.01748886564079608	0.01174604132993401	0.00000000000000000	0.00356848215605928	0.01267889777413128	0.00768324080935299	0.01769071550177252	0.06595565901460612	0.02096666174221999	0.00038168019177098	0.00487018901842204	0.00250428031513620	0.00476808238559733	0.00610607473485943	0.00565321783892981	0.00000000000000000	0.92947396598553333	0.61888199640289421
GTEX.13RTJ.1126.SM.5S2UJ	0.00000000000000000	0.01940132134814687	0.02178058787547927	0.00000000000000000	0.03076122011204565	0.00823224382068141	0.00338410815838124	0.00000000000000000	0.04390994347362351	0.06912087217067651	0.06248612966405694	0.00771609672595483	0.00000000000000000	0.00000000000000000	0.02205702689332349	0.01017874789886212	0.00059526483783374	0.01988785740087669	0.02458015668398318	0.01107459559036727	0.01511352808230938	0.01448955900357997	0.00280863117272227	0.00000000000000000	0.04472092121032391	0.02893719362567295	0.02166756110858157	0.00000000000000000	0.00848668934682585	0.00000000000000000	0.01027188550346785	0.00000000000000000	0.01134726723041471	0.03396251081695945	0.00613744306696061	0.00633699104276296	0.09673154422498169	0.03636800957467469	0.00000000000000000	0.00000000000000000	0.14210150122435269	0.00849105391102193	0.00877307786488632	0.00169343279609421	0.03248363774649665	0.00000000000000000	0.05794364646848638	0.02557134639014131	0.00963803224287633	0.00363055678594394	0.00000000000000000	0.00136679212541477	0.00000000000000000	0.00173543486857046	0.00035669152951864	0.00851838705543716	0.00515050132622843	0.00000000000000000	0.93331148160968402	0.60861957980876480
GTEX.13S7M.2126.SM.5S2QR	0.00097288934436836	0.00000000000000000	0.14106824015167990	0.00000000000000000	0.00442598461220064	0.02745903844302727	0.00000000000000000	0.00000000000000000	0.03319188512032862	0.04703776104417372	0.05327913417009000	0.00987943115939968	0.00000000000000000	0.00000000000000000	0.03732225230572087	0.01082319053066323	0.03217845426911444	0.00000000000000000	0.00016933507451617	0.00483223752857860	0.04355486658829482	0.02607526657542349	0.00483072580744671	0.00000000000000000	0.18130716564107541	0.01118012270135435	0.01286451295537030	0.01148948913024193	0.01011653295352779	0.00000000000000000	0.04363866819943965	0.00282848608933909	0.00000000000000000	0.03947266019724657	0.00000000000000000	0.06318401727685632	0.00000000000000000	0.00079059783337399	0.02637525979156653	0.00578679308934427	0.00000000000000000	0.00000000000000000	0.00577503734596577	0.00515168419635620	0.02981793336242052	0.00000000000000000	0.00534058263472377	0.00014274369766965	0.01402363443781840	0.02415737482177138	0.00000000000000000	0.00111661703322793	0.00461708219420102	0.00020173443874965	0.00482606320711631	0.00489773533897140	0.01379677870724545	0.00000000000000000	0.91771032219418713	0.69834295384934963
GTEX.13S86.0626.SM.5Q5E7	0.00737521305991820	0.00000000000000000	0.13802588058599310	0.00000000000000000	0.01543479167734595	0.01082212318455993	0.00737907545567177	0.00000000000000000	0.01774609006243004	0.02820432302559446	0.11680172931832250	0.00913506419498931	0.03690521749930487	0.01635880729480163	0.00000000000000000	0.02600027284320560	0.01483200022144356	0.00209088864753815	0.00000000000000000	0.00019708880182907	0.02797947683030979	0.00258261959382363	0.00919303249596856	0.00000000000000000	0.01666387608125348	0.02989027164329225	0.00622961599399834	0.00000000000000000	0.00300511229439925	0.01365822631002063	0.04807927350250767	0.02387758872743728	0.02330191079662333	0.00198142614589115	0.00155949982197608	0.04636964548886503	0.00000000000000000	0.00431644847199445	0.03916771088847211	0.01016352271244768	0.01405485211346084	0.00959591330340302	0.03604276861230740	0.01376546810136547	0.00000000000000000	0.04519070700871829	0.00332744133279653	0.01020783914043755	0.00022714158911448	0.08820729549742579	0.00156143633367796	0.00082407272576381	0.00874498153257345	0.00091059882210942	0.00122588894537814	0.00000000000000000	0.01078577126923911	0.00000000000000000	0.95206489294129659	0.51715302220533654
GTEX.13SLW.1226.SM.5S2Q7	0.00000000000000000	0.00000000000000000	0.22500726269308169	0.00000000000000000	0.01392794154133704	0.00636054971455414	0.01382822509118091	0.00919788833298605	0.01607174621353070	0.03349010802726093	0.01949116280103593	0.00000000000000000	0.00000000000000000	0.01937780416440754	0.02071576278910193	0.01290895696324107	0.01906303839812369	0.04714361926698845	0.00564336982077017	0.00482788297676126	0.00000000000000000	0.00256565481051681	0.03045640967624326	0.00000000000000000	0.05781941263142221	0.02316534617945249	0.00151572129430235	0.00000000000000000	0.00409499511085862	0.01793614999543541	0.01563692625180163	0.00000000000000000	0.00803839837549475	0.06217349719568217	0.00000000000000000	0.02081727913379346	0.06634412583675112	0.00277378197307831	0.00019835546560199	0.00346557083795109	0.00849382649461571	0.01114129993797229	0.01098335523661445	0.00482456846051126	0.00000000000000000	0.07595814733686169	0.02612830700547468	0.04875348086820522	0.00000000000000000	0.00256325685196975	0.00000000000000000	0.00404801956904987	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01877502617445710	0.00427376850152095	0.00000000000000000	0.85089635187303525	0.82058512549384854
GTEX.13U4I.1426.SM.5J2M3	0.04348245633715409	0.00000000000000000	0.02421625682977193	0.00733632451984959	0.02104141705854894	0.01476002189987734	0.00538345531223417	0.01881079733462019	0.02347594414143888	0.01231595586235002	0.10950818681046290	0.00000000000000000	0.01485412830549321	0.06416856797824559	0.00000000000000000	0.02664708222394236	0.02050130446553057	0.02465932142153515	0.09440058046884491	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02208154137355184	0.00000000000000000	0.02124653130701555	0.04420269930936839	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03976943524563430	0.00000000000000000	0.02053660029002901	0.00000000000000000	0.00000000000000000	0.03335420538179207	0.01488760636511668	0.00689437351514915	0.00789177803835655	0.00501093430635443	0.04166572127621303	0.00000000000000000	0.02819351627476288	0.01828758744241060	0.00000000000000000	0.04866916843337244	0.01063696703792690	0.00512705961151027	0.00096430853037208	0.08229153355496056	0.00000000000000000	0.00089893034149639	0.00514943620942469	0.00080770199808900	0.00000000000000000	0.00732615793895264	0.00854440524824066	0.00000000000000000	0.96422953528288002	0.55562391709135983
GTEX.13VXT.1426.SM.5LU4B	0.00000000000000000	0.02521472387614760	0.00000000000000000	0.01109783314544928	0.02091208351504894	0.00000000000000000	0.00854609056908089	0.00000000000000000	0.00274404705560489	0.03059917245579713	0.06057759849680871	0.00384350770083086	0.01664293078640966	0.02436308701498325	0.00000000000000000	0.05092848482074747	0.02809538067611336	0.00650194669755213	0.08221020525095160	0.03065002453281251	0.00000000000000000	0.00000000000000000	0.00809424399900559	0.00000000000000000	0.04483688737649707	0.01322578999801937	0.00000000000000000	0.00173888517725971	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00055794491791850	0.07437801774137687	0.02260222855307577	0.04610333450517493	0.04385546009815303	0.00000000000000000	0.00166659314589286	0.02349605504706321	0.00427105233643373	0.01435314513792516	0.00000000000000000	0.02135116309175387	0.00804807573489399	0.00000000000000000	0.03779423757912923	0.00680573230709271	0.00080773851358595	0.00486978132917283	0.14047061634207250	0.02933117254785050	0.00071367916298894	0.01788907825514672	0.00000000000000000	0.00677275348762745	0.00882798891841294	0.01421122810213812	0.00000000000000000	0.89452886987226887	0.54039043809091813
