Mixture	Capillary Aerocyte	Capillary	Capillary Intermediate 1	Capillary Intermediate 2	IGSF21+ Dendritic	Myeloid Dendritic Type 1	Plasmacytoid Dendritic	Myeloid Dendritic Type 2	B	EREG+ Dendritic	Macrophage	CD8+ Naive T	CD4+ Naive T	CD4+ Memory/Effector T	Vein	Artery	Pericyte	Vascular Smooth Muscle	Club	Mucous	Alveolar Epithelial Type 2	Basal	Lymphatic	Proliferating Macrophage	CD8+ Memory/Effector T	Proliferating NK/T	Natural Killer T	Natural Killer	OLR1+ Classical Monocyte	Basophil/Mast 1	Classical Monocyte	Intermediate Monocyte	Nonclassical Monocyte	Airway Smooth Muscle	Ciliated	Alveolar Fibroblast	Myofibroblast	Adventitial Fibroblast	Alveolar Epithelial Type 1	Platelet/Megakaryocyte	TREM2+ Dendritic	Differentiating Basal	Proliferating Basal	Plasma	Bronchial Vessel 2	Bronchial Vessel 1	Lipofibroblast	Mesothelial	Basophil/Mast 2	Signaling Alveolar Epithelial Type 2	Proximal Basal	Neuroendocrine	Fibromyocyte	Ionocyte	Serous	Proximal Ciliated	Goblet	P-value	Correlation	RMSE
GTEX.11DZ1.0426.SM.5H11A	0	0.0293167776352405	0.122797940801972	0	0.038069546595981	0.000416751177624901	0.000170385835462761	0	0.00684148249740354	0.00271222558741259	0.0379483917859972	0	0	0.00991284091814165	0.0106416238658636	0.0654306409523666	0.00600752304126225	0.133597656014072	0.00177206121158273	0	0	0	0.00366121760302319	0	0.00371279333244542	0	0	0.00706858521301171	0.0118587885242744	0.0246569870378271	0.0460857524630396	0	0.000485936510242921	0	0.00360887640129078	0.110508351026334	0.0566608281126125	0.0843543002260363	0.04798241844777	0.00125251192229137	0.0304446336848158	0	0.00665751738935621	0.00848312282082032	0	0.0510564285662023	0	0.0118665435097235	0	0.00284939330027242	0.0132319635801197	0	0.00511297265583838	0	0	0	0.00276422975226869	0	0.569583808882546	0.838959439107242
GTEX.11EI6.0826.SM.5985V	0	0.0167562059612517	0.110301764240774	0	0.0337671313341259	0.0260724152367252	0	0	0.00265152601521888	0	0.0307795169693935	0.0108351125489533	0.00252620838563808	0.00432789109502235	0.0309370680614219	0.0189082101077585	0.0324181262655498	0.0716603942097473	0.0028007717812282	0	0	0	0.000665732317974441	0	0	0	4.93124930295115e-05	0.00229321147968432	0.0180199936440382	0.0229808150296711	0.0138672610160524	0	0	0	0.00066984734724873	0.156740314025899	0	0.08643394235293	0.0887011543140888	0.0034420044605984	0.0547836033726191	0	0.00708022992863817	0.00183666617780167	0	0.0470202578502706	0	0.02935730335866	0	0.0288550232985084	0.00574915006493335	0	0.0303718952054542	0	2.50280669292448e-06	0	0.00633743724239811	0	0.566736953558518	0.841095400205741
GTEX.11EMC.0126.SM.5EGKV	0	0	0.216374312122361	0	0.0392184145940695	0.0185865388368948	0.000589198981667787	0	0.00578160691814524	0.00263166859325197	0.0685333759155383	0	0.00556298870259733	0	0.0734854438940847	0	0.0169291328714686	0	0.0247999669382091	0.00560044227819976	0.170761241884724	0.00903107762742631	0	0	0.00851674534305477	0	0.00606356909020105	0.00449743165069444	0.00991867992951801	0.0134639274804441	0.0156206244354125	0	0	0.047475315196904	0	0.0763161269625693	0	0.01524161322024	0.0263934057011205	0.000877545813905204	0.0127223022655785	0	0	0.00385988411100464	0.0253890427620061	0	0.0229504148320948	0	0	0	0.0241284960337471	0	0.0200257099596076	0	0.00113416204376857	0.00751959300949093	0	0	0.577299256579611	0.817368065390042
GTEX.11EQ9.0226.SM.5A5JX	0	0.0546199773298665	0.109842999206803	0	0.045190411122815	0.0115376462260033	0.00110743579978327	0	0.00602330665527947	0	0.0929472747193677	0	0.00907468410655953	0	0	0.0179165097300405	0.00182088490937016	0.00755904673765108	0.00133921122783465	0	0.0377708691337425	0	0	0	0.0175294826737168	0.00306957430427623	0.00883419513431588	0.00627349678016761	0	0.0186426649625844	0.0594480395393232	0	0	0.0427209463324364	0.00431618346998686	0.0841441091390764	0	0	0.118508106856698	0.00228419979719634	0.0269129163841728	0	0	0	0	0.0193339046322535	0.00586593688881625	0	0	0.0902553903543128	0.0432929772150493	0	0.0387624935694367	0	0.000550479685933471	0	0.0125046453751308	0	0.542215626139217	0.84199866924013
GTEX.11GSP.0726.SM.5986L	0	0	0.174146650148414	0	0.0197190231358398	0.0208026726674782	0.00134221738646055	0	0.00170137851521912	0.097652692318925	0.0329320924310941	0.00425020079202231	0	0.0114302290991914	0.0335484476911153	0	0.0157700638063169	0.0338733090814087	0.00268808591947059	0.00174742862859229	0.00921046531720184	0.00950657231408562	0.0111764881907888	0	0	0	0	0.0107365973979224	0.0337454736407142	0	0.0110723029852653	0	0.0154558256951261	0.0626980819247931	0.00238852837854793	0.112268893519501	0	0.0120847958545642	0.0401371204390531	0.00253434260431565	0.00530774709224702	0.00673975816322977	0.00441526265606345	0.000338152009933008	0.0934256400963453	0	0.0512630592590123	0.0083141210115453	0.00769619387137045	0	0	0	0.0330631058728251	0	0	0	0.00481698008400102	0	0.66155088967693	0.78958307890063
GTEX.11I78.0126.SM.5HL6F	0	0.0482085392695797	0.0198804801113112	0	0.0315419625604763	0	0.000539995496387098	0	0.00392834440567523	0	0.132254009996403	0	0	0.0214938137827055	0	0.023711977330319	0.00845962548210685	0.0187786661224567	0.0912558470472744	0	0	0	0	0	0	0	0.00323862527455771	0.00677815447073028	0.00429443892959836	0.0160141718434252	0.0269385639647435	0	0	0.0133817838898502	0	0.0622518725453787	0	0	0.0119733472538735	0.00092713466214397	0.180914212349373	0	0.00371222210272658	0.000746441764511993	0	0.00773607198652196	0.00813524545425831	0.00769453182499976	0	0.208169916812965	0.0194392633842757	0	0.00830137450298451	0	0.000590022796378867	0	0.00870934258200766	0	0.697880690101509	0.71615101486263
GTEX.11LCK.0426.SM.5A5M8	0	0	0.153382801545913	0	0.064695269337704	0.00966529990984056	0.00219047633180809	0	0.00634612724110008	0	0.100257000961608	0	0.00154732704529657	0	0	0.00472538493406013	0.000835539755715596	0.040114659570583	0.00260248399940285	0	0.0640885825841779	0	0	0	0.0147440952567826	0	0.0119232105835655	0.00748968307800002	0	0.0325269416473632	0.031438239754783	0	0	0	0.00565658634582093	0.070776617354429	0	0.0106971184872121	0.0934828306696457	0.000999125038028552	0.0680669755288723	0	0.0165469993701039	0.00764336517372761	0	0.0232638614262095	0.0131428710060994	0.00783517622436666	0	0.0577741072828992	0.0148445016465176	0	0.0470234672042103	0	0.000578303304019849	0	0.0130949704001341	0	0.55576236856708	0.836439772631834
GTEX.11NSD.0326.SM.5A5LS	0.00907916090619783	0.0785881008494586	0.0236605596425388	0	0.0452413121502771	0.00308784703927414	0	0.00621246988154384	0.00470292753438062	0	0.0524935452472508	0	0.00356748789446878	0	0	0.0124583864622414	0	0.0444478475535367	0.0212077735019003	0.05937942065357	0	0	0	0.00438390789165469	0.0103487611787439	0	0.00483108531772749	0.0081048755205289	0.00352427103142138	0.0133276184488324	0.0149510184417233	0.0118150687058007	0	0	0	0.0683079896203696	0	0	0.0618075717363649	0.00130739593664412	0.0662810791386183	0	0	0.00589528463117555	0	0.0296743040306323	0	0	0	0.23682745217448	0.0262744779795424	0	0.0348817810189153	0	0.000635482828390459	0.0326937350517949	0	0	0.717391701816773	0.698225859955215
GTEX.11NUK.0826.SM.5HL4U	0.0355089467514308	0.0432916165008205	0	0	0.0135975994235402	0	0	0.0120497362101407	0.00569282036662824	0.00127595670851123	0.124876486937542	0.00293419615326752	0	0.00767882972508812	0.0162436105048183	0.0120771431329493	0	0.0769652840253294	0.0402383533135538	0	0	0	0	0.0173642234947191	0	0	0.0020516135410672	0.00927204547156819	0	0.0214476070512384	0.0128380528035506	0	0	0	0	0.092929437832413	0	0.0432335005494544	0.0412697946333722	0.000580723163310488	0.111105365411812	0	0.014691801994569	0.00628070945822336	0	0.0328690035325436	0	0	0	0.151600664710014	0.00426161642273875	0	0.0366963359479833	0	0	0	0.00907692422780244	0	0.785883797088633	0.660137523652695
GTEX.11NV4.1126.SM.5HL6J	0	0	0.180769076915088	0	0.0219855771783003	0.0245332646526257	0	0	0.00220061458717569	0	0.0358512811184513	0.037279950019957	0.0057504588252168	0	0.0281086641861996	0	0.0271740072165772	0.0608759385963485	0.00432156457150001	0.00262583333767615	0.00140781434479385	0	0	0.0268733643826628	0	0	0.000383194176489936	0.0189126907924358	0.0805714390955485	0.00433078656754122	0	0	0.0053642747097852	0	0	0.148388260393467	0	0.00746395949793389	0.0665288105376651	0.00293286122340402	0.0520367690546875	0	0.00559883633430067	0.000291320988987411	0.0829776268826299	0.00755371223758658	0	0.00338470849233055	0	0.000726503755584557	0	0	0.047819219769501	0	0	0	0.0049776155575483	0	0.638421441237404	0.80864710715365
GTEX.11O72.1326.SM.5BC5A	0	0	0.275584524094486	0	0.0219722198320862	0.00798846869257459	0	0	0.00114858227791947	0.0405893188600338	0.0568348991795177	0	0.000761541490529102	0.0031142763009366	0.0317281631978775	0	0	0.0758045084792432	0.00241232092353558	0.0021537706681271	0	0	0.00541088350305675	0	0.000743270016148504	0	0.000667459139482032	0.00250255690737892	0.0176044439236926	0.00361041089248705	0.0231293945044421	0	0.01098424758773	0.0084257932509779	0	0.172970464582642	0	0.0544557150148567	0.0365100619965996	0.000872235499584801	0.00311329006730474	0	0.0111494384225852	0.000341783677552041	0.0196608135688286	0.0202513712691079	0	0	0.00233070370420651	0.00206725735980078	0	0	0.080899354606652	0	0	0	0.00220645650801628	0	0.548463965469251	0.846144619229967
GTEX.11OF3.1126.SM.5986C	0	0	0.298226218151604	0	0.0150784114545314	0.0228512206528378	0	0	0.0018457561240714	0	0.030204600582777	0.00489226236271043	0.00516402284943802	0	0.0360501378349557	0	0.0181638612247033	0.0581901872823697	0	0	0.00308468290220971	0.00120590828193366	0.00844957948257481	0.000663906100307499	0.00943201616263543	0	0	0.00373158204284152	0.0608462005120916	0.00749573868858614	0.0142134329576329	0	0	0	0.00454513795600084	0.157276471521564	0	0	0.0837885090862825	0.00399661557220672	0.0271586315300704	0.000442795649283955	0.00804789131851912	0.0003472755793073	0.0669623158739031	0.00924358224759396	0.00434247995747107	0.00172712432810237	0	0	0	0	0.0288098797737769	0	0	0	0.00352156395510519	0	0.597926619121762	0.82177828267065
